timestamp_ms,timestamp,soil_moisture,sensor_alive
1778499834367,2026-05-11 14:43:54,40.79,1
1778499835370,2026-05-11 14:43:55,40.94,1
1778499836372,2026-05-11 14:43:56,41.11,1
1778499837373,2026-05-11 14:43:57,41.24,1
1778499838375,2026-05-11 14:43:58,41.42,1
1778499839377,2026-05-11 14:43:59,41.56,1
1778499840379,2026-05-11 14:44:00,41.65,1
1778499841381,2026-05-11 14:44:01,41.7,1
1778499842383,2026-05-11 14:44:02,41.84,1
1778499843385,2026-05-11 14:44:03,41.97,1
1778499844388,2026-05-11 14:44:04,42.13,1
1778499845390,2026-05-11 14:44:05,42.23,1
1778499846392,2026-05-11 14:44:06,42.33,1
1778499847394,2026-05-11 14:44:07,42.49,1
1778499848396,2026-05-11 14:44:08,42.58,1
1778499849398,2026-05-11 14:44:09,42.65,1
1778499850400,2026-05-11 14:44:10,42.81,1
1778499851402,2026-05-11 14:44:11,43.0,1
1778499852404,2026-05-11 14:44:12,43.06,1
1778499853407,2026-05-11 14:44:13,43.2,1
1778499854409,2026-05-11 14:44:14,43.35,1
1778499855411,2026-05-11 14:44:15,43.51,1
1778499856414,2026-05-11 14:44:16,43.39,1
1778499857416,2026-05-11 14:44:17,43.28,1
1778499858418,2026-05-11 14:44:18,43.21,1
1778499859421,2026-05-11 14:44:19,43.1,1
1778499860423,2026-05-11 14:44:20,43.01,1
1778499861425,2026-05-11 14:44:21,42.94,1
1778499862427,2026-05-11 14:44:22,42.86,1
1778499863429,2026-05-11 14:44:23,42.8,1
1778499864432,2026-05-11 14:44:24,42.75,1
1778499865434,2026-05-11 14:44:25,42.7,1
1778499866436,2026-05-11 14:44:26,42.6,1
1778499867437,2026-05-11 14:44:27,42.5,1
1778499868440,2026-05-11 14:44:28,42.41,1
1778499869443,2026-05-11 14:44:29,42.33,1
1778499870445,2026-05-11 14:44:30,42.25,1
1778499871447,2026-05-11 14:44:31,42.18,1
1778499872450,2026-05-11 14:44:32,42.09,1
1778499873452,2026-05-11 14:44:33,42.01,1
1778499874454,2026-05-11 14:44:34,41.96,1
1778499875456,2026-05-11 14:44:35,41.88,1
1778499876458,2026-05-11 14:44:36,41.82,1
1778499877461,2026-05-11 14:44:37,41.75,1
1778499878463,2026-05-11 14:44:38,41.66,1
1778499879465,2026-05-11 14:44:39,41.56,1
1778499880472,2026-05-11 14:44:40,41.51,1
1778499881474,2026-05-11 14:44:41,41.44,1
1778499882476,2026-05-11 14:44:42,41.34,1
1778499883478,2026-05-11 14:44:43,41.24,1
1778499884480,2026-05-11 14:44:44,41.2,1
1778499885500,2026-05-11 14:44:45,41.08,1
1778499886506,2026-05-11 14:44:46,40.98,1
1778499887507,2026-05-11 14:44:47,40.87,1
1778499888509,2026-05-11 14:44:48,40.84,1
1778499889512,2026-05-11 14:44:49,40.75,1
1778499890514,2026-05-11 14:44:50,40.65,1
1778499891516,2026-05-11 14:44:51,40.59,1
1778499892518,2026-05-11 14:44:52,40.55,1
1778499893520,2026-05-11 14:44:53,40.51,1
1778499894522,2026-05-11 14:44:54,40.42,1
1778499895524,2026-05-11 14:44:55,40.32,1
1778499896526,2026-05-11 14:44:56,40.23,1
1778499897528,2026-05-11 14:44:57,40.14,1
1778499898530,2026-05-11 14:44:58,40.04,1
1778499899532,2026-05-11 14:44:59,39.93,1
1778499900534,2026-05-11 14:45:00,39.84,1
1778499901536,2026-05-11 14:45:01,40.02,1
1778499902537,2026-05-11 14:45:02,40.23,1
1778499903540,2026-05-11 14:45:03,40.38,1
1778499904541,2026-05-11 14:45:04,40.55,1
1778499905544,2026-05-11 14:45:05,40.72,1
1778499906546,2026-05-11 14:45:06,40.92,1
1778499907548,2026-05-11 14:45:07,41.07,1
1778499908549,2026-05-11 14:45:08,41.18,1
1778499909551,2026-05-11 14:45:09,41.32,1
1778499910553,2026-05-11 14:45:10,41.53,1
1778499911555,2026-05-11 14:45:11,41.69,1
1778499912557,2026-05-11 14:45:12,41.85,1
1778499913558,2026-05-11 14:45:13,42.0,1
1778499914561,2026-05-11 14:45:14,42.15,1
1778499915563,2026-05-11 14:45:15,42.39,1
1778499916564,2026-05-11 14:45:16,42.49,1
1778499917567,2026-05-11 14:45:17,42.65,1
1778499918568,2026-05-11 14:45:18,42.87,1
1778499919571,2026-05-11 14:45:19,43.04,1
1778499920573,2026-05-11 14:45:20,43.26,1
1778499921574,2026-05-11 14:45:21,43.43,1
1778499922577,2026-05-11 14:45:22,43.65,1
1778499923579,2026-05-11 14:45:23,43.77,1
1778499924581,2026-05-11 14:45:24,43.97,1
1778499925584,2026-05-11 14:45:25,44.17,1
1778499926587,2026-05-11 14:45:26,44.33,1
1778499927589,2026-05-11 14:45:27,44.54,1
1778499928594,2026-05-11 14:45:28,44.76,1
1778499929598,2026-05-11 14:45:29,44.91,1
1778499930600,2026-05-11 14:45:30,44.88,1
1778499931602,2026-05-11 14:45:31,44.87,1
1778499932607,2026-05-11 14:45:32,44.83,1
1778499933608,2026-05-11 14:45:33,44.78,1
1778499934610,2026-05-11 14:45:34,44.76,1
1778499935613,2026-05-11 14:45:35,44.69,1
1778499936614,2026-05-11 14:45:36,44.69,1
1778499937616,2026-05-11 14:45:37,44.68,1
1778499938618,2026-05-11 14:45:38,44.68,1
1778499939622,2026-05-11 14:45:39,44.62,1
1778499940627,2026-05-11 14:45:40,44.62,1
1778499941629,2026-05-11 14:45:41,44.56,1
1778499942631,2026-05-11 14:45:42,44.53,1
1778499943636,2026-05-11 14:45:43,44.51,1
1778499944642,2026-05-11 14:45:44,44.5,1
1778499945644,2026-05-11 14:45:45,44.51,1
1778499946649,2026-05-11 14:45:46,44.48,1
1778499947656,2026-05-11 14:45:47,44.44,1
1778499948658,2026-05-11 14:45:48,44.4,1
1778499949665,2026-05-11 14:45:49,44.39,1
1778499950668,2026-05-11 14:45:50,44.32,1
1778499951671,2026-05-11 14:45:51,44.31,1
1778499952676,2026-05-11 14:45:52,44.28,1
1778499953679,2026-05-11 14:45:53,44.29,1
1778499954684,2026-05-11 14:45:54,44.28,1
1778499955690,2026-05-11 14:45:55,44.27,1
1778499956696,2026-05-11 14:45:56,44.23,1
1778499957699,2026-05-11 14:45:57,44.21,1
1778499958701,2026-05-11 14:45:58,44.21,1
1778499959708,2026-05-11 14:45:59,44.15,1
1778499960711,2026-05-11 14:46:00,44.15,1
1778499961718,2026-05-11 14:46:01,44.11,1
1778499962723,2026-05-11 14:46:02,44.09,1
1778499963730,2026-05-11 14:46:03,44.08,1
1778499964733,2026-05-11 14:46:04,44.07,1
1778499965738,2026-05-11 14:46:05,44.06,1
1778499966743,2026-05-11 14:46:06,44.03,1
1778499967746,2026-05-11 14:46:07,44.01,1
1778499968751,2026-05-11 14:46:08,43.95,1
1778499969760,2026-05-11 14:46:09,43.9,1
1778499970763,2026-05-11 14:46:10,43.83,1
1778499971766,2026-05-11 14:46:11,43.82,1
1778499972770,2026-05-11 14:46:12,43.76,1
1778499973772,2026-05-11 14:46:13,43.73,1
1778499974775,2026-05-11 14:46:14,43.69,1
1778499975778,2026-05-11 14:46:15,43.69,1
1778499976783,2026-05-11 14:46:16,43.62,1
1778499977785,2026-05-11 14:46:17,43.59,1
1778499978791,2026-05-11 14:46:18,43.51,1
1778499979796,2026-05-11 14:46:19,43.44,1
1778499980802,2026-05-11 14:46:20,43.38,1
1778499981804,2026-05-11 14:46:21,43.39,1
1778499982809,2026-05-11 14:46:22,43.38,1
1778499983814,2026-05-11 14:46:23,43.3,1
1778499984821,2026-05-11 14:46:24,43.25,1
1778499985823,2026-05-11 14:46:25,43.2,1
1778499986829,2026-05-11 14:46:26,43.2,1
1778499987835,2026-05-11 14:46:27,43.14,1
1778499988838,2026-05-11 14:46:28,43.09,1
1778499989841,2026-05-11 14:46:29,43.06,1
1778499990846,2026-05-11 14:46:30,43.04,1
1778499991852,2026-05-11 14:46:31,42.98,1
1778499992858,2026-05-11 14:46:32,42.97,1
1778499993864,2026-05-11 14:46:33,42.93,1
1778499994870,2026-05-11 14:46:34,42.91,1
1778499995875,2026-05-11 14:46:35,42.9,1
1778499996876,2026-05-11 14:46:36,42.83,1
1778499997878,2026-05-11 14:46:37,42.77,1
1778499998883,2026-05-11 14:46:38,42.75,1
1778499999885,2026-05-11 14:46:39,42.7,1
1778500000888,2026-05-11 14:46:40,42.66,1
1778500001891,2026-05-11 14:46:41,42.66,1
1778500002894,2026-05-11 14:46:42,42.63,1
1778500003896,2026-05-11 14:46:43,42.62,1
1778500004898,2026-05-11 14:46:44,42.55,1
1778500005904,2026-05-11 14:46:45,42.51,1
1778500006908,2026-05-11 14:46:46,42.45,1
1778500007914,2026-05-11 14:46:47,42.38,1
1778500008919,2026-05-11 14:46:48,42.33,1
1778500009925,2026-05-11 14:46:49,42.29,1
1778500010930,2026-05-11 14:46:50,42.29,1
1778500011937,2026-05-11 14:46:51,42.24,1
1778500012940,2026-05-11 14:46:52,42.23,1
1778500013946,2026-05-11 14:46:53,42.22,1
1778500014952,2026-05-11 14:46:54,42.2,1
1778500015956,2026-05-11 14:46:55,42.15,1
1778500016960,2026-05-11 14:46:56,42.11,1
1778500017965,2026-05-11 14:46:57,42.09,1
1778500018968,2026-05-11 14:46:58,42.07,1
1778500019973,2026-05-11 14:46:59,42.04,1
1778500020978,2026-05-11 14:47:00,42.01,1
1778500021980,2026-05-11 14:47:01,42.0,1
1778500022982,2026-05-11 14:47:02,41.93,1
1778500023984,2026-05-11 14:47:03,41.9,1
1778500024988,2026-05-11 14:47:04,41.9,1
1778500025994,2026-05-11 14:47:05,41.83,1
1778500027001,2026-05-11 14:47:07,41.8,1
1778500028005,2026-05-11 14:47:08,41.75,1
1778500029010,2026-05-11 14:47:09,41.68,1
1778500030017,2026-05-11 14:47:10,41.64,1
1778500031019,2026-05-11 14:47:11,41.61,1
1778500032024,2026-05-11 14:47:12,41.59,1
1778500033030,2026-05-11 14:47:13,41.53,1
1778500034036,2026-05-11 14:47:14,41.47,1
1778500035040,2026-05-11 14:47:15,41.42,1
1778500036046,2026-05-11 14:47:16,41.4,1
1778500037048,2026-05-11 14:47:17,41.34,1
1778500038050,2026-05-11 14:47:18,41.27,1
1778500039054,2026-05-11 14:47:19,41.25,1
1778500040057,2026-05-11 14:47:20,41.18,1
1778500041059,2026-05-11 14:47:21,41.11,1
1778500042064,2026-05-11 14:47:22,41.04,1
1778500043070,2026-05-11 14:47:23,41.01,1
1778500044076,2026-05-11 14:47:24,40.97,1
1778500045083,2026-05-11 14:47:25,40.92,1
1778500046087,2026-05-11 14:47:26,40.85,1
1778500047092,2026-05-11 14:47:27,40.8,1
1778500048097,2026-05-11 14:47:28,40.73,1
1778500049101,2026-05-11 14:47:29,40.71,1
1778500050108,2026-05-11 14:47:30,40.7,1
1778500051111,2026-05-11 14:47:31,40.63,1
1778500052115,2026-05-11 14:47:32,40.56,1
1778500053121,2026-05-11 14:47:33,40.55,1
1778500054126,2026-05-11 14:47:34,40.52,1
1778500055135,2026-05-11 14:47:35,40.49,1
1778500056140,2026-05-11 14:47:36,40.48,1
1778500057145,2026-05-11 14:47:37,40.43,1
1778500058148,2026-05-11 14:47:38,40.37,1
1778500059152,2026-05-11 14:47:39,40.35,1
1778500060158,2026-05-11 14:47:40,40.3,1
1778500061161,2026-05-11 14:47:41,40.24,1
1778500062163,2026-05-11 14:47:42,40.19,1
1778500063168,2026-05-11 14:47:43,40.17,1
1778500064173,2026-05-11 14:47:44,40.15,1
1778500065181,2026-05-11 14:47:45,40.08,1
1778500066184,2026-05-11 14:47:46,40.02,1
1778500067186,2026-05-11 14:47:47,40.01,1
1778500068191,2026-05-11 14:47:48,39.94,1
1778500069197,2026-05-11 14:47:49,39.92,1
1778500070201,2026-05-11 14:47:50,40.16,1
1778500071207,2026-05-11 14:47:51,40.34,1
1778500072212,2026-05-11 14:47:52,40.56,1
1778500073218,2026-05-11 14:47:53,40.72,1
1778500074223,2026-05-11 14:47:54,40.99,1
1778500075225,2026-05-11 14:47:55,41.16,1
1778500076228,2026-05-11 14:47:56,41.32,1
1778500077234,2026-05-11 14:47:57,41.54,1
1778500078237,2026-05-11 14:47:58,41.69,1
1778500079242,2026-05-11 14:47:59,41.92,1
1778500080248,2026-05-11 14:48:00,42.07,1
1778500081250,2026-05-11 14:48:01,42.27,1
1778500082255,2026-05-11 14:48:02,42.4,1
1778500083260,2026-05-11 14:48:03,42.61,1
1778500084262,2026-05-11 14:48:04,42.77,1
1778500085271,2026-05-11 14:48:05,42.97,1
1778500086275,2026-05-11 14:48:06,43.12,1
1778500087279,2026-05-11 14:48:07,43.21,1
1778500088285,2026-05-11 14:48:08,43.35,1
1778500089290,2026-05-11 14:48:09,43.49,1
1778500090295,2026-05-11 14:48:10,43.69,1
1778500091300,2026-05-11 14:48:11,43.78,1
1778500092306,2026-05-11 14:48:12,43.93,1
1778500093308,2026-05-11 14:48:13,44.06,1
1778500094316,2026-05-11 14:48:14,44.18,1
1778500095319,2026-05-11 14:48:15,44.36,1
1778500096323,2026-05-11 14:48:16,44.56,1
1778500097326,2026-05-11 14:48:17,44.76,1
1778500098328,2026-05-11 14:48:18,44.89,1
1778500099331,2026-05-11 14:48:19,44.82,1
1778500100335,2026-05-11 14:48:20,44.78,1
1778500101337,2026-05-11 14:48:21,44.72,1
1778500102339,2026-05-11 14:48:22,44.69,1
1778500103342,2026-05-11 14:48:23,44.58,1
1778500104345,2026-05-11 14:48:24,44.48,1
1778500105348,2026-05-11 14:48:25,44.45,1
1778500106350,2026-05-11 14:48:26,44.37,1
1778500107352,2026-05-11 14:48:27,44.29,1
1778500108353,2026-05-11 14:48:28,44.24,1
1778500109355,2026-05-11 14:48:29,44.16,1
1778500110357,2026-05-11 14:48:30,44.13,1
1778500111359,2026-05-11 14:48:31,44.03,1
1778500112360,2026-05-11 14:48:32,43.95,1
1778500113362,2026-05-11 14:48:33,43.89,1
1778500114364,2026-05-11 14:48:34,43.83,1
1778500115367,2026-05-11 14:48:35,43.77,1
1778500116369,2026-05-11 14:48:36,43.67,1
1778500117370,2026-05-11 14:48:37,43.6,1
1778500118372,2026-05-11 14:48:38,43.52,1
1778500119373,2026-05-11 14:48:39,43.44,1
1778500120376,2026-05-11 14:48:40,43.36,1
1778500121377,2026-05-11 14:48:41,43.3,1
1778500122379,2026-05-11 14:48:42,43.24,1
1778500123381,2026-05-11 14:48:43,43.17,1
1778500124393,2026-05-11 14:48:44,43.12,1
1778500125409,2026-05-11 14:48:45,43.02,1
1778500126410,2026-05-11 14:48:46,42.91,1
1778500127412,2026-05-11 14:48:47,42.82,1
1778500128415,2026-05-11 14:48:48,42.7,1
1778500129416,2026-05-11 14:48:49,42.64,1
1778500130418,2026-05-11 14:48:50,42.52,1
1778500131420,2026-05-11 14:48:51,42.47,1
1778500132422,2026-05-11 14:48:52,42.42,1
1778500133423,2026-05-11 14:48:53,42.33,1
1778500134425,2026-05-11 14:48:54,42.25,1
1778500135427,2026-05-11 14:48:55,42.16,1
1778500136429,2026-05-11 14:48:56,42.08,1
1778500137431,2026-05-11 14:48:57,41.98,1
1778500138433,2026-05-11 14:48:58,41.85,1
1778500139434,2026-05-11 14:48:59,41.76,1
1778500140436,2026-05-11 14:49:00,41.66,1
1778500141438,2026-05-11 14:49:01,41.59,1
1778500142440,2026-05-11 14:49:02,41.5,1
1778500143442,2026-05-11 14:49:03,41.44,1
1778500144443,2026-05-11 14:49:04,41.37,1
1778500145445,2026-05-11 14:49:05,41.28,1
1778500146448,2026-05-11 14:49:06,41.2,1
1778500147449,2026-05-11 14:49:07,41.1,1
1778500148451,2026-05-11 14:49:08,40.99,1
1778500149452,2026-05-11 14:49:09,40.92,1
1778500150455,2026-05-11 14:49:10,40.84,1
1778500151456,2026-05-11 14:49:11,40.71,1
1778500152458,2026-05-11 14:49:12,40.6,1
1778500153460,2026-05-11 14:49:13,40.53,1
1778500154461,2026-05-11 14:49:14,40.47,1
1778500155464,2026-05-11 14:49:15,40.42,1
1778500156465,2026-05-11 14:49:16,40.29,1
1778500157468,2026-05-11 14:49:17,40.23,1
1778500158469,2026-05-11 14:49:18,40.17,1
1778500159471,2026-05-11 14:49:19,40.05,1
1778500160473,2026-05-11 14:49:20,39.97,1
1778500161475,2026-05-11 14:49:21,39.92,1
1778500162477,2026-05-11 14:49:22,40.04,1
1778500163479,2026-05-11 14:49:23,40.23,1
1778500164481,2026-05-11 14:49:24,40.34,1
1778500165483,2026-05-11 14:49:25,40.48,1
1778500166484,2026-05-11 14:49:26,40.58,1
1778500167486,2026-05-11 14:49:27,40.74,1
1778500168488,2026-05-11 14:49:28,40.81,1
1778500169489,2026-05-11 14:49:29,40.94,1
1778500170491,2026-05-11 14:49:30,41.14,1
1778500171493,2026-05-11 14:49:31,41.34,1
1778500172495,2026-05-11 14:49:32,41.49,1
1778500173497,2026-05-11 14:49:33,41.56,1
1778500174499,2026-05-11 14:49:34,41.67,1
1778500175501,2026-05-11 14:49:35,41.82,1
1778500176502,2026-05-11 14:49:36,42.0,1
1778500177504,2026-05-11 14:49:37,42.13,1
1778500178506,2026-05-11 14:49:38,42.28,1
1778500179509,2026-05-11 14:49:39,42.4,1
1778500180518,2026-05-11 14:49:40,42.52,1
1778500181520,2026-05-11 14:49:41,42.7,1
1778500182522,2026-05-11 14:49:42,42.81,1
1778500183523,2026-05-11 14:49:43,42.9,1
1778500184525,2026-05-11 14:49:44,43.06,1
1778500185527,2026-05-11 14:49:45,43.24,1
1778500186529,2026-05-11 14:49:46,43.38,1
1778500187530,2026-05-11 14:49:47,43.55,1
1778500188531,2026-05-11 14:49:48,43.67,1
1778500189533,2026-05-11 14:49:49,43.79,1
1778500190535,2026-05-11 14:49:50,43.97,1
1778500191537,2026-05-11 14:49:51,43.86,1
1778500192538,2026-05-11 14:49:52,43.78,1
1778500193540,2026-05-11 14:49:53,43.75,1
1778500194542,2026-05-11 14:49:54,43.66,1
1778500195544,2026-05-11 14:49:55,43.56,1
1778500196545,2026-05-11 14:49:56,43.51,1
1778500197548,2026-05-11 14:49:57,43.4,1
1778500198550,2026-05-11 14:49:58,43.32,1
1778500199552,2026-05-11 14:49:59,43.27,1
1778500200554,2026-05-11 14:50:00,43.23,1
1778500201555,2026-05-11 14:50:01,43.13,1
1778500202560,2026-05-11 14:50:02,43.04,1
1778500203562,2026-05-11 14:50:03,42.96,1
1778500204564,2026-05-11 14:50:04,42.92,1
1778500205566,2026-05-11 14:50:05,42.89,1
1778500206568,2026-05-11 14:50:06,42.86,1
1778500207569,2026-05-11 14:50:07,42.82,1
1778500208571,2026-05-11 14:50:08,42.75,1
1778500209573,2026-05-11 14:50:09,42.68,1
1778500210575,2026-05-11 14:50:10,42.64,1
1778500211576,2026-05-11 14:50:11,42.6,1
1778500212578,2026-05-11 14:50:12,42.56,1
1778500213580,2026-05-11 14:50:13,42.51,1
1778500214584,2026-05-11 14:50:14,42.45,1
1778500215585,2026-05-11 14:50:15,42.4,1
1778500216588,2026-05-11 14:50:16,42.38,1
1778500217589,2026-05-11 14:50:17,42.36,1
1778500218591,2026-05-11 14:50:18,42.28,1
1778500219593,2026-05-11 14:50:19,42.25,1
1778500220596,2026-05-11 14:50:20,42.23,1
1778500221599,2026-05-11 14:50:21,42.23,1
1778500222601,2026-05-11 14:50:22,42.15,1
1778500223603,2026-05-11 14:50:23,42.1,1
1778500224604,2026-05-11 14:50:24,42.06,1
1778500225606,2026-05-11 14:50:25,42.05,1
1778500226607,2026-05-11 14:50:26,41.97,1
1778500227609,2026-05-11 14:50:27,41.91,1
1778500228610,2026-05-11 14:50:28,41.86,1
1778500229612,2026-05-11 14:50:29,41.86,1
1778500230614,2026-05-11 14:50:30,41.79,1
