timestamp_ms,timestamp,water_flow,sensor_alive
1778499729950,2026-05-11 14:42:09,0.0,1
1778499730953,2026-05-11 14:42:10,0.0,1
1778499731957,2026-05-11 14:42:11,0.0,1
1778499732962,2026-05-11 14:42:12,0.0,1
1778499733964,2026-05-11 14:42:13,0.0,1
1778499734969,2026-05-11 14:42:14,0.0,1
1778499735974,2026-05-11 14:42:15,0.0,1
1778499736976,2026-05-11 14:42:16,0.0,1
1778499737978,2026-05-11 14:42:17,0.0,1
1778499738982,2026-05-11 14:42:18,0.0,1
1778499739987,2026-05-11 14:42:19,0.0,1
1778499740994,2026-05-11 14:42:20,0.0,1
1778499741999,2026-05-11 14:42:21,0.0,1
1778499743003,2026-05-11 14:42:23,0.0,1
1778499744009,2026-05-11 14:42:24,0.0,1
1778499745012,2026-05-11 14:42:25,0.0,1
1778499746017,2026-05-11 14:42:26,0.0,1
1778499747023,2026-05-11 14:42:27,0.0,1
1778499748028,2026-05-11 14:42:28,0.0,1
1778499749033,2026-05-11 14:42:29,0.0,1
1778499750038,2026-05-11 14:42:30,0.0,1
1778499751040,2026-05-11 14:42:31,0.0,1
1778499752046,2026-05-11 14:42:32,0.0,1
1778499753050,2026-05-11 14:42:33,0.0,1
1778499754055,2026-05-11 14:42:34,0.0,1
1778499755060,2026-05-11 14:42:35,0.0,1
1778499756066,2026-05-11 14:42:36,0.0,1
1778499757071,2026-05-11 14:42:37,0.0,1
1778499758074,2026-05-11 14:42:38,0.0,1
1778499759080,2026-05-11 14:42:39,0.0,1
1778499760086,2026-05-11 14:42:40,0.0,1
1778499761092,2026-05-11 14:42:41,0.0,1
1778499762097,2026-05-11 14:42:42,0.0,1
1778499763101,2026-05-11 14:42:43,0.0,1
1778499764106,2026-05-11 14:42:44,0.0,1
1778499765110,2026-05-11 14:42:45,0.0,1
1778499766114,2026-05-11 14:42:46,0.0,1
1778499767117,2026-05-11 14:42:47,0.0,1
1778499768119,2026-05-11 14:42:48,0.0,1
1778499769121,2026-05-11 14:42:49,0.0,1
1778499770124,2026-05-11 14:42:50,0.0,1
1778499771126,2026-05-11 14:42:51,0.0,1
1778499772131,2026-05-11 14:42:52,0.0,1
1778499773137,2026-05-11 14:42:53,0.0,1
1778499774141,2026-05-11 14:42:54,0.0,1
1778499775145,2026-05-11 14:42:55,0.0,1
1778499776149,2026-05-11 14:42:56,0.0,1
1778499777155,2026-05-11 14:42:57,0.0,1
1778499778160,2026-05-11 14:42:58,0.0,1
1778499779165,2026-05-11 14:42:59,0.0,1
1778499780168,2026-05-11 14:43:00,0.0,1
1778499781170,2026-05-11 14:43:01,0.0,1
1778499782175,2026-05-11 14:43:02,0.0,1
1778499783181,2026-05-11 14:43:03,0.0,1
1778499784185,2026-05-11 14:43:04,0.0,1
1778499785189,2026-05-11 14:43:05,0.0,1
1778499786194,2026-05-11 14:43:06,0.0,1
1778499787199,2026-05-11 14:43:07,0.0,1
1778499788204,2026-05-11 14:43:08,0.0,1
1778499789209,2026-05-11 14:43:09,0.0,1
1778499790213,2026-05-11 14:43:10,0.0,1
1778499791218,2026-05-11 14:43:11,0.0,1
1778499792221,2026-05-11 14:43:12,0.0,1
1778499793225,2026-05-11 14:43:13,0.0,1
1778499794228,2026-05-11 14:43:14,0.0,1
1778499795232,2026-05-11 14:43:15,0.0,1
1778499796236,2026-05-11 14:43:16,0.0,1
1778499797242,2026-05-11 14:43:17,0.0,1
1778499798244,2026-05-11 14:43:18,0.0,1
1778499799247,2026-05-11 14:43:19,0.0,1
1778499800250,2026-05-11 14:43:20,0.0,1
1778499801255,2026-05-11 14:43:21,0.0,1
1778499802257,2026-05-11 14:43:22,0.0,1
1778499803262,2026-05-11 14:43:23,0.0,1
1778499804265,2026-05-11 14:43:24,0.0,1
1778499805272,2026-05-11 14:43:25,0.0,1
1778499806278,2026-05-11 14:43:26,0.0,1
1778499807282,2026-05-11 14:43:27,0.0,1
1778499808288,2026-05-11 14:43:28,0.0,1
1778499809294,2026-05-11 14:43:29,0.0,1
1778499810300,2026-05-11 14:43:30,0.0,1
1778499811306,2026-05-11 14:43:31,0.0,1
1778499812312,2026-05-11 14:43:32,0.0,1
1778499813317,2026-05-11 14:43:33,0.0,1
1778499814322,2026-05-11 14:43:34,0.0,1
1778499815325,2026-05-11 14:43:35,0.0,1
1778499816327,2026-05-11 14:43:36,0.0,1
1778499817330,2026-05-11 14:43:37,0.0,1
1778499818331,2026-05-11 14:43:38,0.0,1
1778499819335,2026-05-11 14:43:39,0.0,1
1778499820338,2026-05-11 14:43:40,0.0,1
1778499821340,2026-05-11 14:43:41,0.0,1
1778499822343,2026-05-11 14:43:42,0.0,1
1778499823345,2026-05-11 14:43:43,0.0,1
1778499824347,2026-05-11 14:43:44,0.0,1
1778499825350,2026-05-11 14:43:45,0.0,1
1778499826351,2026-05-11 14:43:46,1.56,1
1778499827353,2026-05-11 14:43:47,1.98,1
1778499828355,2026-05-11 14:43:48,2.42,1
1778499829357,2026-05-11 14:43:49,2.07,1
1778499830359,2026-05-11 14:43:50,1.82,1
1778499831361,2026-05-11 14:43:51,1.73,1
1778499832362,2026-05-11 14:43:52,2.08,1
1778499833365,2026-05-11 14:43:53,1.67,1
1778499834367,2026-05-11 14:43:54,1.95,1
1778499835369,2026-05-11 14:43:55,2.19,1
1778499836371,2026-05-11 14:43:56,1.92,1
1778499837373,2026-05-11 14:43:57,2.29,1
1778499838375,2026-05-11 14:43:58,1.82,1
1778499839377,2026-05-11 14:43:59,1.6,1
1778499840379,2026-05-11 14:44:00,1.59,1
1778499841381,2026-05-11 14:44:01,2.02,1
1778499842383,2026-05-11 14:44:02,2.15,1
1778499843385,2026-05-11 14:44:03,1.89,1
1778499844388,2026-05-11 14:44:04,1.65,1
1778499845390,2026-05-11 14:44:05,2.07,1
1778499846392,2026-05-11 14:44:06,2.09,1
1778499847394,2026-05-11 14:44:07,1.56,1
1778499848396,2026-05-11 14:44:08,1.58,1
1778499849398,2026-05-11 14:44:09,2.36,1
1778499850400,2026-05-11 14:44:10,2.17,1
1778499851402,2026-05-11 14:44:11,1.65,1
1778499852404,2026-05-11 14:44:12,1.77,1
1778499853406,2026-05-11 14:44:13,1.92,1
1778499854409,2026-05-11 14:44:14,2.45,1
1778499855411,2026-05-11 14:44:15,2.19,1
1778499856414,2026-05-11 14:44:16,0.0,1
1778499857416,2026-05-11 14:44:17,0.0,1
1778499858418,2026-05-11 14:44:18,0.0,1
1778499859420,2026-05-11 14:44:19,0.0,1
1778499860423,2026-05-11 14:44:20,0.0,1
1778499861425,2026-05-11 14:44:21,0.0,1
1778499862427,2026-05-11 14:44:22,0.0,1
1778499863429,2026-05-11 14:44:23,0.0,1
1778499864431,2026-05-11 14:44:24,0.0,1
1778499865434,2026-05-11 14:44:25,0.0,1
1778499866435,2026-05-11 14:44:26,0.0,1
1778499867437,2026-05-11 14:44:27,0.0,1
1778499868440,2026-05-11 14:44:28,0.0,1
1778499869442,2026-05-11 14:44:29,0.0,1
1778499870444,2026-05-11 14:44:30,0.0,1
1778499871447,2026-05-11 14:44:31,0.0,1
1778499872449,2026-05-11 14:44:32,0.0,1
1778499873451,2026-05-11 14:44:33,0.0,1
1778499874453,2026-05-11 14:44:34,0.0,1
1778499875455,2026-05-11 14:44:35,0.0,1
1778499876458,2026-05-11 14:44:36,0.0,1
1778499877460,2026-05-11 14:44:37,0.0,1
1778499878462,2026-05-11 14:44:38,0.0,1
1778499879464,2026-05-11 14:44:39,0.0,1
1778499880470,2026-05-11 14:44:40,0.0,1
1778499881472,2026-05-11 14:44:41,0.0,1
1778499882474,2026-05-11 14:44:42,0.0,1
1778499883476,2026-05-11 14:44:43,0.0,1
1778499884478,2026-05-11 14:44:44,0.0,1
1778499885483,2026-05-11 14:44:45,0.0,1
1778499886485,2026-05-11 14:44:46,0.0,1
1778499887487,2026-05-11 14:44:47,0.0,1
1778499888489,2026-05-11 14:44:48,0.0,1
1778499889491,2026-05-11 14:44:49,0.0,1
1778499890492,2026-05-11 14:44:50,0.0,1
1778499891494,2026-05-11 14:44:51,0.0,1
1778499892496,2026-05-11 14:44:52,0.0,1
1778499893497,2026-05-11 14:44:53,0.0,1
1778499894499,2026-05-11 14:44:54,0.0,1
1778499895501,2026-05-11 14:44:55,0.0,1
1778499896502,2026-05-11 14:44:56,0.0,1
1778499897504,2026-05-11 14:44:57,0.0,1
1778499898506,2026-05-11 14:44:58,0.0,1
1778499899507,2026-05-11 14:44:59,0.0,1
1778499900509,2026-05-11 14:45:00,2.16,1
1778499901510,2026-05-11 14:45:01,2.13,1
1778499902512,2026-05-11 14:45:02,2.31,1
1778499903520,2026-05-11 14:45:03,2.3,1
1778499904523,2026-05-11 14:45:04,2.33,1
1778499905524,2026-05-11 14:45:05,2.3,1
1778499906526,2026-05-11 14:45:06,2.04,1
1778499907528,2026-05-11 14:45:07,1.87,1
1778499908529,2026-05-11 14:45:08,1.68,1
1778499909531,2026-05-11 14:45:09,2.04,1
1778499910533,2026-05-11 14:45:10,1.61,1
1778499911536,2026-05-11 14:45:11,2.09,1
1778499912538,2026-05-11 14:45:12,2.05,1
1778499913540,2026-05-11 14:45:13,2.12,1
1778499914541,2026-05-11 14:45:14,2.32,1
1778499915543,2026-05-11 14:45:15,1.55,1
1778499916546,2026-05-11 14:45:16,1.56,1
1778499917547,2026-05-11 14:45:17,2.17,1
1778499918549,2026-05-11 14:45:18,1.63,1
1778499919550,2026-05-11 14:45:19,2.39,1
1778499920552,2026-05-11 14:45:20,1.69,1
1778499921554,2026-05-11 14:45:21,2.33,1
1778499922556,2026-05-11 14:45:22,1.64,1
1778499923558,2026-05-11 14:45:23,2.46,1
1778499924560,2026-05-11 14:45:24,2.19,1
1778499925563,2026-05-11 14:45:25,1.49,1
1778499926566,2026-05-11 14:45:26,2.49,1
1778499927569,2026-05-11 14:45:27,2.03,1
1778499928573,2026-05-11 14:45:28,1.86,1
1778499929576,2026-05-11 14:45:29,2.31,1
1778499930578,2026-05-11 14:45:30,0.0,1
1778499931580,2026-05-11 14:45:31,0.0,1
1778499932585,2026-05-11 14:45:32,0.0,1
1778499933587,2026-05-11 14:45:33,0.0,1
1778499934589,2026-05-11 14:45:34,0.0,1
1778499935591,2026-05-11 14:45:35,0.0,1
1778499936593,2026-05-11 14:45:36,0.0,1
1778499937595,2026-05-11 14:45:37,0.0,1
1778499938597,2026-05-11 14:45:38,0.0,1
1778499939599,2026-05-11 14:45:39,0.0,1
1778499940605,2026-05-11 14:45:40,0.0,1
1778499941608,2026-05-11 14:45:41,0.0,1
1778499942610,2026-05-11 14:45:42,0.0,1
1778499943614,2026-05-11 14:45:43,0.0,1
1778499944620,2026-05-11 14:45:44,0.0,1
1778499945622,2026-05-11 14:45:45,0.0,1
1778499946627,2026-05-11 14:45:46,0.0,1
1778499947632,2026-05-11 14:45:47,0.0,1
1778499948634,2026-05-11 14:45:48,0.0,1
1778499949639,2026-05-11 14:45:49,0.0,1
1778499950644,2026-05-11 14:45:50,0.0,1
1778499951647,2026-05-11 14:45:51,0.0,1
1778499952652,2026-05-11 14:45:52,0.0,1
1778499953654,2026-05-11 14:45:53,0.0,1
1778499954658,2026-05-11 14:45:54,0.0,1
1778499955663,2026-05-11 14:45:55,0.0,1
1778499956668,2026-05-11 14:45:56,0.0,1
1778499957673,2026-05-11 14:45:57,0.0,1
1778499958675,2026-05-11 14:45:58,0.0,1
1778499959680,2026-05-11 14:45:59,0.0,1
1778499960684,2026-05-11 14:46:00,0.0,1
1778499961689,2026-05-11 14:46:01,0.0,1
1778499962693,2026-05-11 14:46:02,0.0,1
1778499963698,2026-05-11 14:46:03,0.0,1
1778499964704,2026-05-11 14:46:04,0.0,1
1778499965709,2026-05-11 14:46:05,0.0,1
1778499966714,2026-05-11 14:46:06,0.0,1
1778499967719,2026-05-11 14:46:07,0.0,1
1778499968724,2026-05-11 14:46:08,0.0,1
1778499969729,2026-05-11 14:46:09,0.0,1
1778499970734,2026-05-11 14:46:10,0.0,1
1778499971739,2026-05-11 14:46:11,0.0,1
1778499972743,2026-05-11 14:46:12,0.0,1
1778499973746,2026-05-11 14:46:13,0.0,1
1778499974750,2026-05-11 14:46:14,0.0,1
1778499975753,2026-05-11 14:46:15,0.0,1
1778499976757,2026-05-11 14:46:16,0.0,1
1778499977759,2026-05-11 14:46:17,0.0,1
1778499978764,2026-05-11 14:46:18,0.0,1
1778499979769,2026-05-11 14:46:19,0.0,1
1778499980774,2026-05-11 14:46:20,0.0,1
1778499981780,2026-05-11 14:46:21,0.0,1
1778499982785,2026-05-11 14:46:22,0.0,1
1778499983790,2026-05-11 14:46:23,0.0,1
1778499984795,2026-05-11 14:46:24,0.0,1
1778499985800,2026-05-11 14:46:25,0.0,1
1778499986805,2026-05-11 14:46:26,0.0,1
1778499987810,2026-05-11 14:46:27,0.0,1
1778499988815,2026-05-11 14:46:28,0.0,1
1778499989820,2026-05-11 14:46:29,0.0,1
1778499990825,2026-05-11 14:46:30,0.0,1
1778499991830,2026-05-11 14:46:31,0.0,1
1778499992835,2026-05-11 14:46:32,0.0,1
1778499993841,2026-05-11 14:46:33,0.0,1
1778499994846,2026-05-11 14:46:34,0.0,1
1778499995851,2026-05-11 14:46:35,0.0,1
1778499996853,2026-05-11 14:46:36,0.0,1
1778499997855,2026-05-11 14:46:37,0.0,1
1778499998860,2026-05-11 14:46:38,0.0,1
1778499999861,2026-05-11 14:46:39,0.0,1
1778500000867,2026-05-11 14:46:40,0.0,1
1778500001871,2026-05-11 14:46:41,0.0,1
1778500002875,2026-05-11 14:46:42,0.0,1
1778500003878,2026-05-11 14:46:43,0.0,1
1778500004879,2026-05-11 14:46:44,0.0,1
1778500005883,2026-05-11 14:46:45,0.0,1
1778500006887,2026-05-11 14:46:46,0.0,1
1778500007893,2026-05-11 14:46:47,0.0,1
1778500008898,2026-05-11 14:46:48,0.0,1
1778500009903,2026-05-11 14:46:49,0.0,1
1778500010909,2026-05-11 14:46:50,0.0,1
1778500011914,2026-05-11 14:46:51,0.0,1
1778500012919,2026-05-11 14:46:52,0.0,1
1778500013924,2026-05-11 14:46:53,0.0,1
1778500014929,2026-05-11 14:46:54,0.0,1
1778500015934,2026-05-11 14:46:55,0.0,1
1778500016939,2026-05-11 14:46:56,0.0,1
1778500017944,2026-05-11 14:46:57,0.0,1
1778500018948,2026-05-11 14:46:58,0.0,1
1778500019953,2026-05-11 14:46:59,0.0,1
1778500020958,2026-05-11 14:47:00,0.0,1
1778500021963,2026-05-11 14:47:01,0.0,1
1778500022965,2026-05-11 14:47:02,0.0,1
1778500023966,2026-05-11 14:47:03,0.0,1
1778500024971,2026-05-11 14:47:04,0.0,1
1778500025975,2026-05-11 14:47:05,0.0,1
1778500026980,2026-05-11 14:47:06,0.0,1
1778500027986,2026-05-11 14:47:07,0.0,1
1778500028990,2026-05-11 14:47:08,0.0,1
1778500029995,2026-05-11 14:47:09,0.0,1
1778500031000,2026-05-11 14:47:11,0.0,1
1778500032005,2026-05-11 14:47:12,0.0,1
1778500033011,2026-05-11 14:47:13,0.0,1
1778500034016,2026-05-11 14:47:14,0.0,1
1778500035020,2026-05-11 14:47:15,0.0,1
1778500036025,2026-05-11 14:47:16,0.0,1
1778500037031,2026-05-11 14:47:17,0.0,1
1778500038032,2026-05-11 14:47:18,0.0,1
1778500039038,2026-05-11 14:47:19,0.0,1
1778500040041,2026-05-11 14:47:20,0.0,1
1778500041043,2026-05-11 14:47:21,0.0,1
1778500042048,2026-05-11 14:47:22,0.0,1
1778500043052,2026-05-11 14:47:23,0.0,1
1778500044057,2026-05-11 14:47:24,0.0,1
1778500045062,2026-05-11 14:47:25,0.0,1
1778500046067,2026-05-11 14:47:26,0.0,1
1778500047072,2026-05-11 14:47:27,0.0,1
1778500048077,2026-05-11 14:47:28,0.0,1
1778500049082,2026-05-11 14:47:29,0.0,1
1778500050087,2026-05-11 14:47:30,0.0,1
1778500051092,2026-05-11 14:47:31,0.0,1
1778500052097,2026-05-11 14:47:32,0.0,1
1778500053102,2026-05-11 14:47:33,0.0,1
1778500054107,2026-05-11 14:47:34,0.0,1
1778500055112,2026-05-11 14:47:35,0.0,1
1778500056117,2026-05-11 14:47:36,0.0,1
1778500057122,2026-05-11 14:47:37,0.0,1
1778500058126,2026-05-11 14:47:38,0.0,1
1778500059131,2026-05-11 14:47:39,0.0,1
1778500060136,2026-05-11 14:47:40,0.0,1
1778500061141,2026-05-11 14:47:41,0.0,1
1778500062143,2026-05-11 14:47:42,0.0,1
1778500063148,2026-05-11 14:47:43,0.0,1
1778500064153,2026-05-11 14:47:44,0.0,1
1778500065158,2026-05-11 14:47:45,0.0,1
1778500066162,2026-05-11 14:47:46,0.0,1
1778500067164,2026-05-11 14:47:47,0.0,1
1778500068169,2026-05-11 14:47:48,0.0,1
1778500069175,2026-05-11 14:47:49,2.42,1
1778500070180,2026-05-11 14:47:50,1.96,1
1778500071185,2026-05-11 14:47:51,2.3,1
1778500072190,2026-05-11 14:47:52,1.7,1
1778500073194,2026-05-11 14:47:53,2.53,1
1778500074200,2026-05-11 14:47:54,1.65,1
1778500075202,2026-05-11 14:47:55,1.63,1
1778500076204,2026-05-11 14:47:56,2.16,1
1778500077210,2026-05-11 14:47:57,1.5,1
1778500078214,2026-05-11 14:47:58,2.37,1
1778500079219,2026-05-11 14:47:59,1.6,1
1778500080223,2026-05-11 14:48:00,2.2,1
1778500081225,2026-05-11 14:48:01,1.66,1
1778500082229,2026-05-11 14:48:02,2.33,1
1778500083234,2026-05-11 14:48:03,1.55,1
1778500084240,2026-05-11 14:48:04,2.29,1
1778500085245,2026-05-11 14:48:05,1.62,1
1778500086250,2026-05-11 14:48:06,1.57,1
1778500087255,2026-05-11 14:48:07,2.03,1
1778500088260,2026-05-11 14:48:08,1.64,1
1778500089265,2026-05-11 14:48:09,2.11,1
1778500090270,2026-05-11 14:48:10,1.62,1
1778500091276,2026-05-11 14:48:11,1.57,1
1778500092281,2026-05-11 14:48:12,1.82,1
1778500093286,2026-05-11 14:48:13,1.79,1
1778500094290,2026-05-11 14:48:14,2.45,1
1778500095292,2026-05-11 14:48:15,2.5,1
1778500096297,2026-05-11 14:48:16,2.14,1
1778500097302,2026-05-11 14:48:17,1.98,1
1778500098303,2026-05-11 14:48:18,2.31,1
1778500099308,2026-05-11 14:48:19,0.0,1
1778500100310,2026-05-11 14:48:20,0.0,1
1778500101315,2026-05-11 14:48:21,0.0,1
1778500102316,2026-05-11 14:48:22,0.0,1
1778500103319,2026-05-11 14:48:23,0.0,1
1778500104323,2026-05-11 14:48:24,0.0,1
1778500105327,2026-05-11 14:48:25,0.0,1
1778500106329,2026-05-11 14:48:26,0.0,1
1778500107331,2026-05-11 14:48:27,0.0,1
1778500108334,2026-05-11 14:48:28,0.0,1
1778500109338,2026-05-11 14:48:29,0.0,1
1778500110340,2026-05-11 14:48:30,0.0,1
1778500111342,2026-05-11 14:48:31,0.0,1
1778500112344,2026-05-11 14:48:32,0.0,1
1778500113346,2026-05-11 14:48:33,0.0,1
1778500114348,2026-05-11 14:48:34,0.0,1
1778500115350,2026-05-11 14:48:35,0.0,1
1778500116352,2026-05-11 14:48:36,0.0,1
1778500117354,2026-05-11 14:48:37,0.0,1
1778500118355,2026-05-11 14:48:38,0.0,1
1778500119357,2026-05-11 14:48:39,0.0,1
1778500120359,2026-05-11 14:48:40,0.0,1
1778500121361,2026-05-11 14:48:41,0.0,1
1778500122363,2026-05-11 14:48:42,0.0,1
1778500123365,2026-05-11 14:48:43,0.0,1
1778500124366,2026-05-11 14:48:44,0.0,1
1778500125367,2026-05-11 14:48:45,0.0,1
1778500126369,2026-05-11 14:48:46,0.0,1
1778500127370,2026-05-11 14:48:47,0.0,1
1778500128372,2026-05-11 14:48:48,0.0,1
1778500129374,2026-05-11 14:48:49,0.0,1
1778500130375,2026-05-11 14:48:50,0.0,1
1778500131376,2026-05-11 14:48:51,0.0,1
1778500132378,2026-05-11 14:48:52,0.0,1
1778500133379,2026-05-11 14:48:53,0.0,1
1778500134381,2026-05-11 14:48:54,0.0,1
1778500135383,2026-05-11 14:48:55,0.0,1
1778500136384,2026-05-11 14:48:56,0.0,1
1778500137386,2026-05-11 14:48:57,0.0,1
1778500138387,2026-05-11 14:48:58,0.0,1
1778500139389,2026-05-11 14:48:59,0.0,1
1778500140391,2026-05-11 14:49:00,0.0,1
1778500141393,2026-05-11 14:49:01,0.0,1
1778500142394,2026-05-11 14:49:02,0.0,1
1778500143396,2026-05-11 14:49:03,0.0,1
1778500144398,2026-05-11 14:49:04,0.0,1
1778500145400,2026-05-11 14:49:05,0.0,1
1778500146401,2026-05-11 14:49:06,0.0,1
1778500147403,2026-05-11 14:49:07,0.0,1
1778500148404,2026-05-11 14:49:08,0.0,1
1778500149406,2026-05-11 14:49:09,0.0,1
1778500150408,2026-05-11 14:49:10,0.0,1
1778500151410,2026-05-11 14:49:11,0.0,1
1778500152411,2026-05-11 14:49:12,0.0,1
1778500153413,2026-05-11 14:49:13,0.0,1
1778500154415,2026-05-11 14:49:14,0.0,1
1778500155417,2026-05-11 14:49:15,0.0,1
1778500156418,2026-05-11 14:49:16,0.0,1
1778500157420,2026-05-11 14:49:17,0.0,1
1778500158422,2026-05-11 14:49:18,0.0,1
1778500159423,2026-05-11 14:49:19,0.0,1
1778500160425,2026-05-11 14:49:20,0.0,1
1778500161427,2026-05-11 14:49:21,1.71,1
1778500162429,2026-05-11 14:49:22,2.45,1
1778500163431,2026-05-11 14:49:23,2.15,1
1778500164433,2026-05-11 14:49:24,1.76,1
1778500165434,2026-05-11 14:49:25,2.0,1
1778500166437,2026-05-11 14:49:26,2.05,1
1778500167440,2026-05-11 14:49:27,1.51,1
1778500168442,2026-05-11 14:49:28,2.27,1
1778500169444,2026-05-11 14:49:29,2.36,1
1778500170445,2026-05-11 14:49:30,2.5,1
1778500171447,2026-05-11 14:49:31,1.75,1
1778500172449,2026-05-11 14:49:32,1.6,1
1778500173451,2026-05-11 14:49:33,2.12,1
1778500174453,2026-05-11 14:49:34,2.0,1
1778500175454,2026-05-11 14:49:35,2.3,1
1778500176456,2026-05-11 14:49:36,2.1,1
1778500177458,2026-05-11 14:49:37,2.1,1
1778500178459,2026-05-11 14:49:38,2.06,1
1778500179461,2026-05-11 14:49:39,1.53,1
1778500180464,2026-05-11 14:49:40,2.07,1
1778500181465,2026-05-11 14:49:41,1.72,1
1778500182467,2026-05-11 14:49:42,1.71,1
1778500183468,2026-05-11 14:49:43,2.4,1
1778500184470,2026-05-11 14:49:44,2.35,1
1778500185471,2026-05-11 14:49:45,1.72,1
1778500186475,2026-05-11 14:49:46,1.91,1
1778500187477,2026-05-11 14:49:47,2.13,1
1778500188479,2026-05-11 14:49:48,1.57,1
1778500189481,2026-05-11 14:49:49,2.35,1
1778500190483,2026-05-11 14:49:50,2.13,1
1778500191485,2026-05-11 14:49:51,0.0,1
1778500192486,2026-05-11 14:49:52,0.0,1
1778500193488,2026-05-11 14:49:53,0.0,1
1778500194489,2026-05-11 14:49:54,0.0,1
1778500195491,2026-05-11 14:49:55,0.0,1
1778500196493,2026-05-11 14:49:56,0.0,1
1778500197494,2026-05-11 14:49:57,0.0,1
1778500198496,2026-05-11 14:49:58,0.0,1
1778500199498,2026-05-11 14:49:59,0.0,1
1778500200500,2026-05-11 14:50:00,0.0,1
1778500201501,2026-05-11 14:50:01,0.0,1
1778500202506,2026-05-11 14:50:02,0.0,1
1778500203508,2026-05-11 14:50:03,0.0,1
1778500204510,2026-05-11 14:50:04,0.0,1
1778500205512,2026-05-11 14:50:05,0.0,1
1778500206513,2026-05-11 14:50:06,0.0,1
1778500207515,2026-05-11 14:50:07,0.0,1
1778500208517,2026-05-11 14:50:08,0.0,1
1778500209519,2026-05-11 14:50:09,0.0,1
1778500210520,2026-05-11 14:50:10,0.0,1
1778500211522,2026-05-11 14:50:11,0.0,1
1778500212524,2026-05-11 14:50:12,0.0,1
1778500213525,2026-05-11 14:50:13,0.0,1
1778500214530,2026-05-11 14:50:14,0.0,1
1778500215532,2026-05-11 14:50:15,0.0,1
1778500216533,2026-05-11 14:50:16,0.0,1
1778500217535,2026-05-11 14:50:17,0.0,1
1778500218537,2026-05-11 14:50:18,0.0,1
1778500219539,2026-05-11 14:50:19,0.0,1
1778500220544,2026-05-11 14:50:20,0.0,1
1778500221545,2026-05-11 14:50:21,0.0,1
1778500222547,2026-05-11 14:50:22,0.0,1
1778500223549,2026-05-11 14:50:23,0.0,1
1778500224550,2026-05-11 14:50:24,0.0,1
1778500225551,2026-05-11 14:50:25,0.0,1
1778500226553,2026-05-11 14:50:26,0.0,1
1778500227555,2026-05-11 14:50:27,0.0,1
1778500228556,2026-05-11 14:50:28,0.0,1
1778500229558,2026-05-11 14:50:29,0.0,1
1778500230559,2026-05-11 14:50:30,0.0,1
1778500231561,2026-05-11 14:50:31,0.0,1
1778500232563,2026-05-11 14:50:32,0.0,1
