timestamp_ms,timestamp,temperature,sensor_alive
1778499718266,2026-05-11 14:41:58,20.31,1
1778499719268,2026-05-11 14:41:59,20.61,1
1778499720270,2026-05-11 14:42:00,20.55,1
1778499721272,2026-05-11 14:42:01,20.83,1
1778499722274,2026-05-11 14:42:02,20.49,1
1778499723276,2026-05-11 14:42:03,20.87,1
1778499724278,2026-05-11 14:42:04,20.72,1
1778499725279,2026-05-11 14:42:05,20.69,1
1778499726281,2026-05-11 14:42:06,20.79,1
1778499727284,2026-05-11 14:42:07,21.11,1
1778499728289,2026-05-11 14:42:08,21.17,1
1778499729291,2026-05-11 14:42:09,21.3,1
1778499730293,2026-05-11 14:42:10,21.21,1
1778499731295,2026-05-11 14:42:11,21.09,1
1778499732296,2026-05-11 14:42:12,21.19,1
1778499733298,2026-05-11 14:42:13,21.24,1
1778499734300,2026-05-11 14:42:14,21.19,1
1778499735302,2026-05-11 14:42:15,21.53,1
1778499736304,2026-05-11 14:42:16,21.76,1
1778499737305,2026-05-11 14:42:17,21.73,1
1778499738307,2026-05-11 14:42:18,21.86,1
1778499739308,2026-05-11 14:42:19,21.91,1
1778499740310,2026-05-11 14:42:20,22.0,1
1778499741311,2026-05-11 14:42:21,22.11,1
1778499742313,2026-05-11 14:42:22,21.69,1
1778499743315,2026-05-11 14:42:23,22.01,1
1778499744317,2026-05-11 14:42:24,22.05,1
1778499745318,2026-05-11 14:42:25,22.31,1
1778499746320,2026-05-11 14:42:26,22.12,1
1778499747322,2026-05-11 14:42:27,22.38,1
1778499748324,2026-05-11 14:42:28,22.4,1
1778499749326,2026-05-11 14:42:29,22.33,1
1778499750328,2026-05-11 14:42:30,22.56,1
1778499751329,2026-05-11 14:42:31,22.42,1
1778499752331,2026-05-11 14:42:32,22.79,1
1778499753333,2026-05-11 14:42:33,22.94,1
1778499754334,2026-05-11 14:42:34,22.9,1
1778499755335,2026-05-11 14:42:35,23.16,1
1778499756338,2026-05-11 14:42:36,22.91,1
1778499757340,2026-05-11 14:42:37,22.91,1
1778499758342,2026-05-11 14:42:38,23.37,1
1778499759344,2026-05-11 14:42:39,23.48,1
1778499760345,2026-05-11 14:42:40,23.46,1
1778499761348,2026-05-11 14:42:41,23.62,1
1778499762349,2026-05-11 14:42:42,23.3,1
1778499763352,2026-05-11 14:42:43,23.57,1
1778499764354,2026-05-11 14:42:44,23.68,1
1778499765355,2026-05-11 14:42:45,23.85,1
1778499766357,2026-05-11 14:42:46,23.61,1
1778499767358,2026-05-11 14:42:47,23.68,1
1778499768361,2026-05-11 14:42:48,24.19,1
1778499769362,2026-05-11 14:42:49,24.14,1
1778499770364,2026-05-11 14:42:50,23.99,1
1778499771366,2026-05-11 14:42:51,24.32,1
1778499772367,2026-05-11 14:42:52,24.43,1
1778499773369,2026-05-11 14:42:53,24.61,1
1778499774371,2026-05-11 14:42:54,24.4,1
1778499775373,2026-05-11 14:42:55,24.53,1
1778499776374,2026-05-11 14:42:56,24.56,1
1778499777376,2026-05-11 14:42:57,24.51,1
1778499778377,2026-05-11 14:42:58,24.88,1
1778499779379,2026-05-11 14:42:59,24.9,1
1778499780380,2026-05-11 14:43:00,24.98,1
1778499781382,2026-05-11 14:43:01,25.21,1
1778499782384,2026-05-11 14:43:02,25.39,1
1778499783385,2026-05-11 14:43:03,25.39,1
1778499784387,2026-05-11 14:43:04,25.22,1
1778499785389,2026-05-11 14:43:05,25.24,1
1778499786390,2026-05-11 14:43:06,25.24,1
1778499787392,2026-05-11 14:43:07,25.59,1
1778499788394,2026-05-11 14:43:08,25.39,1
1778499789395,2026-05-11 14:43:09,25.59,1
1778499790397,2026-05-11 14:43:10,25.77,1
1778499791399,2026-05-11 14:43:11,25.88,1
1778499792401,2026-05-11 14:43:12,25.98,1
1778499793402,2026-05-11 14:43:13,26.15,1
1778499794406,2026-05-11 14:43:14,26.31,1
1778499795407,2026-05-11 14:43:15,25.95,1
1778499796409,2026-05-11 14:43:16,26.13,1
1778499797410,2026-05-11 14:43:17,26.06,1
1778499798412,2026-05-11 14:43:18,26.49,1
1778499799414,2026-05-11 14:43:19,26.6,1
1778499800416,2026-05-11 14:43:20,26.66,1
1778499801417,2026-05-11 14:43:21,26.42,1
1778499802419,2026-05-11 14:43:22,26.53,1
1778499803421,2026-05-11 14:43:23,26.78,1
1778499804423,2026-05-11 14:43:24,26.56,1
1778499805425,2026-05-11 14:43:25,26.98,1
1778499806427,2026-05-11 14:43:26,26.69,1
1778499807429,2026-05-11 14:43:27,27.16,1
1778499808430,2026-05-11 14:43:28,26.85,1
1778499809433,2026-05-11 14:43:29,27.13,1
1778499810435,2026-05-11 14:43:30,27.17,1
1778499811437,2026-05-11 14:43:31,27.25,1
1778499812439,2026-05-11 14:43:32,27.38,1
1778499813441,2026-05-11 14:43:33,27.39,1
1778499814443,2026-05-11 14:43:34,27.19,1
1778499815448,2026-05-11 14:43:35,27.19,1
1778499816450,2026-05-11 14:43:36,27.29,1
1778499817451,2026-05-11 14:43:37,27.23,1
1778499818454,2026-05-11 14:43:38,27.44,1
1778499819455,2026-05-11 14:43:39,27.59,1
1778499820458,2026-05-11 14:43:40,27.34,1
1778499821460,2026-05-11 14:43:41,27.53,1
1778499822462,2026-05-11 14:43:42,27.51,1
1778499823463,2026-05-11 14:43:43,27.47,1
1778499824465,2026-05-11 14:43:44,27.77,1
1778499825469,2026-05-11 14:43:45,27.7,1
1778499826483,2026-05-11 14:43:46,27.59,1
1778499827485,2026-05-11 14:43:47,27.58,1
1778499828486,2026-05-11 14:43:48,27.91,1
1778499829488,2026-05-11 14:43:49,27.63,1
1778499830490,2026-05-11 14:43:50,28.06,1
1778499831492,2026-05-11 14:43:51,27.94,1
1778499832494,2026-05-11 14:43:52,28.05,1
1778499833496,2026-05-11 14:43:53,28.11,1
1778499834498,2026-05-11 14:43:54,28.03,1
1778499835499,2026-05-11 14:43:55,28.08,1
1778499836501,2026-05-11 14:43:56,27.86,1
1778499837502,2026-05-11 14:43:57,27.83,1
1778499838503,2026-05-11 14:43:58,28.22,1
1778499839505,2026-05-11 14:43:59,28.19,1
1778499840507,2026-05-11 14:44:00,27.75,1
1778499841509,2026-05-11 14:44:01,27.82,1
1778499842510,2026-05-11 14:44:02,27.95,1
1778499843512,2026-05-11 14:44:03,28.18,1
1778499844514,2026-05-11 14:44:04,27.84,1
1778499845516,2026-05-11 14:44:05,28.05,1
1778499846519,2026-05-11 14:44:06,27.99,1
1778499847520,2026-05-11 14:44:07,27.95,1
1778499848522,2026-05-11 14:44:08,27.81,1
1778499849524,2026-05-11 14:44:09,28.06,1
1778499850526,2026-05-11 14:44:10,27.85,1
1778499851527,2026-05-11 14:44:11,28.02,1
1778499852529,2026-05-11 14:44:12,28.12,1
1778499853530,2026-05-11 14:44:13,27.79,1
1778499854532,2026-05-11 14:44:14,28.13,1
1778499855534,2026-05-11 14:44:15,27.73,1
1778499856535,2026-05-11 14:44:16,27.93,1
1778499857537,2026-05-11 14:44:17,27.64,1
1778499858539,2026-05-11 14:44:18,27.66,1
1778499859541,2026-05-11 14:44:19,27.66,1
1778499860543,2026-05-11 14:44:20,27.84,1
1778499861545,2026-05-11 14:44:21,27.53,1
1778499862546,2026-05-11 14:44:22,27.69,1
1778499863548,2026-05-11 14:44:23,27.66,1
1778499864550,2026-05-11 14:44:24,27.86,1
1778499865552,2026-05-11 14:44:25,27.77,1
1778499866554,2026-05-11 14:44:26,27.4,1
1778499867556,2026-05-11 14:44:27,27.43,1
1778499868558,2026-05-11 14:44:28,27.48,1
1778499869560,2026-05-11 14:44:29,27.33,1
1778499870561,2026-05-11 14:44:30,27.43,1
1778499871563,2026-05-11 14:44:31,27.15,1
1778499872565,2026-05-11 14:44:32,27.38,1
1778499873566,2026-05-11 14:44:33,27.17,1
1778499874569,2026-05-11 14:44:34,27.32,1
1778499875571,2026-05-11 14:44:35,27.37,1
1778499876573,2026-05-11 14:44:36,26.89,1
1778499877575,2026-05-11 14:44:37,27.13,1
1778499878578,2026-05-11 14:44:38,27.2,1
1778499879580,2026-05-11 14:44:39,27.14,1
1778499880582,2026-05-11 14:44:40,26.96,1
1778499881583,2026-05-11 14:44:41,26.62,1
1778499882585,2026-05-11 14:44:42,26.74,1
1778499883586,2026-05-11 14:44:43,26.7,1
1778499884588,2026-05-11 14:44:44,26.45,1
1778499885593,2026-05-11 14:44:45,26.77,1
1778499886595,2026-05-11 14:44:46,26.61,1
1778499887596,2026-05-11 14:44:47,26.29,1
1778499888598,2026-05-11 14:44:48,26.5,1
1778499889601,2026-05-11 14:44:49,26.13,1
1778499890603,2026-05-11 14:44:50,26.15,1
1778499891605,2026-05-11 14:44:51,26.18,1
1778499892606,2026-05-11 14:44:52,26.07,1
1778499893608,2026-05-11 14:44:53,26.14,1
1778499894611,2026-05-11 14:44:54,25.83,1
1778499895616,2026-05-11 14:44:55,25.66,1
1778499896617,2026-05-11 14:44:56,25.83,1
1778499897624,2026-05-11 14:44:57,25.71,1
1778499898627,2026-05-11 14:44:58,25.67,1
1778499899629,2026-05-11 14:44:59,25.67,1
1778499900631,2026-05-11 14:45:00,25.5,1
1778499901632,2026-05-11 14:45:01,25.2,1
1778499902634,2026-05-11 14:45:02,25.43,1
1778499903635,2026-05-11 14:45:03,25.32,1
1778499904637,2026-05-11 14:45:04,25.4,1
1778499905639,2026-05-11 14:45:05,25.06,1
1778499906641,2026-05-11 14:45:06,25.22,1
1778499907643,2026-05-11 14:45:07,24.71,1
1778499908645,2026-05-11 14:45:08,24.88,1
1778499909648,2026-05-11 14:45:09,24.68,1
1778499910649,2026-05-11 14:45:10,24.87,1
1778499911652,2026-05-11 14:45:11,24.7,1
1778499912653,2026-05-11 14:45:12,24.57,1
1778499913655,2026-05-11 14:45:13,24.6,1
1778499914658,2026-05-11 14:45:14,24.19,1
1778499915660,2026-05-11 14:45:15,24.12,1
1778499916662,2026-05-11 14:45:16,24.19,1
1778499917664,2026-05-11 14:45:17,24.0,1
1778499918666,2026-05-11 14:45:18,23.94,1
1778499919669,2026-05-11 14:45:19,23.86,1
1778499920672,2026-05-11 14:45:20,23.61,1
1778499921674,2026-05-11 14:45:21,23.77,1
1778499922676,2026-05-11 14:45:22,23.49,1
1778499923679,2026-05-11 14:45:23,23.36,1
1778499924682,2026-05-11 14:45:24,23.4,1
1778499925684,2026-05-11 14:45:25,23.45,1
1778499926689,2026-05-11 14:45:26,23.45,1
1778499927692,2026-05-11 14:45:27,23.27,1
1778499928694,2026-05-11 14:45:28,23.18,1
1778499929698,2026-05-11 14:45:29,23.15,1
1778499930703,2026-05-11 14:45:30,22.85,1
1778499931708,2026-05-11 14:45:31,22.76,1
1778499932714,2026-05-11 14:45:32,23.07,1
1778499933717,2026-05-11 14:45:33,22.69,1
1778499934720,2026-05-11 14:45:34,22.73,1
1778499935725,2026-05-11 14:45:35,22.72,1
1778499936731,2026-05-11 14:45:36,22.29,1
1778499937733,2026-05-11 14:45:37,22.61,1
1778499938738,2026-05-11 14:45:38,22.53,1
1778499939744,2026-05-11 14:45:39,22.06,1
1778499940748,2026-05-11 14:45:40,22.32,1
1778499941752,2026-05-11 14:45:41,21.96,1
1778499942756,2026-05-11 14:45:42,22.24,1
1778499943761,2026-05-11 14:45:43,22.02,1
1778499944767,2026-05-11 14:45:44,21.76,1
1778499945769,2026-05-11 14:45:45,21.71,1
1778499946771,2026-05-11 14:45:46,21.94,1
1778499947776,2026-05-11 14:45:47,21.55,1
1778499948780,2026-05-11 14:45:48,21.44,1
1778499949786,2026-05-11 14:45:49,21.68,1
1778499950788,2026-05-11 14:45:50,21.64,1
1778499951791,2026-05-11 14:45:51,21.6,1
1778499952795,2026-05-11 14:45:52,21.37,1
1778499953800,2026-05-11 14:45:53,21.14,1
1778499954802,2026-05-11 14:45:54,21.35,1
1778499955808,2026-05-11 14:45:55,21.3,1
1778499956813,2026-05-11 14:45:56,21.13,1
1778499957815,2026-05-11 14:45:57,21.25,1
1778499958816,2026-05-11 14:45:58,20.81,1
1778499959822,2026-05-11 14:45:59,20.98,1
1778499960824,2026-05-11 14:46:00,20.95,1
1778499961828,2026-05-11 14:46:01,20.78,1
1778499962833,2026-05-11 14:46:02,20.62,1
1778499963838,2026-05-11 14:46:03,20.72,1
1778499964840,2026-05-11 14:46:04,20.87,1
1778499965844,2026-05-11 14:46:05,20.65,1
1778499966849,2026-05-11 14:46:06,20.54,1
1778499967851,2026-05-11 14:46:07,20.45,1
1778499968854,2026-05-11 14:46:08,20.63,1
1778499969858,2026-05-11 14:46:09,20.69,1
1778499970862,2026-05-11 14:46:10,20.49,1
1778499971867,2026-05-11 14:46:11,20.37,1
1778499972871,2026-05-11 14:46:12,20.18,1
1778499973873,2026-05-11 14:46:13,20.2,1
1778499974880,2026-05-11 14:46:14,20.44,1
1778499975885,2026-05-11 14:46:15,20.27,1
1778499976890,2026-05-11 14:46:16,20.01,1
1778499977892,2026-05-11 14:46:17,20.43,1
1778499978895,2026-05-11 14:46:18,20.04,1
1778499979900,2026-05-11 14:46:19,20.29,1
1778499980905,2026-05-11 14:46:20,20.07,1
1778499981908,2026-05-11 14:46:21,19.95,1
1778499982913,2026-05-11 14:46:22,20.16,1
1778499983918,2026-05-11 14:46:23,20.16,1
1778499984924,2026-05-11 14:46:24,20.25,1
1778499985926,2026-05-11 14:46:25,19.98,1
1778499986931,2026-05-11 14:46:26,20.1,1
1778499987936,2026-05-11 14:46:27,19.97,1
1778499988941,2026-05-11 14:46:28,20.05,1
1778499989943,2026-05-11 14:46:29,19.88,1
1778499990949,2026-05-11 14:46:30,19.82,1
1778499991953,2026-05-11 14:46:31,20.19,1
1778499992958,2026-05-11 14:46:32,20.15,1
1778499993960,2026-05-11 14:46:33,20.19,1
1778499994966,2026-05-11 14:46:34,19.85,1
1778499995971,2026-05-11 14:46:35,19.88,1
1778499996974,2026-05-11 14:46:36,20.19,1
1778499997975,2026-05-11 14:46:37,20.06,1
1778499998980,2026-05-11 14:46:38,20.0,1
1778499999982,2026-05-11 14:46:39,19.93,1
1778500000985,2026-05-11 14:46:40,20.01,1
1778500001989,2026-05-11 14:46:41,20.01,1
1778500002994,2026-05-11 14:46:42,20.28,1
1778500003999,2026-05-11 14:46:43,20.19,1
1778500005001,2026-05-11 14:46:45,20.02,1
1778500006005,2026-05-11 14:46:46,20.1,1
1778500007008,2026-05-11 14:46:47,20.13,1
1778500008013,2026-05-11 14:46:48,19.96,1
1778500009017,2026-05-11 14:46:49,20.42,1
1778500010020,2026-05-11 14:46:50,20.19,1
1778500011025,2026-05-11 14:46:51,20.34,1
1778500012029,2026-05-11 14:46:52,20.13,1
1778500013031,2026-05-11 14:46:53,20.3,1
1778500014036,2026-05-11 14:46:54,20.31,1
1778500015042,2026-05-11 14:46:55,20.29,1
1778500016044,2026-05-11 14:46:56,20.44,1
1778500017049,2026-05-11 14:46:57,20.68,1
1778500018054,2026-05-11 14:46:58,20.28,1
1778500019056,2026-05-11 14:46:59,20.78,1
1778500020062,2026-05-11 14:47:00,20.61,1
1778500021065,2026-05-11 14:47:01,20.46,1
1778500022067,2026-05-11 14:47:02,20.69,1
1778500023068,2026-05-11 14:47:03,20.91,1
1778500024070,2026-05-11 14:47:04,20.66,1
1778500025073,2026-05-11 14:47:05,20.97,1
1778500026078,2026-05-11 14:47:06,20.8,1
1778500027082,2026-05-11 14:47:07,20.85,1
1778500028083,2026-05-11 14:47:08,21.16,1
1778500029088,2026-05-11 14:47:09,20.78,1
1778500030095,2026-05-11 14:47:10,21.07,1
1778500031097,2026-05-11 14:47:11,21.14,1
1778500032100,2026-05-11 14:47:12,21.12,1
1778500033105,2026-05-11 14:47:13,21.25,1
1778500034107,2026-05-11 14:47:14,21.21,1
1778500035112,2026-05-11 14:47:15,21.63,1
1778500036114,2026-05-11 14:47:16,21.62,1
1778500037116,2026-05-11 14:47:17,21.71,1
1778500038117,2026-05-11 14:47:18,21.53,1
1778500039121,2026-05-11 14:47:19,21.88,1
1778500040122,2026-05-11 14:47:20,21.66,1
1778500041124,2026-05-11 14:47:21,21.94,1
1778500042129,2026-05-11 14:47:22,21.82,1
1778500043131,2026-05-11 14:47:23,21.83,1
1778500044135,2026-05-11 14:47:24,21.87,1
1778500045142,2026-05-11 14:47:25,22.04,1
1778500046144,2026-05-11 14:47:26,22.13,1
1778500047149,2026-05-11 14:47:27,22.06,1
1778500048153,2026-05-11 14:47:28,22.21,1
1778500049155,2026-05-11 14:47:29,22.48,1
1778500050161,2026-05-11 14:47:30,22.2,1
1778500051166,2026-05-11 14:47:31,22.6,1
1778500052167,2026-05-11 14:47:32,22.48,1
1778500053172,2026-05-11 14:47:33,22.89,1
1778500054177,2026-05-11 14:47:34,22.97,1
1778500055180,2026-05-11 14:47:35,22.98,1
1778500056184,2026-05-11 14:47:36,22.97,1
1778500057188,2026-05-11 14:47:37,23.18,1
1778500058190,2026-05-11 14:47:38,23.31,1
1778500059194,2026-05-11 14:47:39,23.42,1
1778500060201,2026-05-11 14:47:40,23.18,1
1778500061202,2026-05-11 14:47:41,23.41,1
1778500062204,2026-05-11 14:47:42,23.28,1
1778500063209,2026-05-11 14:47:43,23.71,1
1778500064211,2026-05-11 14:47:44,23.57,1
1778500065217,2026-05-11 14:47:45,23.91,1
1778500066218,2026-05-11 14:47:46,23.77,1
1778500067220,2026-05-11 14:47:47,23.67,1
1778500068223,2026-05-11 14:47:48,23.86,1
1778500069226,2026-05-11 14:47:49,24.19,1
1778500070228,2026-05-11 14:47:50,24.3,1
1778500071233,2026-05-11 14:47:51,24.2,1
1778500072237,2026-05-11 14:47:52,24.28,1
1778500073240,2026-05-11 14:47:53,24.15,1
1778500074244,2026-05-11 14:47:54,24.56,1
1778500075246,2026-05-11 14:47:55,24.6,1
1778500076248,2026-05-11 14:47:56,24.73,1
1778500077252,2026-05-11 14:47:57,24.59,1
1778500078254,2026-05-11 14:47:58,24.81,1
1778500079257,2026-05-11 14:47:59,24.83,1
1778500080262,2026-05-11 14:48:00,25.11,1
1778500081263,2026-05-11 14:48:01,24.78,1
1778500082266,2026-05-11 14:48:02,25.23,1
1778500083269,2026-05-11 14:48:03,25.26,1
1778500084271,2026-05-11 14:48:04,25.35,1
1778500085275,2026-05-11 14:48:05,25.26,1
1778500086279,2026-05-11 14:48:06,25.55,1
1778500087282,2026-05-11 14:48:07,25.64,1
1778500088288,2026-05-11 14:48:08,25.4,1
1778500089292,2026-05-11 14:48:09,25.87,1
1778500090296,2026-05-11 14:48:10,25.51,1
1778500091302,2026-05-11 14:48:11,25.61,1
1778500092307,2026-05-11 14:48:12,25.89,1
1778500093309,2026-05-11 14:48:13,25.8,1
1778500094316,2026-05-11 14:48:14,26.22,1
1778500095319,2026-05-11 14:48:15,25.99,1
1778500096322,2026-05-11 14:48:16,26.1,1
1778500097326,2026-05-11 14:48:17,26.06,1
1778500098328,2026-05-11 14:48:18,26.06,1
1778500099331,2026-05-11 14:48:19,26.39,1
1778500100334,2026-05-11 14:48:20,26.62,1
1778500101336,2026-05-11 14:48:21,26.35,1
1778500102338,2026-05-11 14:48:22,26.37,1
1778500103340,2026-05-11 14:48:23,26.75,1
1778500104341,2026-05-11 14:48:24,26.61,1
1778500105344,2026-05-11 14:48:25,26.7,1
1778500106346,2026-05-11 14:48:26,26.85,1
1778500107348,2026-05-11 14:48:27,26.72,1
1778500108349,2026-05-11 14:48:28,26.84,1
1778500109351,2026-05-11 14:48:29,27.01,1
1778500110354,2026-05-11 14:48:30,27.17,1
1778500111355,2026-05-11 14:48:31,27.05,1
1778500112357,2026-05-11 14:48:32,27.35,1
1778500113358,2026-05-11 14:48:33,27.37,1
1778500114360,2026-05-11 14:48:34,27.21,1
1778500115362,2026-05-11 14:48:35,27.11,1
1778500116364,2026-05-11 14:48:36,27.57,1
1778500117365,2026-05-11 14:48:37,27.52,1
1778500118367,2026-05-11 14:48:38,27.28,1
1778500119368,2026-05-11 14:48:39,27.43,1
1778500120370,2026-05-11 14:48:40,27.61,1
1778500121371,2026-05-11 14:48:41,27.46,1
1778500122373,2026-05-11 14:48:42,27.7,1
1778500123374,2026-05-11 14:48:43,27.59,1
1778500124376,2026-05-11 14:48:44,27.79,1
1778500125382,2026-05-11 14:48:45,27.73,1
1778500126384,2026-05-11 14:48:46,27.87,1
1778500127385,2026-05-11 14:48:47,27.98,1
1778500128387,2026-05-11 14:48:48,27.91,1
1778500129388,2026-05-11 14:48:49,27.79,1
1778500130390,2026-05-11 14:48:50,27.77,1
1778500131391,2026-05-11 14:48:51,27.85,1
1778500132393,2026-05-11 14:48:52,28.04,1
1778500133395,2026-05-11 14:48:53,28.12,1
1778500134397,2026-05-11 14:48:54,27.78,1
1778500135399,2026-05-11 14:48:55,27.91,1
1778500136400,2026-05-11 14:48:56,27.89,1
1778500137402,2026-05-11 14:48:57,28.18,1
1778500138403,2026-05-11 14:48:58,27.8,1
1778500139405,2026-05-11 14:48:59,27.8,1
1778500140407,2026-05-11 14:49:00,27.84,1
1778500141409,2026-05-11 14:49:01,28.03,1
1778500142411,2026-05-11 14:49:02,27.99,1
1778500143414,2026-05-11 14:49:03,27.82,1
1778500144415,2026-05-11 14:49:04,27.92,1
1778500145417,2026-05-11 14:49:05,27.92,1
1778500146419,2026-05-11 14:49:06,28.06,1
1778500147420,2026-05-11 14:49:07,27.83,1
1778500148422,2026-05-11 14:49:08,28.09,1
1778500149424,2026-05-11 14:49:09,27.96,1
1778500150426,2026-05-11 14:49:10,28.16,1
1778500151428,2026-05-11 14:49:11,28.05,1
1778500152429,2026-05-11 14:49:12,27.97,1
1778500153431,2026-05-11 14:49:13,27.76,1
1778500154433,2026-05-11 14:49:14,27.78,1
1778500155435,2026-05-11 14:49:15,28.14,1
1778500156437,2026-05-11 14:49:16,28.02,1
1778500157439,2026-05-11 14:49:17,27.92,1
1778500158442,2026-05-11 14:49:18,27.86,1
1778500159443,2026-05-11 14:49:19,28.03,1
1778500160445,2026-05-11 14:49:20,27.57,1
1778500161447,2026-05-11 14:49:21,27.7,1
1778500162449,2026-05-11 14:49:22,27.65,1
1778500163451,2026-05-11 14:49:23,27.83,1
1778500164452,2026-05-11 14:49:24,27.58,1
1778500165454,2026-05-11 14:49:25,27.43,1
1778500166456,2026-05-11 14:49:26,27.55,1
1778500167457,2026-05-11 14:49:27,27.43,1
1778500168459,2026-05-11 14:49:28,27.28,1
1778500169461,2026-05-11 14:49:29,27.36,1
1778500170463,2026-05-11 14:49:30,27.57,1
1778500171465,2026-05-11 14:49:31,27.38,1
1778500172467,2026-05-11 14:49:32,27.23,1
1778500173469,2026-05-11 14:49:33,27.44,1
1778500174470,2026-05-11 14:49:34,27.36,1
1778500175472,2026-05-11 14:49:35,26.94,1
1778500176474,2026-05-11 14:49:36,27.1,1
1778500177475,2026-05-11 14:49:37,26.85,1
1778500178477,2026-05-11 14:49:38,27.08,1
1778500179481,2026-05-11 14:49:39,26.83,1
1778500180490,2026-05-11 14:49:40,26.93,1
1778500181492,2026-05-11 14:49:41,26.69,1
1778500182493,2026-05-11 14:49:42,26.64,1
1778500183495,2026-05-11 14:49:43,26.67,1
1778500184496,2026-05-11 14:49:44,26.87,1
1778500185498,2026-05-11 14:49:45,26.67,1
1778500186500,2026-05-11 14:49:46,26.62,1
1778500187502,2026-05-11 14:49:47,26.73,1
1778500188503,2026-05-11 14:49:48,26.59,1
1778500189505,2026-05-11 14:49:49,26.33,1
1778500190507,2026-05-11 14:49:50,26.29,1
1778500191508,2026-05-11 14:49:51,26.0,1
1778500192510,2026-05-11 14:49:52,26.17,1
1778500193512,2026-05-11 14:49:53,26.24,1
1778500194513,2026-05-11 14:49:54,25.83,1
1778500195516,2026-05-11 14:49:55,26.01,1
1778500196518,2026-05-11 14:49:56,25.97,1
1778500197519,2026-05-11 14:49:57,25.62,1
1778500198521,2026-05-11 14:49:58,25.75,1
1778500199522,2026-05-11 14:49:59,25.48,1
1778500200524,2026-05-11 14:50:00,25.66,1
1778500201526,2026-05-11 14:50:01,25.28,1
1778500202531,2026-05-11 14:50:02,25.53,1
1778500203533,2026-05-11 14:50:03,25.46,1
1778500204535,2026-05-11 14:50:04,25.23,1
1778500205537,2026-05-11 14:50:05,25.38,1
1778500206538,2026-05-11 14:50:06,25.11,1
1778500207540,2026-05-11 14:50:07,25.13,1
1778500208542,2026-05-11 14:50:08,24.96,1
1778500209544,2026-05-11 14:50:09,25.05,1
1778500210547,2026-05-11 14:50:10,24.71,1
1778500211549,2026-05-11 14:50:11,24.57,1
1778500212551,2026-05-11 14:50:12,24.74,1
1778500213552,2026-05-11 14:50:13,24.64,1
1778500214554,2026-05-11 14:50:14,24.44,1
1778500215556,2026-05-11 14:50:15,24.36,1
1778500216558,2026-05-11 14:50:16,24.01,1
1778500217560,2026-05-11 14:50:17,24.2,1
1778500218561,2026-05-11 14:50:18,24.04,1
1778500219563,2026-05-11 14:50:19,24.11,1
1778500220569,2026-05-11 14:50:20,23.83,1
1778500221570,2026-05-11 14:50:21,23.98,1
1778500222572,2026-05-11 14:50:22,23.83,1
1778500223574,2026-05-11 14:50:23,23.89,1
1778500224575,2026-05-11 14:50:24,23.58,1
1778500225577,2026-05-11 14:50:25,23.67,1
1778500226579,2026-05-11 14:50:26,23.51,1
1778500227580,2026-05-11 14:50:27,23.41,1
1778500228582,2026-05-11 14:50:28,23.13,1
1778500229583,2026-05-11 14:50:29,23.16,1
1778500230586,2026-05-11 14:50:30,23.05,1
1778500231587,2026-05-11 14:50:31,22.77,1
