timestamp_ms,timestamp,air_humidity,sensor_alive
1778313998537,2026-05-09 11:06:38,61.37,1
1778313999541,2026-05-09 11:06:39,61.24,1
1778314000546,2026-05-09 11:06:40,61.47,1
1778314001551,2026-05-09 11:06:41,61.79,1
1778314002554,2026-05-09 11:06:42,60.94,1
1778314003559,2026-05-09 11:06:43,61.31,1
1778314004565,2026-05-09 11:06:44,60.59,1
1778314005569,2026-05-09 11:06:45,60.25,1
1778314006573,2026-05-09 11:06:46,60.28,1
1778314007579,2026-05-09 11:06:47,60.72,1
1778314008603,2026-05-09 11:06:48,60.55,1
1778314009629,2026-05-09 11:06:49,59.83,1
1778314010631,2026-05-09 11:06:50,59.94,1
1778314011634,2026-05-09 11:06:51,59.85,1
1778314012638,2026-05-09 11:06:52,59.25,1
1778314013642,2026-05-09 11:06:53,59.16,1
1778314014645,2026-05-09 11:06:54,59.59,1
1778314015650,2026-05-09 11:06:55,58.5,1
1778314016655,2026-05-09 11:06:56,58.9,1
1778314017665,2026-05-09 11:06:57,58.83,1
1778314018667,2026-05-09 11:06:58,58.23,1
1778314019668,2026-05-09 11:06:59,58.16,1
1778314020670,2026-05-09 11:07:00,57.95,1
1778314021672,2026-05-09 11:07:01,58.43,1
1778314022673,2026-05-09 11:07:02,57.5,1
1778314023675,2026-05-09 11:07:03,57.46,1
1778314024677,2026-05-09 11:07:04,57.35,1
1778314025679,2026-05-09 11:07:05,57.33,1
1778314026680,2026-05-09 11:07:06,57.67,1
1778314027682,2026-05-09 11:07:07,57.37,1
1778314028684,2026-05-09 11:07:08,56.71,1
1778314029686,2026-05-09 11:07:09,56.44,1
1778314030688,2026-05-09 11:07:10,56.51,1
1778314031695,2026-05-09 11:07:11,56.54,1
1778314032697,2026-05-09 11:07:12,56.55,1
1778314033699,2026-05-09 11:07:13,56.38,1
1778314034701,2026-05-09 11:07:14,55.91,1
1778314035708,2026-05-09 11:07:15,55.5,1
1778314036715,2026-05-09 11:07:16,55.59,1
1778314037723,2026-05-09 11:07:17,55.57,1
1778314038725,2026-05-09 11:07:18,55.4,1
1778314039730,2026-05-09 11:07:19,55.16,1
1778314040732,2026-05-09 11:07:20,55.46,1
1778314041734,2026-05-09 11:07:21,54.56,1
1778314042737,2026-05-09 11:07:22,54.87,1
1778314043739,2026-05-09 11:07:23,55.17,1
1778314044741,2026-05-09 11:07:24,54.29,1
1778314045743,2026-05-09 11:07:25,54.28,1
1778314046745,2026-05-09 11:07:26,54.57,1
1778314047747,2026-05-09 11:07:27,54.33,1
1778314048749,2026-05-09 11:07:28,54.56,1
1778314049751,2026-05-09 11:07:29,53.74,1
1778314050753,2026-05-09 11:07:30,53.68,1
1778314051755,2026-05-09 11:07:31,53.62,1
1778314052757,2026-05-09 11:07:32,53.65,1
1778314053758,2026-05-09 11:07:33,53.43,1
1778314054760,2026-05-09 11:07:34,54.03,1
1778314055761,2026-05-09 11:07:35,53.11,1
1778314056762,2026-05-09 11:07:36,53.22,1
1778314057765,2026-05-09 11:07:37,53.37,1
1778314058766,2026-05-09 11:07:38,52.77,1
1778314059768,2026-05-09 11:07:39,52.6,1
1778314060769,2026-05-09 11:07:40,53.33,1
1778314061771,2026-05-09 11:07:41,53.37,1
1778314062773,2026-05-09 11:07:42,53.22,1
1778314063775,2026-05-09 11:07:43,52.93,1
1778314064777,2026-05-09 11:07:44,52.27,1
1778314065779,2026-05-09 11:07:45,52.29,1
1778314066781,2026-05-09 11:07:46,52.46,1
1778314067783,2026-05-09 11:07:47,52.06,1
1778314068784,2026-05-09 11:07:48,52.65,1
1778314069786,2026-05-09 11:07:49,52.28,1
1778314070787,2026-05-09 11:07:50,51.9,1
1778314071789,2026-05-09 11:07:51,51.96,1
1778314072792,2026-05-09 11:07:52,52.19,1
1778314073793,2026-05-09 11:07:53,52.08,1
1778314074796,2026-05-09 11:07:54,51.9,1
1778314075798,2026-05-09 11:07:55,52.38,1
1778314076800,2026-05-09 11:07:56,52.16,1
1778314077802,2026-05-09 11:07:57,51.97,1
1778314078805,2026-05-09 11:07:58,51.65,1
1778314079808,2026-05-09 11:07:59,52.46,1
1778314080810,2026-05-09 11:08:00,51.87,1
1778314081812,2026-05-09 11:08:01,52.1,1
1778314082815,2026-05-09 11:08:02,52.09,1
1778314083818,2026-05-09 11:08:03,51.65,1
1778314084823,2026-05-09 11:08:04,52.22,1
1778314085825,2026-05-09 11:08:05,52.21,1
1778314086827,2026-05-09 11:08:06,52.37,1
1778314087831,2026-05-09 11:08:07,51.98,1
1778314088833,2026-05-09 11:08:08,51.96,1
1778314089838,2026-05-09 11:08:09,52.32,1
1778314090840,2026-05-09 11:08:10,52.43,1
1778314091846,2026-05-09 11:08:11,52.26,1
1778314092853,2026-05-09 11:08:12,51.83,1
1778314093858,2026-05-09 11:08:13,51.72,1
1778314094863,2026-05-09 11:08:14,52.37,1
1778314095869,2026-05-09 11:08:15,51.72,1
1778314096874,2026-05-09 11:08:16,52.29,1
1778314097880,2026-05-09 11:08:17,52.17,1
1778314098882,2026-05-09 11:08:18,52.23,1
1778314099887,2026-05-09 11:08:19,51.93,1
1778314100893,2026-05-09 11:08:20,52.14,1
1778314101898,2026-05-09 11:08:21,52.95,1
1778314102906,2026-05-09 11:08:22,53.01,1
1778314103911,2026-05-09 11:08:23,52.21,1
1778314104913,2026-05-09 11:08:24,52.59,1
1778314105917,2026-05-09 11:08:25,52.27,1
1778314106922,2026-05-09 11:08:26,53.3,1
1778314107928,2026-05-09 11:08:27,53.0,1
1778314108930,2026-05-09 11:08:28,53.03,1
1778314109933,2026-05-09 11:08:29,52.75,1
1778314110936,2026-05-09 11:08:30,52.98,1
1778314111941,2026-05-09 11:08:31,53.27,1
1778314112944,2026-05-09 11:08:32,53.03,1
1778314113946,2026-05-09 11:08:33,53.55,1
1778314114948,2026-05-09 11:08:34,53.44,1
1778314115949,2026-05-09 11:08:35,53.31,1
1778314116951,2026-05-09 11:08:36,53.91,1
1778314117953,2026-05-09 11:08:37,53.48,1
1778314118955,2026-05-09 11:08:38,53.75,1
1778314119957,2026-05-09 11:08:39,53.89,1
1778314120959,2026-05-09 11:08:40,54.59,1
1778314121961,2026-05-09 11:08:41,54.21,1
1778314122963,2026-05-09 11:08:42,54.79,1
1778314123964,2026-05-09 11:08:43,54.07,1
1778314124966,2026-05-09 11:08:44,54.77,1
1778314125968,2026-05-09 11:08:45,55.17,1
1778314126970,2026-05-09 11:08:46,55.16,1
1778314127972,2026-05-09 11:08:47,55.46,1
1778314128991,2026-05-09 11:08:48,55.19,1
1778314129993,2026-05-09 11:08:49,54.81,1
1778314130995,2026-05-09 11:08:50,54.95,1
1778314131997,2026-05-09 11:08:51,55.63,1
1778314132999,2026-05-09 11:08:52,55.72,1
1778314134001,2026-05-09 11:08:54,55.7,1
1778314135003,2026-05-09 11:08:55,55.53,1
1778314136004,2026-05-09 11:08:56,56.6,1
1778314137006,2026-05-09 11:08:57,56.25,1
1778314138008,2026-05-09 11:08:58,56.69,1
1778314139011,2026-05-09 11:08:59,56.35,1
1778314140012,2026-05-09 11:09:00,56.98,1
1778314141018,2026-05-09 11:09:01,56.57,1
1778314142019,2026-05-09 11:09:02,57.45,1
1778314143021,2026-05-09 11:09:03,56.97,1
1778314144023,2026-05-09 11:09:04,57.7,1
1778314145025,2026-05-09 11:09:05,57.74,1
1778314146027,2026-05-09 11:09:06,57.36,1
1778314147028,2026-05-09 11:09:07,58.26,1
1778314148030,2026-05-09 11:09:08,57.68,1
1778314149031,2026-05-09 11:09:09,58.16,1
1778314150034,2026-05-09 11:09:10,57.85,1
1778314151035,2026-05-09 11:09:11,58.57,1
1778314152037,2026-05-09 11:09:12,59.05,1
1778314153040,2026-05-09 11:09:13,58.87,1
1778314154042,2026-05-09 11:09:14,59.11,1
1778314155043,2026-05-09 11:09:15,59.05,1
1778314156045,2026-05-09 11:09:16,59.05,1
1778314157047,2026-05-09 11:09:17,59.54,1
1778314158049,2026-05-09 11:09:18,59.23,1
1778314159050,2026-05-09 11:09:19,59.37,1
1778314160052,2026-05-09 11:09:20,60.09,1
1778314161054,2026-05-09 11:09:21,59.89,1
1778314162056,2026-05-09 11:09:22,60.73,1
1778314163059,2026-05-09 11:09:23,60.86,1
1778314164061,2026-05-09 11:09:24,60.71,1
1778314165063,2026-05-09 11:09:25,60.34,1
1778314166065,2026-05-09 11:09:26,60.62,1
1778314167067,2026-05-09 11:09:27,61.37,1
1778314168070,2026-05-09 11:09:28,60.98,1
1778314169074,2026-05-09 11:09:29,61.17,1
1778314170076,2026-05-09 11:09:30,61.24,1
1778314171078,2026-05-09 11:09:31,62.25,1
1778314172082,2026-05-09 11:09:32,61.61,1
1778314173084,2026-05-09 11:09:33,62.3,1
1778314174086,2026-05-09 11:09:34,61.97,1
1778314175088,2026-05-09 11:09:35,62.29,1
1778314176090,2026-05-09 11:09:36,62.72,1
1778314177091,2026-05-09 11:09:37,62.38,1
1778314178093,2026-05-09 11:09:38,63.22,1
1778314179095,2026-05-09 11:09:39,62.96,1
1778314180097,2026-05-09 11:09:40,63.71,1
1778314181099,2026-05-09 11:09:41,63.0,1
1778314182101,2026-05-09 11:09:42,63.57,1
1778314183103,2026-05-09 11:09:43,63.99,1
1778314184105,2026-05-09 11:09:44,64.19,1
1778314185107,2026-05-09 11:09:45,63.84,1
1778314186109,2026-05-09 11:09:46,63.88,1
1778314187110,2026-05-09 11:09:47,64.14,1
1778314188112,2026-05-09 11:09:48,64.02,1
1778314189114,2026-05-09 11:09:49,65.02,1
1778314190116,2026-05-09 11:09:50,64.72,1
1778314191117,2026-05-09 11:09:51,64.47,1
1778314192119,2026-05-09 11:09:52,65.18,1
1778314193121,2026-05-09 11:09:53,64.61,1
1778314194123,2026-05-09 11:09:54,65.57,1
1778314195125,2026-05-09 11:09:55,65.4,1
1778314196126,2026-05-09 11:09:56,65.46,1
1778314197128,2026-05-09 11:09:57,65.14,1
1778314198129,2026-05-09 11:09:58,65.56,1
1778314199131,2026-05-09 11:09:59,65.5,1
1778314200132,2026-05-09 11:10:00,66.01,1
1778314201134,2026-05-09 11:10:01,66.02,1
1778314202138,2026-05-09 11:10:02,66.27,1
1778314203159,2026-05-09 11:10:03,65.83,1
1778314204164,2026-05-09 11:10:04,66.34,1
1778314205166,2026-05-09 11:10:05,66.89,1
1778314206168,2026-05-09 11:10:06,66.51,1
1778314207169,2026-05-09 11:10:07,67.09,1
1778314208172,2026-05-09 11:10:08,66.34,1
1778314209173,2026-05-09 11:10:09,67.03,1
1778314210175,2026-05-09 11:10:10,66.84,1
1778314211177,2026-05-09 11:10:11,67.08,1
1778314212178,2026-05-09 11:10:12,66.67,1
1778314213180,2026-05-09 11:10:13,66.95,1
1778314214182,2026-05-09 11:10:14,67.21,1
1778314215184,2026-05-09 11:10:15,66.95,1
1778314216186,2026-05-09 11:10:16,67.0,1
1778314217187,2026-05-09 11:10:17,67.76,1
1778314218189,2026-05-09 11:10:18,67.57,1
1778314219191,2026-05-09 11:10:19,67.92,1
1778314220192,2026-05-09 11:10:20,68.06,1
1778314221194,2026-05-09 11:10:21,67.76,1
1778314222195,2026-05-09 11:10:22,67.24,1
1778314223197,2026-05-09 11:10:23,67.78,1
1778314224199,2026-05-09 11:10:24,68.04,1
1778314225201,2026-05-09 11:10:25,68.11,1
1778314226203,2026-05-09 11:10:26,67.39,1
1778314227204,2026-05-09 11:10:27,68.27,1
1778314228206,2026-05-09 11:10:28,68.32,1
1778314229208,2026-05-09 11:10:29,68.31,1
1778314230210,2026-05-09 11:10:30,67.83,1
1778314231211,2026-05-09 11:10:31,67.49,1
1778314232213,2026-05-09 11:10:32,68.09,1
1778314233215,2026-05-09 11:10:33,67.59,1
1778314234217,2026-05-09 11:10:34,68.42,1
1778314235218,2026-05-09 11:10:35,68.09,1
1778314236220,2026-05-09 11:10:36,67.72,1
1778314237224,2026-05-09 11:10:37,68.16,1
1778314238245,2026-05-09 11:10:38,67.89,1
1778314239246,2026-05-09 11:10:39,67.62,1
1778314240248,2026-05-09 11:10:40,67.94,1
1778314241249,2026-05-09 11:10:41,67.54,1
1778314242251,2026-05-09 11:10:42,68.14,1
1778314243253,2026-05-09 11:10:43,67.49,1
1778314244255,2026-05-09 11:10:44,67.94,1
1778314245257,2026-05-09 11:10:45,67.67,1
1778314246258,2026-05-09 11:10:46,67.57,1
1778314247261,2026-05-09 11:10:47,68.19,1
1778314248263,2026-05-09 11:10:48,67.88,1
1778314249264,2026-05-09 11:10:49,67.34,1
1778314250268,2026-05-09 11:10:50,67.68,1
1778314251269,2026-05-09 11:10:51,67.72,1
1778314252271,2026-05-09 11:10:52,67.1,1
1778314253274,2026-05-09 11:10:53,66.96,1
1778314254278,2026-05-09 11:10:54,67.05,1
1778314255280,2026-05-09 11:10:55,67.15,1
1778314256281,2026-05-09 11:10:56,67.74,1
1778314257282,2026-05-09 11:10:57,67.59,1
1778314258285,2026-05-09 11:10:58,66.75,1
1778314259287,2026-05-09 11:10:59,67.19,1
1778314260289,2026-05-09 11:11:00,66.82,1
1778314261291,2026-05-09 11:11:01,66.82,1
1778314262293,2026-05-09 11:11:02,66.43,1
1778314263295,2026-05-09 11:11:03,66.45,1
1778314264298,2026-05-09 11:11:04,66.48,1
1778314265300,2026-05-09 11:11:05,66.45,1
1778314266302,2026-05-09 11:11:06,66.64,1
1778314267305,2026-05-09 11:11:07,66.63,1
1778314268309,2026-05-09 11:11:08,66.05,1
1778314269312,2026-05-09 11:11:09,65.81,1
1778314270314,2026-05-09 11:11:10,65.81,1
1778314271316,2026-05-09 11:11:11,65.62,1
1778314272318,2026-05-09 11:11:12,65.93,1
1778314273321,2026-05-09 11:11:13,65.16,1
1778314274323,2026-05-09 11:11:14,65.44,1
1778314275324,2026-05-09 11:11:15,64.94,1
1778314276326,2026-05-09 11:11:16,65.36,1
1778314277329,2026-05-09 11:11:17,64.95,1
1778314278333,2026-05-09 11:11:18,64.84,1
1778314279336,2026-05-09 11:11:19,64.54,1
1778314280338,2026-05-09 11:11:20,64.62,1
1778314281340,2026-05-09 11:11:21,64.65,1
1778314282342,2026-05-09 11:11:22,64.41,1
1778314283344,2026-05-09 11:11:23,64.65,1
1778314284345,2026-05-09 11:11:24,64.35,1
1778314285347,2026-05-09 11:11:25,64.41,1
1778314286348,2026-05-09 11:11:26,63.36,1
1778314287350,2026-05-09 11:11:27,63.37,1
1778314288352,2026-05-09 11:11:28,63.19,1
1778314289354,2026-05-09 11:11:29,63.0,1
1778314290356,2026-05-09 11:11:30,63.55,1
1778314291359,2026-05-09 11:11:31,62.99,1
1778314292361,2026-05-09 11:11:32,62.45,1
1778314293363,2026-05-09 11:11:33,62.73,1
1778314294364,2026-05-09 11:11:34,62.86,1
1778314295366,2026-05-09 11:11:35,62.56,1
1778314296368,2026-05-09 11:11:36,62.76,1
1778314297374,2026-05-09 11:11:37,61.96,1
1778314298376,2026-05-09 11:11:38,61.98,1
1778314299382,2026-05-09 11:11:39,61.72,1
1778314300385,2026-05-09 11:11:40,61.68,1
1778314301389,2026-05-09 11:11:41,61.03,1
1778314302391,2026-05-09 11:11:42,61.1,1
1778314303394,2026-05-09 11:11:43,61.16,1
1778314304396,2026-05-09 11:11:44,60.66,1
1778314305398,2026-05-09 11:11:45,60.65,1
1778314306400,2026-05-09 11:11:46,60.29,1
1778314307402,2026-05-09 11:11:47,60.46,1
1778314308405,2026-05-09 11:11:48,60.83,1
1778314309407,2026-05-09 11:11:49,59.9,1
1778314310413,2026-05-09 11:11:50,60.1,1
1778314311418,2026-05-09 11:11:51,59.89,1
1778314312420,2026-05-09 11:11:52,59.38,1
1778314313422,2026-05-09 11:11:53,59.25,1
1778314314426,2026-05-09 11:11:54,59.36,1
1778314315428,2026-05-09 11:11:55,59.35,1
1778314316429,2026-05-09 11:11:56,59.29,1
1778314317431,2026-05-09 11:11:57,59.05,1
1778314318433,2026-05-09 11:11:58,59.14,1
1778314319435,2026-05-09 11:11:59,58.29,1
1778314320439,2026-05-09 11:12:00,58.42,1
1778314321441,2026-05-09 11:12:01,58.33,1
1778314322444,2026-05-09 11:12:02,57.88,1
1778314323446,2026-05-09 11:12:03,58.1,1
1778314324448,2026-05-09 11:12:04,57.24,1
1778314325454,2026-05-09 11:12:05,57.95,1
1778314326457,2026-05-09 11:12:06,57.74,1
1778314327458,2026-05-09 11:12:07,57.14,1
1778314328462,2026-05-09 11:12:08,56.68,1
1778314329464,2026-05-09 11:12:09,56.73,1
1778314330466,2026-05-09 11:12:10,56.96,1
1778314331468,2026-05-09 11:12:11,56.97,1
1778314332469,2026-05-09 11:12:12,55.95,1
1778314333472,2026-05-09 11:12:13,56.57,1
1778314334474,2026-05-09 11:12:14,56.37,1
1778314335475,2026-05-09 11:12:15,56.1,1
1778314336477,2026-05-09 11:12:16,55.68,1
1778314337479,2026-05-09 11:12:17,55.57,1
1778314338481,2026-05-09 11:12:18,55.96,1
1778314339483,2026-05-09 11:12:19,55.25,1
1778314340486,2026-05-09 11:12:20,55.57,1
1778314341488,2026-05-09 11:12:21,54.92,1
1778314342491,2026-05-09 11:12:22,54.82,1
1778314343494,2026-05-09 11:12:23,54.92,1
1778314344497,2026-05-09 11:12:24,54.71,1
1778314345498,2026-05-09 11:12:25,55.07,1
1778314346501,2026-05-09 11:12:26,54.48,1
1778314347503,2026-05-09 11:12:27,54.44,1
1778314348506,2026-05-09 11:12:28,54.08,1
1778314349509,2026-05-09 11:12:29,54.03,1
1778314350512,2026-05-09 11:12:30,53.88,1
1778314351515,2026-05-09 11:12:31,54.2,1
1778314352517,2026-05-09 11:12:32,53.99,1
1778314353521,2026-05-09 11:12:33,54.03,1
1778314354523,2026-05-09 11:12:34,53.79,1
1778314355525,2026-05-09 11:12:35,53.78,1
1778314356528,2026-05-09 11:12:36,53.46,1
1778314357529,2026-05-09 11:12:37,53.32,1
1778314358532,2026-05-09 11:12:38,53.31,1
1778314359535,2026-05-09 11:12:39,53.32,1
1778314360536,2026-05-09 11:12:40,52.97,1
1778314361539,2026-05-09 11:12:41,53.01,1
1778314362541,2026-05-09 11:12:42,52.81,1
1778314363544,2026-05-09 11:12:43,52.57,1
1778314364546,2026-05-09 11:12:44,52.51,1
1778314365548,2026-05-09 11:12:45,52.96,1
1778314366550,2026-05-09 11:12:46,52.84,1
1778314367552,2026-05-09 11:12:47,52.7,1
1778314368556,2026-05-09 11:12:48,52.78,1
1778314369558,2026-05-09 11:12:49,52.49,1
1778314370561,2026-05-09 11:12:50,52.41,1
1778314371563,2026-05-09 11:12:51,52.59,1
1778314372564,2026-05-09 11:12:52,52.08,1
1778314373567,2026-05-09 11:12:53,52.71,1
1778314374570,2026-05-09 11:12:54,52.62,1
1778314375572,2026-05-09 11:12:55,51.83,1
1778314376574,2026-05-09 11:12:56,52.08,1
1778314377577,2026-05-09 11:12:57,51.79,1
1778314378580,2026-05-09 11:12:58,51.6,1
1778314379583,2026-05-09 11:12:59,52.21,1
1778314380588,2026-05-09 11:13:00,52.54,1
1778314381589,2026-05-09 11:13:01,52.5,1
1778314382592,2026-05-09 11:13:02,51.82,1
1778314383594,2026-05-09 11:13:03,52.24,1
1778314384596,2026-05-09 11:13:04,51.61,1
1778314385598,2026-05-09 11:13:05,52.32,1
1778314386600,2026-05-09 11:13:06,52.41,1
1778314387603,2026-05-09 11:13:07,52.18,1
1778314388605,2026-05-09 11:13:08,52.19,1
1778314389607,2026-05-09 11:13:09,51.55,1
1778314390609,2026-05-09 11:13:10,51.93,1
1778314391611,2026-05-09 11:13:11,51.88,1
1778314392613,2026-05-09 11:13:12,51.67,1
1778314393616,2026-05-09 11:13:13,52.14,1
1778314394618,2026-05-09 11:13:14,51.66,1
1778314395620,2026-05-09 11:13:15,52.34,1
1778314396622,2026-05-09 11:13:16,51.94,1
1778314397628,2026-05-09 11:13:17,52.33,1
1778314398630,2026-05-09 11:13:18,52.4,1
1778314399632,2026-05-09 11:13:19,52.64,1
1778314400635,2026-05-09 11:13:20,52.18,1
1778314401637,2026-05-09 11:13:21,52.37,1
1778314402639,2026-05-09 11:13:22,52.55,1
1778314403641,2026-05-09 11:13:23,52.07,1
1778314404644,2026-05-09 11:13:24,52.86,1
1778314405646,2026-05-09 11:13:25,53.15,1
1778314406648,2026-05-09 11:13:26,53.07,1
1778314407656,2026-05-09 11:13:27,52.79,1
1778314408659,2026-05-09 11:13:28,52.79,1
1778314409665,2026-05-09 11:13:29,53.49,1
1778314410667,2026-05-09 11:13:30,53.5,1
1778314411672,2026-05-09 11:13:31,53.26,1
1778314412678,2026-05-09 11:13:32,53.27,1
1778314413681,2026-05-09 11:13:33,53.07,1
1778314414683,2026-05-09 11:13:34,53.62,1
1778314415690,2026-05-09 11:13:35,53.44,1
1778314416694,2026-05-09 11:13:36,53.35,1
1778314417696,2026-05-09 11:13:37,53.91,1
1778314418702,2026-05-09 11:13:38,53.43,1
1778314419705,2026-05-09 11:13:39,54.42,1
1778314420710,2026-05-09 11:13:40,53.58,1
1778314421717,2026-05-09 11:13:41,53.76,1
1778314422719,2026-05-09 11:13:42,53.81,1
1778314423722,2026-05-09 11:13:43,54.2,1
1778314424728,2026-05-09 11:13:44,54.07,1
1778314425733,2026-05-09 11:13:45,54.77,1
1778314426736,2026-05-09 11:13:46,54.56,1
1778314427737,2026-05-09 11:13:47,54.97,1
1778314428739,2026-05-09 11:13:48,55.11,1
1778314429744,2026-05-09 11:13:49,54.79,1
1778314430749,2026-05-09 11:13:50,55.39,1
1778314431751,2026-05-09 11:13:51,55.39,1
1778314432757,2026-05-09 11:13:52,55.72,1
1778314433759,2026-05-09 11:13:53,55.7,1
1778314434764,2026-05-09 11:13:54,55.8,1
1778314435765,2026-05-09 11:13:55,56.04,1
1778314436767,2026-05-09 11:13:56,56.32,1
1778314437769,2026-05-09 11:13:57,56.61,1
1778314438771,2026-05-09 11:13:58,56.78,1
1778314439772,2026-05-09 11:13:59,56.1,1
1778314440774,2026-05-09 11:14:00,57.23,1
1778314441776,2026-05-09 11:14:01,56.76,1
1778314442777,2026-05-09 11:14:02,57.0,1
1778314443779,2026-05-09 11:14:03,57.46,1
1778314444781,2026-05-09 11:14:04,57.33,1
1778314445782,2026-05-09 11:14:05,57.09,1
1778314446784,2026-05-09 11:14:06,57.87,1
1778314447785,2026-05-09 11:14:07,57.93,1
1778314449042,2026-05-09 11:14:09,58.24,1
1778314450043,2026-05-09 11:14:10,58.32,1
1778314451046,2026-05-09 11:14:11,58.75,1
1778314452047,2026-05-09 11:14:12,58.2,1
1778314453049,2026-05-09 11:14:13,58.19,1
1778314454051,2026-05-09 11:14:14,58.95,1
1778314455053,2026-05-09 11:14:15,58.94,1
1778314456055,2026-05-09 11:14:16,59.56,1
1778314457056,2026-05-09 11:14:17,59.55,1
1778314458058,2026-05-09 11:14:18,59.08,1
1778314459060,2026-05-09 11:14:19,60.06,1
1778314460062,2026-05-09 11:14:20,59.96,1
1778314461064,2026-05-09 11:14:21,59.67,1
1778314462066,2026-05-09 11:14:22,60.15,1
1778314463067,2026-05-09 11:14:23,60.61,1
1778314464069,2026-05-09 11:14:24,60.85,1
1778314465071,2026-05-09 11:14:25,60.91,1
1778314466073,2026-05-09 11:14:26,60.9,1
1778314467075,2026-05-09 11:14:27,61.06,1
1778314468077,2026-05-09 11:14:28,60.88,1
1778314469079,2026-05-09 11:14:29,61.22,1
1778314470082,2026-05-09 11:14:30,61.43,1
1778314471083,2026-05-09 11:14:31,61.45,1
1778314472085,2026-05-09 11:14:32,61.93,1
1778314473086,2026-05-09 11:14:33,61.85,1
1778314474089,2026-05-09 11:14:34,62.24,1
1778314475091,2026-05-09 11:14:35,62.45,1
1778314476092,2026-05-09 11:14:36,62.56,1
1778314477094,2026-05-09 11:14:37,62.62,1
1778314478096,2026-05-09 11:14:38,63.16,1
1778314479100,2026-05-09 11:14:39,62.86,1
1778314480101,2026-05-09 11:14:40,62.61,1
1778314481103,2026-05-09 11:14:41,62.87,1
1778314482105,2026-05-09 11:14:42,63.75,1
1778314483106,2026-05-09 11:14:43,63.18,1
1778314484108,2026-05-09 11:14:44,64.06,1
1778314485110,2026-05-09 11:14:45,63.69,1
1778314486111,2026-05-09 11:14:46,64.3,1
1778314487113,2026-05-09 11:14:47,64.61,1
1778314488115,2026-05-09 11:14:48,64.52,1
1778314489118,2026-05-09 11:14:49,64.04,1
1778314490120,2026-05-09 11:14:50,64.07,1
1778314491121,2026-05-09 11:14:51,64.86,1
1778314492123,2026-05-09 11:14:52,65.22,1
1778314493125,2026-05-09 11:14:53,65.19,1
1778314494127,2026-05-09 11:14:54,64.62,1
