timestamp_ms,timestamp,temperature,air_humidity,soil_moisture,water_flow,watering,soil_moisture_change,soil_moisture_change_10,soil_moisture_std_10
1778499714839,2026-05-11 14:41:54,20.24,67.47,44.91,0.0,0,-0.030000000000001137,0.6899999999999977,0.2194943684418505
1778499715845,2026-05-11 14:41:55,20.22,67.56,44.89,0.0,0,-0.01999999999999602,0.45000000000000284,0.14292577716313581
1778499716850,2026-05-11 14:41:56,20.27,67.72,44.85,0.0,0,-0.03999999999999915,0.19000000000000483,0.1056409011695192
1778499717855,2026-05-11 14:41:57,20.31,68.25,44.81,0.0,0,-0.03999999999999915,-0.0899999999999963,0.11683321445508553
1778499718859,2026-05-11 14:41:58,20.61,67.89,44.76,0.0,0,-0.05000000000000426,-0.3999999999999986,0.1149154278391897
1778499719864,2026-05-11 14:41:59,20.55,68.03,44.73,0.0,0,-0.030000000000001137,-0.39000000000000057,0.11127543404602452
1778499720870,2026-05-11 14:42:00,20.83,67.43,44.66,0.0,0,-0.07000000000000028,-0.4100000000000037,0.11549410759340861
1778499721875,2026-05-11 14:42:01,20.49,67.42,44.62,0.0,0,-0.03999999999999915,-0.4100000000000037,0.1191823998934115
1778499722879,2026-05-11 14:42:02,20.87,67.96,44.57,0.0,0,-0.04999999999999716,-0.3999999999999986,0.12781931691918028
1778499723885,2026-05-11 14:42:03,20.72,67.17,44.51,0.0,0,-0.060000000000002274,-0.4299999999999997,0.13771548771094383
1778499724890,2026-05-11 14:42:04,20.69,67.58,44.5,0.0,0,-0.00999999999999801,-0.4099999999999966,0.13952299690937728
1778499725895,2026-05-11 14:42:05,20.79,66.94,44.5,0.0,0,0.0,-0.39000000000000057,0.13169408997081222
1778499726900,2026-05-11 14:42:06,21.11,67.86,44.51,0.0,0,0.00999999999999801,-0.3400000000000034,0.1177615292771143
1778499727904,2026-05-11 14:42:07,21.17,67.67,44.51,0.0,0,0.0,-0.30000000000000426,0.10000555540077573
1778499728910,2026-05-11 14:42:08,21.3,67.31,44.49,0.0,0,-0.01999999999999602,-0.269999999999996,0.08313309275503561
1778499729915,2026-05-11 14:42:09,21.21,67.61,44.45,0.0,0,-0.03999999999999915,-0.27999999999999403,0.06460134157460967
1778499730916,2026-05-11 14:42:10,21.09,66.82,44.4,0.0,0,-0.05000000000000426,-0.259999999999998,0.05947922139439718
1778499731921,2026-05-11 14:42:11,21.19,67.15,44.4,0.0,0,0.0,-0.21999999999999886,0.05295700562107101
1778499732926,2026-05-11 14:42:12,21.24,66.98,44.34,0.0,0,-0.05999999999999517,-0.22999999999999687,0.060818491339346206
1778499733929,2026-05-11 14:42:13,21.19,66.9,44.33,0.0,0,-0.010000000000005116,-0.17999999999999972,0.07056124211487416
1778499734932,2026-05-11 14:42:14,21.53,67.23,44.26,0.0,0,-0.07000000000000028,-0.240000000000002,0.08774331250182761
1778499735935,2026-05-11 14:42:15,21.76,66.52,44.23,0.0,0,-0.030000000000001137,-0.2700000000000031,0.10064238117608748
1778499736940,2026-05-11 14:42:16,21.73,66.36,44.22,0.0,0,-0.00999999999999801,-0.28999999999999915,0.10456789394621882
1778499737942,2026-05-11 14:42:17,21.86,66.41,44.15,0.0,0,-0.07000000000000028,-0.35999999999999943,0.11015645439258914
1778499738948,2026-05-11 14:42:18,21.91,66.16,44.15,0.0,0,0.0,-0.3400000000000034,0.10667187487238551
1778499739953,2026-05-11 14:42:19,22.0,66.6,44.12,0.0,0,-0.030000000000001137,-0.3300000000000054,0.10370899457354513
1778499740958,2026-05-11 14:42:20,22.11,65.99,44.13,0.0,0,0.010000000000005116,-0.269999999999996,0.09821178928955016
1778499741963,2026-05-11 14:42:21,21.69,66.14,44.05,0.0,0,-0.0800000000000054,-0.3500000000000014,0.09437513796845735
1778499742968,2026-05-11 14:42:22,22.01,66.09,44.0,0.0,0,-0.04999999999999716,-0.3400000000000034,0.09868017925437397
1778499743973,2026-05-11 14:42:23,22.05,66.31,43.96,0.0,0,-0.03999999999999915,-0.36999999999999744,0.0988882646666702
1778499744978,2026-05-11 14:42:24,22.31,65.35,43.96,0.0,0,0.0,-0.29999999999999716,0.09956014374295538
1778499745984,2026-05-11 14:42:25,22.12,65.47,43.9,0.0,0,-0.060000000000002274,-0.3299999999999983,0.10511369505817851
1778499746989,2026-05-11 14:42:26,22.38,65.28,43.87,0.0,0,-0.030000000000001137,-0.3500000000000014,0.10566719242721258
1778499747993,2026-05-11 14:42:27,22.4,65.55,43.8,0.0,0,-0.07000000000000028,-0.3500000000000014,0.11834037537686667
1778499749000,2026-05-11 14:42:29,22.33,65.56,43.74,0.0,0,-0.05999999999999517,-0.4099999999999966,0.12884529914204543
1778499750005,2026-05-11 14:42:30,22.56,65.21,43.74,0.0,0,0.0,-0.37999999999999545,0.13014948670194548
1778499751010,2026-05-11 14:42:31,22.42,64.55,43.73,0.0,0,-0.010000000000005116,-0.4000000000000057,0.11759157188194831
1778499752015,2026-05-11 14:42:32,22.79,64.87,43.66,0.0,0,-0.07000000000000028,-0.39000000000000057,0.1177756813225878
1778499753020,2026-05-11 14:42:33,22.94,65.18,43.61,0.0,0,-0.04999999999999716,-0.39000000000000057,0.12193349735681881
1778499754027,2026-05-11 14:42:34,22.9,64.59,43.6,0.0,0,-0.00999999999999801,-0.35999999999999943,0.12160500720638306
1778499755032,2026-05-11 14:42:35,23.16,64.32,43.59,0.0,0,-0.00999999999999801,-0.36999999999999744,0.11007068435982882
1778499756037,2026-05-11 14:42:36,22.91,64.75,43.56,0.0,0,-0.030000000000001137,-0.3399999999999963,0.10187137859900855
1778499757042,2026-05-11 14:42:37,22.91,64.51,43.54,0.0,0,-0.020000000000003126,-0.3299999999999983,0.08982080926857591
1778499758047,2026-05-11 14:42:38,23.37,64.14,43.47,0.0,0,-0.07000000000000028,-0.3299999999999983,0.0920386392282862
1778499759053,2026-05-11 14:42:39,23.48,63.87,43.41,0.0,0,-0.060000000000002274,-0.3300000000000054,0.10418466511117276
1778499760058,2026-05-11 14:42:40,23.46,63.9,43.34,0.0,0,-0.06999999999999318,-0.3999999999999986,0.11666190466421096
1778499761063,2026-05-11 14:42:41,23.62,63.72,43.34,0.0,0,0.0,-0.38999999999999346,0.1153545259907339
1778499762068,2026-05-11 14:42:42,23.3,63.72,43.28,0.0,0,-0.060000000000002274,-0.37999999999999545,0.12348639151245826
1778499763074,2026-05-11 14:42:43,23.57,63.66,43.28,0.0,0,0.0,-0.3299999999999983,0.12714383805530657
1778499764080,2026-05-11 14:42:44,23.68,63.26,43.24,0.0,0,-0.03999999999999915,-0.35999999999999943,0.1280841737117933
1778499765083,2026-05-11 14:42:45,23.85,62.64,43.23,0.0,0,-0.010000000000005116,-0.36000000000000654,0.12068784344511091
1778499766088,2026-05-11 14:42:46,23.61,62.7,43.16,0.0,0,-0.07000000000000028,-0.4000000000000057,0.11656662377221323
1778499767092,2026-05-11 14:42:47,23.68,62.84,43.16,0.0,0,0.0,-0.38000000000000256,0.10104454463192991
1778499768095,2026-05-11 14:42:48,24.19,62.02,43.15,0.0,0,-0.00999999999999801,-0.3200000000000003,0.08786985325459691
1778499769098,2026-05-11 14:42:49,24.14,62.75,43.11,0.0,0,-0.03999999999999915,-0.29999999999999716,0.08157477823639567
1778499770102,2026-05-11 14:42:50,23.99,62.13,43.09,0.0,0,-0.01999999999999602,-0.25,0.0820839678478671
1778499771106,2026-05-11 14:42:51,24.32,61.91,43.06,0.0,0,-0.030000000000001137,-0.28000000000000114,0.07820201759178926
1778499772111,2026-05-11 14:42:52,24.43,61.58,43.05,0.0,0,-0.010000000000005116,-0.23000000000000398,0.07803845205967541
1778499773116,2026-05-11 14:42:53,24.61,62.09,43.02,0.0,0,-0.02999999999999403,-0.259999999999998,0.07424434134727995
1778499774122,2026-05-11 14:42:54,24.4,61.47,42.97,0.0,0,-0.05000000000000426,-0.2700000000000031,0.07760297817796848
1778499775127,2026-05-11 14:42:55,24.53,61.5,42.91,0.0,0,-0.060000000000002274,-0.3200000000000003,0.08377217782560505
1778499776131,2026-05-11 14:42:56,24.56,60.86,42.9,0.0,0,-0.00999999999999801,-0.259999999999998,0.09199033765612737
1778499777137,2026-05-11 14:42:57,24.51,61.25,42.87,0.0,0,-0.030000000000001137,-0.28999999999999915,0.09626929820894442
1778499778141,2026-05-11 14:42:58,24.88,60.48,42.84,0.0,0,-0.02999999999999403,-0.30999999999999517,0.09715966241122409
1778499779147,2026-05-11 14:42:59,24.9,61.04,42.82,0.0,0,-0.020000000000003126,-0.28999999999999915,0.09798525966170832
1778499780152,2026-05-11 14:43:00,24.98,60.74,42.76,0.0,0,-0.060000000000002274,-0.3300000000000054,0.10219806477768413
1778499781154,2026-05-11 14:43:01,25.21,60.57,42.69,0.0,0,-0.07000000000000028,-0.37000000000000455,0.11235360845647319
1778499782159,2026-05-11 14:43:02,25.39,60.4,42.62,0.0,0,-0.07000000000000028,-0.4299999999999997,0.12310790208354021
1778499783165,2026-05-11 14:43:03,25.39,59.84,42.61,0.0,0,-0.00999999999999801,-0.4100000000000037,0.12476199563732618
1778499784171,2026-05-11 14:43:04,25.22,59.96,42.55,0.0,0,-0.060000000000002274,-0.4200000000000017,0.13132233456425518
1778499785176,2026-05-11 14:43:05,25.24,59.47,42.51,0.0,0,-0.03999999999999915,-0.3999999999999986,0.14016260398338895
1778499786180,2026-05-11 14:43:06,25.24,59.72,42.44,0.0,0,-0.07000000000000028,-0.46000000000000085,0.14865695035461904
1778499787186,2026-05-11 14:43:07,25.59,59.42,42.43,0.0,0,-0.00999999999999801,-0.4399999999999977,0.14832771524888963
1778499788190,2026-05-11 14:43:08,25.39,59.23,42.41,0.0,0,-0.020000000000003126,-0.4300000000000068,0.14190763819336788
1778499789196,2026-05-11 14:43:09,25.59,59.47,42.36,0.0,0,-0.04999999999999716,-0.46000000000000085,0.13104706533598098
1778499790201,2026-05-11 14:43:10,25.77,58.66,42.32,0.0,0,-0.03999999999999915,-0.4399999999999977,0.12176480060552802
1778499791205,2026-05-11 14:43:11,25.88,58.41,42.29,0.0,0,-0.030000000000001137,-0.3999999999999986,0.11577756451178307
1778499792210,2026-05-11 14:43:12,25.98,58.19,42.22,0.0,0,-0.07000000000000028,-0.3999999999999986,0.12103259432368958
1778499793215,2026-05-11 14:43:13,26.15,58.75,42.18,0.0,0,-0.03999999999999915,-0.4299999999999997,0.12004165943468192
1778499794221,2026-05-11 14:43:14,26.31,58.31,42.13,0.0,0,-0.04999999999999716,-0.4199999999999946,0.1238682095340188
1778499795224,2026-05-11 14:43:15,25.95,58.24,42.08,0.0,0,-0.05000000000000426,-0.4299999999999997,0.12859929151284719
1778499796230,2026-05-11 14:43:16,26.13,57.57,42.06,0.0,0,-0.01999999999999602,-0.37999999999999545,0.13406466101534806
1778499797234,2026-05-11 14:43:17,26.06,57.2,42.04,0.0,0,-0.020000000000003126,-0.39000000000000057,0.13194695903970452
1778499798236,2026-05-11 14:43:18,26.49,58.01,41.98,0.0,0,-0.060000000000002274,-0.4299999999999997,0.1292026831499925
1778499799242,2026-05-11 14:43:19,26.6,57.27,41.91,0.0,0,-0.07000000000000028,-0.45000000000000284,0.13245124889239715
1778499800245,2026-05-11 14:43:20,26.66,57.08,41.88,0.0,0,-0.02999999999999403,-0.4399999999999977,0.1320816245939448
1778499801250,2026-05-11 14:43:21,26.42,57.41,41.83,0.0,0,-0.05000000000000426,-0.46000000000000085,0.12973905434386412
1778499802252,2026-05-11 14:43:22,26.53,56.76,41.78,0.0,0,-0.04999999999999716,-0.4399999999999977,0.13308727295289385
1778499803257,2026-05-11 14:43:23,26.78,56.48,41.73,0.0,0,-0.05000000000000426,-0.45000000000000284,0.13660974424262784
1778499804263,2026-05-11 14:43:24,26.56,56.27,41.68,0.0,0,-0.04999999999999716,-0.45000000000000284,0.14181756669056886
1778499805268,2026-05-11 14:43:25,26.98,55.95,41.61,0.0,0,-0.07000000000000028,-0.46999999999999886,0.1519502842665934
1778499806273,2026-05-11 14:43:26,26.69,56.63,41.53,0.0,0,-0.0799999999999983,-0.5300000000000011,0.16262089519911913
1778499807278,2026-05-11 14:43:27,27.16,55.79,41.44,0.0,0,-0.09000000000000341,-0.6000000000000014,0.17333653843134395
1778499808282,2026-05-11 14:43:28,26.85,56.18,41.4,0.0,0,-0.03999999999999915,-0.5799999999999983,0.17990429554448836
1778499809288,2026-05-11 14:43:29,27.13,56.06,41.32,0.0,0,-0.0799999999999983,-0.5899999999999963,0.1920648038779876
1778499810293,2026-05-11 14:43:30,27.17,55.46,41.25,0.0,0,-0.07000000000000028,-0.6300000000000026,0.20044672331741192
1778499811299,2026-05-11 14:43:31,27.25,55.4,41.16,0.0,0,-0.09000000000000341,-0.6700000000000017,0.2107657994600114
1778499812304,2026-05-11 14:43:32,27.38,55.17,41.08,0.0,0,-0.0799999999999983,-0.7000000000000028,0.21979788695732203
1778499813310,2026-05-11 14:43:33,27.39,55.24,40.98,0.0,0,-0.10000000000000142,-0.75,0.22998792238775095
1778499814316,2026-05-11 14:43:34,27.19,55.31,40.9,0.0,0,-0.0799999999999983,-0.7800000000000011,0.23594019957939236
1778499815319,2026-05-11 14:43:35,27.19,54.77,40.8,0.0,0,-0.10000000000000142,-0.8100000000000023,0.24400364295960641
1778499816322,2026-05-11 14:43:36,27.29,55.0,40.74,0.0,0,-0.05999999999999517,-0.7899999999999991,0.24810616007355157
1778499817325,2026-05-11 14:43:37,27.23,54.6,40.62,0.0,0,-0.12000000000000455,-0.8200000000000003,0.26099169846268605
1778499818327,2026-05-11 14:43:38,27.44,54.19,40.57,0.0,0,-0.04999999999999716,-0.8299999999999983,0.2604611295371452
1778499819331,2026-05-11 14:43:39,27.59,54.52,40.52,0.0,0,-0.04999999999999716,-0.7999999999999972,0.2542439773126601
1778499820334,2026-05-11 14:43:40,27.34,54.84,40.41,0.0,0,-0.11000000000000654,-0.8400000000000034,0.2505460702806746
1778499821336,2026-05-11 14:43:41,27.53,53.83,40.34,0.0,0,-0.06999999999999318,-0.8199999999999932,0.24577315647603654
1778499822338,2026-05-11 14:43:42,27.51,54.23,40.28,0.0,0,-0.060000000000002274,-0.7999999999999972,0.23693412117616675
1778499823341,2026-05-11 14:43:43,27.47,53.69,40.17,0.0,0,-0.10999999999999943,-0.8099999999999952,0.23712397132621935
1778499824344,2026-05-11 14:43:44,27.77,54.42,40.05,0.0,0,-0.12000000000000455,-0.8500000000000014,0.2439945354573931
1778499825346,2026-05-11 14:43:45,27.7,53.43,39.95,0.0,0,-0.09999999999999432,-0.8499999999999943,0.25626592091410255
1778499826348,2026-05-11 14:43:46,27.59,53.86,39.87,1.56,1,-0.0800000000000054,-0.8700000000000045,0.2624161241653182
1778499827350,2026-05-11 14:43:47,27.58,53.75,39.94,1.98,1,0.07000000000000028,-0.6799999999999997,0.2518376902331015
1778499828352,2026-05-11 14:43:48,27.91,53.74,40.04,2.42,1,0.10000000000000142,-0.5300000000000011,0.22161277540326982
1778499829355,2026-05-11 14:43:49,27.63,53.45,40.2,2.07,1,0.1600000000000037,-0.3200000000000003,0.18313625771158554
1778499830357,2026-05-11 14:43:50,28.06,52.88,40.37,1.82,1,0.1699999999999946,-0.03999999999999915,0.17653768876721682
1778499831359,2026-05-11 14:43:51,27.94,53.19,40.45,1.73,1,0.0800000000000054,0.10999999999999943,0.1942392568164451
1778499832362,2026-05-11 14:43:52,28.05,53.53,40.55,2.08,1,0.09999999999999432,0.269999999999996,0.2321613423647579
1778499833365,2026-05-11 14:43:53,28.11,52.93,40.72,1.67,1,0.1700000000000017,0.5499999999999972,0.29239243036209783
1778499834367,2026-05-11 14:43:54,28.03,52.96,40.79,1.95,1,0.07000000000000028,0.740000000000002,0.3365775459595753
1778499835370,2026-05-11 14:43:55,28.08,53.0,40.94,2.19,1,0.14999999999999858,0.9899999999999949,0.3700465436187419
1778499836372,2026-05-11 14:43:56,27.86,52.83,41.11,1.92,1,0.1700000000000017,1.240000000000002,0.38500937939479357
1778499837373,2026-05-11 14:43:57,27.83,52.54,41.24,2.29,1,0.13000000000000256,1.3000000000000043,0.3902264299947116
1778499838375,2026-05-11 14:43:58,28.22,53.04,41.42,1.82,1,0.17999999999999972,1.3800000000000026,0.39800753761676505
1778499839377,2026-05-11 14:43:59,28.19,52.14,41.56,1.6,1,0.14000000000000057,1.3599999999999994,0.4103453829801233
1778499840379,2026-05-11 14:44:00,27.75,52.87,41.65,1.59,1,0.0899999999999963,1.2800000000000011,0.42095262335670225
1778499841381,2026-05-11 14:44:01,27.82,52.63,41.7,2.02,1,0.05000000000000426,1.25,0.41076622169876176
1778499842383,2026-05-11 14:44:02,27.95,52.75,41.84,2.15,1,0.14000000000000057,1.2900000000000063,0.397465582017719
1778499843385,2026-05-11 14:44:03,28.18,52.67,41.97,1.89,1,0.12999999999999545,1.25,0.3923660422499793
1778499844388,2026-05-11 14:44:04,27.84,52.61,42.13,1.65,1,0.1600000000000037,1.3400000000000034,0.3812027748526554
1778499845390,2026-05-11 14:44:05,28.05,52.75,42.23,2.07,1,0.09999999999999432,1.2899999999999991,0.3676124166682934
1778499846392,2026-05-11 14:44:06,27.99,52.29,42.33,2.09,1,0.10000000000000142,1.2199999999999989,0.35789663312165787
1778499847394,2026-05-11 14:44:07,27.95,52.08,42.49,1.56,1,0.1600000000000037,1.25,0.3561460374619164
1778499848396,2026-05-11 14:44:08,27.81,51.77,42.58,1.58,1,0.0899999999999963,1.1599999999999966,0.35974682455528034
1778499849398,2026-05-11 14:44:09,28.06,52.44,42.65,2.36,1,0.07000000000000028,1.0899999999999963,0.3605874836058064
1778499850400,2026-05-11 14:44:10,27.85,52.33,42.81,2.17,1,0.1600000000000037,1.1600000000000037,0.3659098249566944
1778499851402,2026-05-11 14:44:11,28.02,51.71,43.0,1.65,1,0.18999999999999773,1.2999999999999972,0.3706166033335684
1778499852404,2026-05-11 14:44:12,28.12,51.85,43.06,1.77,1,0.060000000000002274,1.2199999999999989,0.36546013614478207
1778499853407,2026-05-11 14:44:13,27.79,51.93,43.2,1.92,1,0.14000000000000057,1.230000000000004,0.36489876830563345
1778499854409,2026-05-11 14:44:14,28.13,52.07,43.35,2.45,1,0.14999999999999858,1.2199999999999989,0.37623869492041667
1778499855411,2026-05-11 14:44:15,27.73,52.02,43.51,2.19,1,0.1599999999999966,1.2800000000000011,0.3896094911002852
1778499856414,2026-05-11 14:44:16,27.93,52.38,43.39,0.0,0,-0.11999999999999744,1.0600000000000023,0.36105401257965725
1778499857416,2026-05-11 14:44:17,27.64,52.07,43.28,0.0,0,-0.10999999999999943,0.7899999999999991,0.3202100005376451
1778499858418,2026-05-11 14:44:18,27.66,52.16,43.21,0.0,0,-0.07000000000000028,0.6300000000000026,0.2679635132705956
1778499859421,2026-05-11 14:44:19,27.66,51.68,43.1,0.0,0,-0.10999999999999943,0.45000000000000284,0.20604476320528461
1778499860423,2026-05-11 14:44:20,27.84,51.97,43.01,0.0,0,-0.09000000000000341,0.19999999999999574,0.17181708620212716
1778499861425,2026-05-11 14:44:21,27.53,51.87,42.94,0.0,0,-0.07000000000000028,-0.060000000000002274,0.1808160514012029
1778499862427,2026-05-11 14:44:22,27.69,51.57,42.86,0.0,0,-0.0799999999999983,-0.20000000000000284,0.20769903439536297
1778499863429,2026-05-11 14:44:23,27.66,52.52,42.8,0.0,0,-0.060000000000002274,-0.4000000000000057,0.24042785935791833
1778499864432,2026-05-11 14:44:24,27.86,51.94,42.75,0.0,0,-0.04999999999999716,-0.6000000000000014,0.257822074737781
1778499865434,2026-05-11 14:44:25,27.77,51.64,42.7,0.0,0,-0.04999999999999716,-0.8099999999999952,0.23575882215113228
1778499866436,2026-05-11 14:44:26,27.4,52.35,42.6,0.0,0,-0.10000000000000142,-0.7899999999999991,0.22411554559566063
1778499867437,2026-05-11 14:44:27,27.43,52.19,42.5,0.0,0,-0.10000000000000142,-0.7800000000000011,0.22256334928353044
1778499868440,2026-05-11 14:44:28,27.48,51.76,42.41,0.0,0,-0.09000000000000341,-0.8000000000000043,0.22136194594140363
1778499869443,2026-05-11 14:44:29,27.33,52.35,42.33,0.0,0,-0.0799999999999983,-0.7700000000000031,0.22651956010676008
1778499870445,2026-05-11 14:44:30,27.43,52.51,42.25,0.0,0,-0.0799999999999983,-0.759999999999998,0.2345776346255338
1778499871447,2026-05-11 14:44:31,27.15,52.55,42.18,0.0,0,-0.07000000000000028,-0.759999999999998,0.24026836847310412
1778499872450,2026-05-11 14:44:32,27.38,52.15,42.09,0.0,0,-0.0899999999999963,-0.769999999999996,0.24883952883523947
1778499873452,2026-05-11 14:44:33,27.17,52.15,42.01,0.0,0,-0.0800000000000054,-0.7899999999999991,0.2545933576855578
1778499874454,2026-05-11 14:44:34,27.32,51.95,41.96,0.0,0,-0.04999999999999716,-0.7899999999999991,0.250246545097345
1778499875456,2026-05-11 14:44:35,27.37,52.61,41.88,0.0,0,-0.0799999999999983,-0.8200000000000003,0.2398355918351786
1778499876458,2026-05-11 14:44:36,26.89,52.72,41.82,0.0,0,-0.060000000000002274,-0.7800000000000011,0.22949461383133363
1778499877461,2026-05-11 14:44:37,27.13,52.82,41.75,0.0,0,-0.07000000000000028,-0.75,0.2223010971128784
1778499878463,2026-05-11 14:44:38,27.2,52.47,41.66,0.0,0,-0.09000000000000341,-0.75,0.2206077464133701
1778499879465,2026-05-11 14:44:39,27.14,52.53,41.56,0.0,0,-0.09999999999999432,-0.769999999999996,0.22426175182838684
1778499880472,2026-05-11 14:44:40,26.96,52.52,41.51,0.0,0,-0.05000000000000426,-0.740000000000002,0.22389481657396237
1778499881474,2026-05-11 14:44:41,26.62,52.47,41.44,0.0,0,-0.07000000000000028,-0.740000000000002,0.22205104518209684
1778499882476,2026-05-11 14:44:42,26.74,53.45,41.34,0.0,0,-0.09999999999999432,-0.75,0.227793766376057
1778499883478,2026-05-11 14:44:43,26.7,53.22,41.24,0.0,0,-0.10000000000000142,-0.769999999999996,0.23861638203937793
1778499884480,2026-05-11 14:44:44,26.45,52.93,41.2,0.0,0,-0.03999999999999915,-0.759999999999998,0.23790754506694303
1778499885500,2026-05-11 14:44:45,26.77,52.91,41.08,0.0,0,-0.12000000000000455,-0.8000000000000043,0.24526629518816756
1778499886506,2026-05-11 14:44:46,26.61,53.68,40.98,0.0,0,-0.10000000000000142,-0.8400000000000034,0.2520229266462137
1778499887507,2026-05-11 14:44:47,26.29,53.32,40.87,0.0,0,-0.10999999999999943,-0.8800000000000026,0.2604184666599849
