timestamp_ms,timestamp,temperature,air_humidity,soil_moisture,water_flow,watering,is_anomaly,anomaly_type
1778313959076,2026-05-09 11:05:59,21.24,66.69,43.45,0.0,0,0,normal
1778313960082,2026-05-09 11:06:00,21.15,66.48,43.37,0.0,0,0,normal
1778313961089,2026-05-09 11:06:01,21.35,66.34,43.32,0.0,0,0,normal
1778313962098,2026-05-09 11:06:02,21.26,66.97,43.3,0.0,0,0,normal
1778313963103,2026-05-09 11:06:03,21.47,66.46,43.3,0.0,0,0,normal
1778313964106,2026-05-09 11:06:04,21.52,66.55,43.3,0.0,0,0,normal
1778313965109,2026-05-09 11:06:05,21.45,66.79,43.23,0.0,0,0,normal
1778313966117,2026-05-09 11:06:06,21.67,66.0,43.18,0.0,0,0,normal
1778313967120,2026-05-09 11:06:07,21.79,66.16,43.15,0.0,0,0,normal
1778313968126,2026-05-09 11:06:08,21.63,65.63,43.13,0.0,0,0,normal
1778313969132,2026-05-09 11:06:09,22.1,65.55,43.09,0.0,0,0,normal
1778313970135,2026-05-09 11:06:10,21.96,65.47,43.07,0.0,0,0,normal
1778313971140,2026-05-09 11:06:11,21.78,66.01,43.02,0.0,0,0,normal
1778313972142,2026-05-09 11:06:12,21.88,65.45,43.0,0.0,0,0,normal
1778313973146,2026-05-09 11:06:13,22.37,65.55,42.98,0.0,0,0,normal
1778313974150,2026-05-09 11:06:14,22.21,64.88,42.91,0.0,0,0,normal
1778313975153,2026-05-09 11:06:15,22.15,65.42,42.88,0.0,0,0,normal
1778313976157,2026-05-09 11:06:16,22.26,65.15,42.83,0.0,0,0,normal
1778313977160,2026-05-09 11:06:17,22.61,64.59,42.78,0.0,0,0,normal
1778313978162,2026-05-09 11:06:18,22.41,65.21,42.75,0.0,0,0,normal
1778313979165,2026-05-09 11:06:19,22.67,64.64,42.74,0.0,0,0,normal
1778313980168,2026-05-09 11:06:20,22.91,64.43,42.68,0.0,0,0,normal
1778313981172,2026-05-09 11:06:21,22.63,64.38,42.62,0.0,0,0,normal
1778313982175,2026-05-09 11:06:22,22.69,64.63,42.61,0.0,0,0,normal
1778313983179,2026-05-09 11:06:23,22.72,64.62,42.54,0.0,0,0,normal
1778313984182,2026-05-09 11:06:24,23.11,64.28,42.52,0.0,0,0,normal
1778313985185,2026-05-09 11:06:25,23.18,64.0,42.53,0.0,0,0,normal
1778313986188,2026-05-09 11:06:26,23.3,63.94,42.47,0.0,0,0,normal
1778313987192,2026-05-09 11:06:27,23.03,63.72,42.39,0.0,0,0,normal
1778313988215,2026-05-09 11:06:28,23.11,63.64,42.33,0.0,0,0,normal
1778313989253,2026-05-09 11:06:29,23.66,63.65,42.32,0.0,0,0,normal
1778313990256,2026-05-09 11:06:30,23.52,62.8,42.31,0.0,0,0,normal
1778313991262,2026-05-09 11:06:31,23.35,62.91,42.28,0.0,0,0,normal
1778313992265,2026-05-09 11:06:32,23.6,62.51,42.28,0.0,0,0,normal
1778313993268,2026-05-09 11:06:33,23.96,62.39,42.28,0.0,0,0,normal
1778313994272,2026-05-09 11:06:34,24.07,62.4,42.28,0.0,0,0,normal
1778313995275,2026-05-09 11:06:35,24.11,61.93,42.25,0.0,0,0,normal
1778313996279,2026-05-09 11:06:36,24.17,62.49,42.22,0.0,0,0,normal
1778313997282,2026-05-09 11:06:37,24.29,62.05,42.15,0.0,0,0,normal
1778313998285,2026-05-09 11:06:38,24.03,61.37,42.12,0.0,0,0,normal
1778313999288,2026-05-09 11:06:39,24.39,61.24,42.05,0.0,0,0,normal
1778314000291,2026-05-09 11:06:40,24.21,61.47,41.99,0.0,0,0,normal
1778314001295,2026-05-09 11:06:41,24.28,61.79,41.95,0.0,0,0,normal
1778314002298,2026-05-09 11:06:42,24.69,60.94,41.94,0.0,0,0,normal
1778314003301,2026-05-09 11:06:43,24.45,61.31,41.89,0.0,0,0,normal
1778314004306,2026-05-09 11:06:44,24.59,60.59,41.83,0.0,0,0,normal
1778314005309,2026-05-09 11:06:45,24.77,60.25,41.76,0.0,0,0,normal
1778314006313,2026-05-09 11:06:46,24.62,60.28,41.73,0.0,0,0,normal
1778314007318,2026-05-09 11:06:47,24.84,60.72,41.68,0.0,0,0,normal
1778314008321,2026-05-09 11:06:48,25.05,60.55,41.61,0.0,0,0,normal
1778314009325,2026-05-09 11:06:49,24.85,59.83,41.56,0.0,0,0,normal
1778314010329,2026-05-09 11:06:50,25.3,59.94,41.55,0.0,0,0,normal
1778314011333,2026-05-09 11:06:51,25.04,59.85,41.51,0.0,0,0,normal
1778314012336,2026-05-09 11:06:52,25.26,59.25,41.48,0.0,0,0,normal
1778314013339,2026-05-09 11:06:53,25.4,59.16,41.4,0.0,0,0,normal
1778314014343,2026-05-09 11:06:54,25.31,59.59,41.33,0.0,0,0,normal
1778314015346,2026-05-09 11:06:55,25.41,58.5,41.31,0.0,0,0,normal
1778314016352,2026-05-09 11:06:56,25.64,58.9,41.3,0.0,0,0,normal
1778314017356,2026-05-09 11:06:57,25.46,58.83,41.23,0.0,0,0,normal
1778314018364,2026-05-09 11:06:58,25.62,58.23,41.19,0.0,0,0,normal
1778314019368,2026-05-09 11:06:59,25.79,58.16,41.17,0.0,0,0,normal
1778314020370,2026-05-09 11:07:00,25.85,57.95,41.11,0.0,0,0,normal
1778314021372,2026-05-09 11:07:01,26.1,58.43,41.07,0.0,0,0,normal
1778314022373,2026-05-09 11:07:02,25.9,57.5,41.05,0.0,0,0,normal
1778314023375,2026-05-09 11:07:03,26.0,57.46,41.0,0.0,0,0,normal
1778314024377,2026-05-09 11:07:04,26.43,57.35,40.94,0.0,0,0,normal
1778314025378,2026-05-09 11:07:05,26.35,57.33,40.9,0.0,0,0,normal
1778314026380,2026-05-09 11:07:06,26.51,57.67,40.83,0.0,0,0,normal
1778314027382,2026-05-09 11:07:07,26.21,57.37,40.76,0.0,0,0,normal
1778314028383,2026-05-09 11:07:08,26.71,56.71,40.73,0.0,0,0,normal
1778314029385,2026-05-09 11:07:09,26.79,56.44,40.67,0.0,0,0,normal
1778314030386,2026-05-09 11:07:10,26.67,56.51,40.59,0.0,0,0,normal
1778314031390,2026-05-09 11:07:11,26.57,56.54,40.54,0.0,0,0,normal
1778314032391,2026-05-09 11:07:12,26.96,56.55,40.48,0.0,0,0,normal
1778314033393,2026-05-09 11:07:13,26.69,56.38,40.41,0.0,0,0,normal
1778314034395,2026-05-09 11:07:14,26.78,55.91,40.31,0.0,0,0,normal
1778314035398,2026-05-09 11:07:15,26.73,55.5,40.28,0.0,0,0,normal
1778314036400,2026-05-09 11:07:16,26.92,55.59,40.21,0.0,0,0,normal
1778314037405,2026-05-09 11:07:17,27.24,55.57,40.15,0.0,0,0,normal
1778314038408,2026-05-09 11:07:18,27.09,55.4,40.04,0.0,0,0,normal
1778314039409,2026-05-09 11:07:19,27.05,55.16,39.98,0.0,0,0,normal
1778314040411,2026-05-09 11:07:20,27.2,55.46,39.92,2.23,1,0,normal
1778314041413,2026-05-09 11:07:21,27.14,54.56,40.11,2.43,1,0,normal
1778314042415,2026-05-09 11:07:22,27.3,54.87,40.29,2.43,1,0,normal
1778314043416,2026-05-09 11:07:23,27.32,55.17,40.49,2.33,1,0,normal
1778314044418,2026-05-09 11:07:24,27.16,54.29,40.68,1.86,1,0,normal
1778314045420,2026-05-09 11:07:25,27.61,54.28,40.83,2.19,1,0,normal
1778314046422,2026-05-09 11:07:26,27.51,54.57,41.03,1.96,1,0,normal
1778314047424,2026-05-09 11:07:27,27.33,54.33,41.18,1.95,1,0,normal
1778314048426,2026-05-09 11:07:28,27.45,54.56,41.33,1.76,1,0,normal
1778314049430,2026-05-09 11:07:29,27.59,53.74,41.47,2.48,1,0,normal
1778314050431,2026-05-09 11:07:30,27.65,53.68,41.64,1.77,1,0,normal
1778314051433,2026-05-09 11:07:31,27.55,53.62,41.72,1.7,1,0,normal
1778314052435,2026-05-09 11:07:32,27.5,53.65,41.8,1.74,1,0,normal
1778314053440,2026-05-09 11:07:33,27.52,53.43,41.87,2.17,1,0,normal
1778314054442,2026-05-09 11:07:34,27.65,54.03,42.02,2.27,1,0,normal
1778314055444,2026-05-09 11:07:35,27.65,53.11,42.17,2.39,1,0,normal
1778314056445,2026-05-09 11:07:36,27.71,53.22,42.36,2.18,1,0,normal
1778314057447,2026-05-09 11:07:37,27.68,53.37,42.54,1.55,1,0,normal
1778314058448,2026-05-09 11:07:38,27.66,52.77,42.59,2.19,1,0,normal
1778314059450,2026-05-09 11:07:39,28.06,52.6,42.73,2.02,1,0,normal
1778314060451,2026-05-09 11:07:40,28.05,53.33,42.83,1.99,1,0,normal
1778314061454,2026-05-09 11:07:41,27.76,53.37,43.0,1.87,1,0,normal
1778314062456,2026-05-09 11:07:42,27.84,53.22,43.12,1.93,1,0,normal
1778314063458,2026-05-09 11:07:43,28.07,52.93,43.25,2.32,1,0,normal
1778314064460,2026-05-09 11:07:44,27.73,52.27,43.39,1.94,1,0,normal
1778314065461,2026-05-09 11:07:45,27.92,52.29,43.5,2.29,1,0,normal
1778314066464,2026-05-09 11:07:46,27.89,52.46,43.66,1.72,1,0,normal
1778314067466,2026-05-09 11:07:47,28.16,52.06,43.75,2.41,1,0,normal
1778314068467,2026-05-09 11:07:48,27.9,52.65,43.94,2.18,1,0,normal
1778314069469,2026-05-09 11:07:49,28.11,52.28,44.09,1.78,1,0,normal
1778314070471,2026-05-09 11:07:50,28.22,51.9,44.21,0.0,0,0,normal
1778314071473,2026-05-09 11:07:51,28.08,51.96,44.1,0.0,0,0,normal
1778314072476,2026-05-09 11:07:52,28.14,52.19,43.98,0.0,0,0,normal
1778314073477,2026-05-09 11:07:53,27.83,52.08,43.88,0.0,0,0,normal
1778314074479,2026-05-09 11:07:54,27.75,51.9,43.76,0.0,0,0,normal
1778314075480,2026-05-09 11:07:55,27.81,52.38,43.71,0.0,0,0,normal
1778314076483,2026-05-09 11:07:56,27.81,52.16,43.62,0.0,0,0,normal
1778314077484,2026-05-09 11:07:57,28.12,51.97,43.5,0.0,0,0,normal
1778314078486,2026-05-09 11:07:58,28.07,51.65,43.43,0.0,0,0,normal
1778314079488,2026-05-09 11:07:59,28.02,52.46,43.31,0.0,0,0,normal
1778314080490,2026-05-09 11:08:00,28.03,51.87,43.2,0.0,0,0,normal
1778314081493,2026-05-09 11:08:01,27.88,52.1,43.15,0.0,0,0,normal
1778314082496,2026-05-09 11:08:02,28.06,52.09,43.08,0.0,0,0,normal
1778314083498,2026-05-09 11:08:03,27.71,51.65,42.96,0.0,0,0,normal
1778314084500,2026-05-09 11:08:04,27.87,52.22,42.86,0.0,0,0,normal
1778314085503,2026-05-09 11:08:05,27.61,52.21,42.78,0.0,0,0,normal
1778314086506,2026-05-09 11:08:06,27.92,52.37,42.7,0.0,0,0,normal
1778314087509,2026-05-09 11:08:07,27.8,51.98,42.62,0.0,0,0,normal
1778314088511,2026-05-09 11:08:08,27.97,51.96,42.56,0.0,0,0,normal
1778314089512,2026-05-09 11:08:09,27.76,52.32,42.45,0.0,0,0,normal
1778314090514,2026-05-09 11:08:10,27.62,52.43,42.39,0.0,0,0,normal
1778314091516,2026-05-09 11:08:11,27.55,52.26,42.32,0.0,0,0,normal
1778314092518,2026-05-09 11:08:12,27.55,51.83,42.25,0.0,0,0,normal
1778314093520,2026-05-09 11:08:13,27.6,51.72,42.19,0.0,0,0,normal
1778314094522,2026-05-09 11:08:14,27.55,52.37,42.1,0.0,0,0,normal
1778314095525,2026-05-09 11:08:15,27.73,51.72,42.02,0.0,0,0,normal
1778314096527,2026-05-09 11:08:16,27.59,52.29,41.9,0.0,0,0,normal
1778314097529,2026-05-09 11:08:17,27.31,52.17,41.83,0.0,0,0,normal
1778314098532,2026-05-09 11:08:18,27.17,52.23,41.71,0.0,0,0,normal
1778314099535,2026-05-09 11:08:19,27.29,51.93,41.66,0.0,0,0,normal
1778314100537,2026-05-09 11:08:20,27.38,52.14,41.54,0.0,0,0,normal
1778314101539,2026-05-09 11:08:21,27.39,52.95,41.49,0.0,0,0,normal
1778314102541,2026-05-09 11:08:22,27.42,53.01,41.41,0.0,0,0,normal
1778314103543,2026-05-09 11:08:23,27.07,52.21,41.33,0.0,0,0,normal
1778314104545,2026-05-09 11:08:24,26.94,52.59,41.23,0.0,0,0,normal
1778314105547,2026-05-09 11:08:25,27.15,52.27,41.18,0.0,0,0,normal
1778314106549,2026-05-09 11:08:26,26.94,53.3,41.07,0.0,0,0,normal
1778314107551,2026-05-09 11:08:27,26.77,53.0,41.02,0.0,0,0,normal
1778314108554,2026-05-09 11:08:28,26.97,53.03,40.92,0.0,0,0,normal
1778314109556,2026-05-09 11:08:29,27.01,52.75,40.87,0.0,0,0,normal
1778314110558,2026-05-09 11:08:30,26.77,52.98,40.82,0.0,0,0,normal
1778314111561,2026-05-09 11:08:31,26.45,53.27,40.78,0.0,0,0,normal
1778314112562,2026-05-09 11:08:32,26.6,53.03,40.69,0.0,0,0,normal
1778314113564,2026-05-09 11:08:33,26.42,53.55,40.66,0.0,0,0,normal
1778314114566,2026-05-09 11:08:34,26.59,53.44,40.61,0.0,0,0,normal
1778314115569,2026-05-09 11:08:35,26.26,53.31,40.54,0.0,0,0,normal
1778314116571,2026-05-09 11:08:36,26.13,53.91,40.48,0.0,0,0,normal
1778314117572,2026-05-09 11:08:37,26.22,53.48,40.43,0.0,0,0,normal
1778314118576,2026-05-09 11:08:38,26.41,53.75,40.32,0.0,0,0,normal
1778314119578,2026-05-09 11:08:39,26.04,53.89,40.23,0.0,0,0,normal
1778314120579,2026-05-09 11:08:40,26.28,54.59,40.12,0.0,0,0,normal
1778314121583,2026-05-09 11:08:41,26.02,54.21,40.02,0.0,0,0,normal
1778314122586,2026-05-09 11:08:42,26.14,54.79,39.92,0.0,0,0,normal
1778314123588,2026-05-09 11:08:43,25.78,54.07,39.85,1.92,1,0,normal
1778314124590,2026-05-09 11:08:44,25.97,54.77,39.96,1.74,1,0,normal
1778314125592,2026-05-09 11:08:45,25.78,55.17,40.13,2.09,1,0,normal
1778314126594,2026-05-09 11:08:46,25.62,55.16,40.27,1.65,1,0,normal
1778314127596,2026-05-09 11:08:47,25.53,55.46,40.43,2.23,1,0,normal
1778314128601,2026-05-09 11:08:48,25.6,55.19,40.65,1.85,1,0,normal
1778314129603,2026-05-09 11:08:49,25.49,54.81,40.77,1.54,1,0,normal
1778314130605,2026-05-09 11:08:50,25.32,54.95,40.91,1.78,1,0,normal
1778314131608,2026-05-09 11:08:51,25.21,55.63,41.03,1.88,1,0,normal
1778314132610,2026-05-09 11:08:52,24.95,55.72,41.17,1.74,1,0,normal
1778314133613,2026-05-09 11:08:53,24.9,55.7,41.34,2.32,1,0,normal
1778314134615,2026-05-09 11:08:54,24.95,55.53,41.5,1.77,1,0,normal
1778314135620,2026-05-09 11:08:55,25.06,56.6,41.67,1.66,1,0,normal
1778314136623,2026-05-09 11:08:56,24.78,56.25,41.81,1.63,1,0,normal
1778314137625,2026-05-09 11:08:57,24.81,56.69,41.96,2.01,1,0,normal
1778314138629,2026-05-09 11:08:58,24.54,56.35,42.15,2.37,1,0,normal
1778314139632,2026-05-09 11:08:59,24.47,56.98,42.35,2.4,1,0,normal
1778314140636,2026-05-09 11:09:00,24.48,56.57,42.57,1.7,1,0,normal
1778314141643,2026-05-09 11:09:01,24.52,57.45,42.75,1.52,1,0,normal
1778314142646,2026-05-09 11:09:02,24.23,56.97,42.86,2.35,1,0,normal
1778314143651,2026-05-09 11:09:03,24.47,57.7,43.06,1.79,1,0,normal
1778314144657,2026-05-09 11:09:04,24.39,57.74,43.18,1.88,1,0,normal
1778314145663,2026-05-09 11:09:05,24.13,57.36,43.33,1.7,1,0,normal
1778314146669,2026-05-09 11:09:06,23.98,58.26,43.46,1.85,1,0,normal
1778314147671,2026-05-09 11:09:07,24.15,57.68,43.63,2.3,1,0,normal
1778314148677,2026-05-09 11:09:08,23.85,58.16,43.88,1.61,1,0,normal
1778314149682,2026-05-09 11:09:09,23.61,57.85,44.05,2.35,1,0,normal
1778314150685,2026-05-09 11:09:10,23.59,58.57,44.29,1.57,1,0,normal
1778314151688,2026-05-09 11:09:11,23.45,59.05,44.42,2.39,1,0,normal
1778314152692,2026-05-09 11:09:12,23.46,58.87,44.63,2.47,1,0,normal
1778314153698,2026-05-09 11:09:13,23.29,59.11,44.89,0.0,0,0,normal
1778314154703,2026-05-09 11:09:14,23.58,59.05,44.81,0.0,0,0,normal
1778314155709,2026-05-09 11:09:15,23.23,59.05,44.74,0.0,0,0,normal
1778314156716,2026-05-09 11:09:16,22.92,59.54,44.67,0.0,0,0,normal
1778314157719,2026-05-09 11:09:17,22.91,59.23,44.63,0.0,0,0,normal
1778314158723,2026-05-09 11:09:18,22.83,59.37,44.61,0.0,0,0,normal
1778314159726,2026-05-09 11:09:19,22.61,60.09,44.57,0.0,0,0,normal
1778314160732,2026-05-09 11:09:20,22.57,59.89,44.5,0.0,0,0,normal
1778314161736,2026-05-09 11:09:21,22.92,60.73,44.5,0.0,0,0,normal
1778314162741,2026-05-09 11:09:22,22.5,60.86,44.49,0.0,0,0,normal
1778314163743,2026-05-09 11:09:23,22.57,60.71,44.47,0.0,0,0,normal
1778314164748,2026-05-09 11:09:24,22.64,60.34,44.47,0.0,0,0,normal
1778314165753,2026-05-09 11:09:25,22.5,60.62,44.42,0.0,0,0,normal
1778314166760,2026-05-09 11:09:26,22.12,61.37,44.37,0.0,0,0,normal
1778314167763,2026-05-09 11:09:27,22.13,60.98,44.37,0.0,0,0,normal
1778314168768,2026-05-09 11:09:28,22.03,61.17,44.33,0.0,0,0,normal
1778314169772,2026-05-09 11:09:29,22.11,61.24,44.33,0.0,0,0,normal
1778314170776,2026-05-09 11:09:30,22.2,62.25,44.32,0.0,0,0,normal
1778314171780,2026-05-09 11:09:31,21.79,61.61,44.28,0.0,0,0,normal
1778314172784,2026-05-09 11:09:32,21.77,62.3,44.24,0.0,0,0,normal
1778314173786,2026-05-09 11:09:33,21.99,61.97,44.18,0.0,0,0,normal
1778314174792,2026-05-09 11:09:34,21.66,62.29,44.14,0.0,0,0,normal
1778314175796,2026-05-09 11:09:35,21.72,62.72,44.11,0.0,0,0,normal
1778314176801,2026-05-09 11:09:36,21.44,62.38,44.08,0.0,0,0,normal
1778314177803,2026-05-09 11:09:37,21.67,63.22,44.06,0.0,0,0,normal
1778314178805,2026-05-09 11:09:38,21.23,62.96,44.02,0.0,0,0,normal
1778314179809,2026-05-09 11:09:39,21.47,63.71,44.0,0.0,0,0,normal
1778314180815,2026-05-09 11:09:40,21.53,63.0,43.94,0.0,0,0,normal
1778314181819,2026-05-09 11:09:41,21.44,63.57,43.93,0.0,0,0,normal
1778314182825,2026-05-09 11:09:42,20.96,63.99,43.86,0.0,0,0,normal
1778314183829,2026-05-09 11:09:43,21.01,64.19,43.83,0.0,0,0,normal
1778314184834,2026-05-09 11:09:44,21.02,63.84,43.8,0.0,0,0,normal
1778314185840,2026-05-09 11:09:45,21.1,63.88,43.77,0.0,0,0,normal
1778314186842,2026-05-09 11:09:46,20.82,64.14,43.71,0.0,0,0,normal
1778314187848,2026-05-09 11:09:47,20.87,64.02,43.66,0.0,0,0,normal
1778314188852,2026-05-09 11:09:48,20.78,65.02,43.63,0.0,0,0,normal
1778314189858,2026-05-09 11:09:49,20.88,64.72,43.61,0.0,0,0,normal
1778314190863,2026-05-09 11:09:50,20.64,64.47,43.54,0.0,0,0,normal
1778314191870,2026-05-09 11:09:51,20.67,65.18,43.47,0.0,0,0,normal
1778314192874,2026-05-09 11:09:52,20.51,64.61,43.43,0.0,0,0,normal
1778314193880,2026-05-09 11:09:53,20.64,65.57,43.36,0.0,0,0,normal
1778314194881,2026-05-09 11:09:54,20.78,65.4,43.37,0.0,0,0,normal
1778314195885,2026-05-09 11:09:55,20.77,65.46,43.36,0.0,0,0,normal
1778314196888,2026-05-09 11:09:56,20.62,65.14,43.3,0.0,0,0,normal
1778314197890,2026-05-09 11:09:57,20.21,65.56,43.24,0.0,0,0,normal
1778314198895,2026-05-09 11:09:58,20.59,65.5,43.17,0.0,0,0,normal
1778314199896,2026-05-09 11:09:59,20.55,66.01,43.14,0.0,0,0,normal
1778314200900,2026-05-09 11:10:00,20.32,66.02,43.1,0.0,0,0,normal
1778314201915,2026-05-09 11:10:01,20.54,66.27,43.06,0.0,0,0,normal
1778314202927,2026-05-09 11:10:02,20.09,65.83,42.99,0.0,0,0,normal
1778314203933,2026-05-09 11:10:03,20.33,66.34,42.92,0.0,0,0,normal
1778314204935,2026-05-09 11:10:04,20.46,66.89,42.92,0.0,0,0,normal
1778314205937,2026-05-09 11:10:05,20.07,66.51,42.88,0.0,0,0,normal
1778314206940,2026-05-09 11:10:06,20.42,67.09,42.86,0.0,0,0,normal
1778314207943,2026-05-09 11:10:07,20.18,66.34,42.83,0.0,0,0,normal
1778314208945,2026-05-09 11:10:08,19.98,67.03,42.78,0.0,0,0,normal
1778314209946,2026-05-09 11:10:09,19.88,66.84,42.76,0.0,0,0,normal
1778314210948,2026-05-09 11:10:10,20.19,67.08,42.72,0.0,0,0,normal
1778314211950,2026-05-09 11:10:11,20.1,66.67,42.67,0.0,0,0,normal
1778314212957,2026-05-09 11:10:12,19.96,66.95,42.64,0.0,0,0,normal
1778314213973,2026-05-09 11:10:13,19.82,67.21,42.58,0.0,0,0,normal
1778314214975,2026-05-09 11:10:14,20.2,66.95,42.58,0.0,0,0,normal
1778314215976,2026-05-09 11:10:15,19.82,67.0,42.53,0.0,0,0,normal
1778314216979,2026-05-09 11:10:16,19.8,67.76,42.47,0.0,0,0,normal
1778314217980,2026-05-09 11:10:17,19.9,67.57,42.47,0.0,0,0,normal
1778314218982,2026-05-09 11:10:18,19.82,67.92,42.48,0.0,0,0,normal
1778314219984,2026-05-09 11:10:19,19.8,68.06,42.46,0.0,0,0,normal
1778314220985,2026-05-09 11:10:20,20.24,67.76,42.42,0.0,0,0,normal
1778314221988,2026-05-09 11:10:21,19.84,67.24,42.36,0.0,0,0,normal
1778314222990,2026-05-09 11:10:22,19.84,67.78,42.3,0.0,0,0,normal
1778314223992,2026-05-09 11:10:23,20.04,68.04,42.27,0.0,0,0,normal
1778314224994,2026-05-09 11:10:24,20.23,68.11,42.21,0.0,0,0,normal
1778314225996,2026-05-09 11:10:25,19.83,67.39,42.2,0.0,0,0,normal
1778314226998,2026-05-09 11:10:26,20.18,68.27,42.17,0.0,0,0,normal
1778314227999,2026-05-09 11:10:27,19.91,68.32,42.18,0.0,0,0,normal
1778314229001,2026-05-09 11:10:29,20.2,68.31,42.17,0.0,0,0,normal
1778314230002,2026-05-09 11:10:30,19.86,67.83,42.12,0.0,0,0,normal
1778314231004,2026-05-09 11:10:31,19.85,67.49,42.11,0.0,0,0,normal
1778314232006,2026-05-09 11:10:32,19.87,68.09,42.08,0.0,0,0,normal
1778314233008,2026-05-09 11:10:33,19.91,67.59,42.01,0.0,0,0,normal
1778314234010,2026-05-09 11:10:34,19.95,68.42,42.0,0.0,0,0,normal
1778314235012,2026-05-09 11:10:35,20.06,68.09,41.93,0.0,0,0,normal
1778314236014,2026-05-09 11:10:36,20.31,67.72,41.92,0.0,0,0,normal
1778314237016,2026-05-09 11:10:37,20.34,68.16,41.85,0.0,0,0,normal
1778314238018,2026-05-09 11:10:38,20.39,67.89,41.79,0.0,0,0,normal
1778314239020,2026-05-09 11:10:39,20.14,67.62,41.78,0.0,0,0,normal
1778314240022,2026-05-09 11:10:40,20.26,67.94,41.77,0.0,0,0,normal
1778314241024,2026-05-09 11:10:41,20.48,67.54,41.74,0.0,0,0,normal
1778314242026,2026-05-09 11:10:42,20.44,68.14,41.69,0.0,0,0,normal
1778314243027,2026-05-09 11:10:43,20.21,67.49,41.62,0.0,0,0,normal
1778314244030,2026-05-09 11:10:44,20.62,67.94,41.61,0.0,0,0,normal
1778314245031,2026-05-09 11:10:45,20.42,67.67,41.61,0.0,0,0,normal
1778314246033,2026-05-09 11:10:46,20.63,67.57,41.58,0.0,0,0,normal
1778314247036,2026-05-09 11:10:47,20.74,68.19,41.53,0.0,0,0,normal
1778314248037,2026-05-09 11:10:48,20.75,67.88,41.51,0.0,0,0,normal
1778314249040,2026-05-09 11:10:49,20.88,67.34,41.46,0.0,0,0,normal
1778314250045,2026-05-09 11:10:50,20.53,67.68,41.45,0.0,0,0,normal
1778314251047,2026-05-09 11:10:51,20.81,67.72,41.42,0.0,0,0,normal
1778314252049,2026-05-09 11:10:52,20.84,67.1,41.41,0.0,0,0,normal
1778314253051,2026-05-09 11:10:53,20.79,66.96,41.39,0.0,0,0,normal
1778314254053,2026-05-09 11:10:54,20.74,67.05,41.35,0.0,0,0,normal
1778314255055,2026-05-09 11:10:55,21.02,67.15,41.29,0.0,0,0,normal
1778314256057,2026-05-09 11:10:56,21.1,67.74,41.26,0.0,0,0,normal
1778314257059,2026-05-09 11:10:57,20.85,67.59,41.21,0.0,0,0,normal
1778314258061,2026-05-09 11:10:58,21.08,66.75,41.19,0.0,0,0,normal
1778314259063,2026-05-09 11:10:59,21.36,67.19,41.14,0.0,0,0,normal
1778314260065,2026-05-09 11:11:00,21.14,66.82,41.13,0.0,0,0,normal
1778314261066,2026-05-09 11:11:01,21.41,66.82,41.13,0.0,0,0,normal
1778314262069,2026-05-09 11:11:02,21.16,66.43,41.09,0.0,0,0,normal
1778314263070,2026-05-09 11:11:03,21.22,66.45,41.07,0.0,0,0,normal
1778314264072,2026-05-09 11:11:04,21.28,66.48,41.0,0.0,0,0,normal
1778314265074,2026-05-09 11:11:05,21.61,66.45,40.99,0.0,0,0,normal
