timestamp_ms,timestamp,temperature,air_humidity,soil_moisture,water_flow,watering
1778499703787,2026-05-11 14:41:43,19.88,68.07,44.11,1.57,1
1778499704793,2026-05-11 14:41:44,19.94,68.04,44.22,2.45,1
1778499705796,2026-05-11 14:41:45,20.33,67.61,44.44,1.95,1
1778499706801,2026-05-11 14:41:46,20.28,68.47,44.66,2.16,1
1778499707806,2026-05-11 14:41:47,20.42,68.41,44.9,2.45,1
1778499708812,2026-05-11 14:41:48,19.98,68.37,45.16,1.84,1
1778499709816,2026-05-11 14:41:49,20.44,68.06,45.12,0.0,0
1778499710819,2026-05-11 14:41:50,20.2,68.0,45.07,0.0,0
1778499711823,2026-05-11 14:41:51,20.36,68.16,45.03,0.0,0
1778499712828,2026-05-11 14:41:52,20.56,67.97,44.97,0.0,0
1778499713834,2026-05-11 14:41:53,20.33,67.44,44.94,0.0,0
1778499714839,2026-05-11 14:41:54,20.24,67.47,44.91,0.0,0
1778499715845,2026-05-11 14:41:55,20.22,67.56,44.89,0.0,0
1778499716850,2026-05-11 14:41:56,20.27,67.72,44.85,0.0,0
1778499717855,2026-05-11 14:41:57,20.31,68.25,44.81,0.0,0
1778499718859,2026-05-11 14:41:58,20.61,67.89,44.76,0.0,0
1778499719864,2026-05-11 14:41:59,20.55,68.03,44.73,0.0,0
1778499720870,2026-05-11 14:42:00,20.83,67.43,44.66,0.0,0
1778499721875,2026-05-11 14:42:01,20.49,67.42,44.62,0.0,0
1778499722879,2026-05-11 14:42:02,20.87,67.96,44.57,0.0,0
1778499723885,2026-05-11 14:42:03,20.72,67.17,44.51,0.0,0
1778499724890,2026-05-11 14:42:04,20.69,67.58,44.5,0.0,0
1778499725895,2026-05-11 14:42:05,20.79,66.94,44.5,0.0,0
1778499726900,2026-05-11 14:42:06,21.11,67.86,44.51,0.0,0
1778499727904,2026-05-11 14:42:07,21.17,67.67,44.51,0.0,0
1778499728910,2026-05-11 14:42:08,21.3,67.31,44.49,0.0,0
1778499729915,2026-05-11 14:42:09,21.21,67.61,44.45,0.0,0
1778499730916,2026-05-11 14:42:10,21.09,66.82,44.4,0.0,0
1778499731921,2026-05-11 14:42:11,21.19,67.15,44.4,0.0,0
1778499732926,2026-05-11 14:42:12,21.24,66.98,44.34,0.0,0
1778499733929,2026-05-11 14:42:13,21.19,66.9,44.33,0.0,0
1778499734932,2026-05-11 14:42:14,21.53,67.23,44.26,0.0,0
1778499735935,2026-05-11 14:42:15,21.76,66.52,44.23,0.0,0
1778499736940,2026-05-11 14:42:16,21.73,66.36,44.22,0.0,0
1778499737942,2026-05-11 14:42:17,21.86,66.41,44.15,0.0,0
1778499738948,2026-05-11 14:42:18,21.91,66.16,44.15,0.0,0
1778499739953,2026-05-11 14:42:19,22.0,66.6,44.12,0.0,0
1778499740958,2026-05-11 14:42:20,22.11,65.99,44.13,0.0,0
1778499741963,2026-05-11 14:42:21,21.69,66.14,44.05,0.0,0
1778499742968,2026-05-11 14:42:22,22.01,66.09,44.0,0.0,0
1778499743973,2026-05-11 14:42:23,22.05,66.31,43.96,0.0,0
1778499744978,2026-05-11 14:42:24,22.31,65.35,43.96,0.0,0
1778499745984,2026-05-11 14:42:25,22.12,65.47,43.9,0.0,0
1778499746989,2026-05-11 14:42:26,22.38,65.28,43.87,0.0,0
1778499747993,2026-05-11 14:42:27,22.4,65.55,43.8,0.0,0
1778499749000,2026-05-11 14:42:29,22.33,65.56,43.74,0.0,0
1778499750005,2026-05-11 14:42:30,22.56,65.21,43.74,0.0,0
1778499751010,2026-05-11 14:42:31,22.42,64.55,43.73,0.0,0
1778499752015,2026-05-11 14:42:32,22.79,64.87,43.66,0.0,0
1778499753020,2026-05-11 14:42:33,22.94,65.18,43.61,0.0,0
1778499754027,2026-05-11 14:42:34,22.9,64.59,43.6,0.0,0
1778499755032,2026-05-11 14:42:35,23.16,64.32,43.59,0.0,0
1778499756037,2026-05-11 14:42:36,22.91,64.75,43.56,0.0,0
1778499757042,2026-05-11 14:42:37,22.91,64.51,43.54,0.0,0
1778499758047,2026-05-11 14:42:38,23.37,64.14,43.47,0.0,0
1778499759053,2026-05-11 14:42:39,23.48,63.87,43.41,0.0,0
1778499760058,2026-05-11 14:42:40,23.46,63.9,43.34,0.0,0
1778499761063,2026-05-11 14:42:41,23.62,63.72,43.34,0.0,0
1778499762068,2026-05-11 14:42:42,23.3,63.72,43.28,0.0,0
1778499763074,2026-05-11 14:42:43,23.57,63.66,43.28,0.0,0
1778499764080,2026-05-11 14:42:44,23.68,63.26,43.24,0.0,0
1778499765083,2026-05-11 14:42:45,23.85,62.64,43.23,0.0,0
1778499766088,2026-05-11 14:42:46,23.61,62.7,43.16,0.0,0
1778499767092,2026-05-11 14:42:47,23.68,62.84,43.16,0.0,0
1778499768095,2026-05-11 14:42:48,24.19,62.02,43.15,0.0,0
1778499769098,2026-05-11 14:42:49,24.14,62.75,43.11,0.0,0
1778499770102,2026-05-11 14:42:50,23.99,62.13,43.09,0.0,0
1778499771106,2026-05-11 14:42:51,24.32,61.91,43.06,0.0,0
1778499772111,2026-05-11 14:42:52,24.43,61.58,43.05,0.0,0
1778499773116,2026-05-11 14:42:53,24.61,62.09,43.02,0.0,0
1778499774122,2026-05-11 14:42:54,24.4,61.47,42.97,0.0,0
1778499775127,2026-05-11 14:42:55,24.53,61.5,42.91,0.0,0
1778499776131,2026-05-11 14:42:56,24.56,60.86,42.9,0.0,0
1778499777137,2026-05-11 14:42:57,24.51,61.25,42.87,0.0,0
1778499778141,2026-05-11 14:42:58,24.88,60.48,42.84,0.0,0
1778499779147,2026-05-11 14:42:59,24.9,61.04,42.82,0.0,0
1778499780152,2026-05-11 14:43:00,24.98,60.74,42.76,0.0,0
1778499781154,2026-05-11 14:43:01,25.21,60.57,42.69,0.0,0
1778499782159,2026-05-11 14:43:02,25.39,60.4,42.62,0.0,0
1778499783165,2026-05-11 14:43:03,25.39,59.84,42.61,0.0,0
1778499784171,2026-05-11 14:43:04,25.22,59.96,42.55,0.0,0
1778499785176,2026-05-11 14:43:05,25.24,59.47,42.51,0.0,0
1778499786180,2026-05-11 14:43:06,25.24,59.72,42.44,0.0,0
1778499787186,2026-05-11 14:43:07,25.59,59.42,42.43,0.0,0
1778499788190,2026-05-11 14:43:08,25.39,59.23,42.41,0.0,0
1778499789196,2026-05-11 14:43:09,25.59,59.47,42.36,0.0,0
1778499790201,2026-05-11 14:43:10,25.77,58.66,42.32,0.0,0
1778499791205,2026-05-11 14:43:11,25.88,58.41,42.29,0.0,0
1778499792210,2026-05-11 14:43:12,25.98,58.19,42.22,0.0,0
1778499793215,2026-05-11 14:43:13,26.15,58.75,42.18,0.0,0
1778499794221,2026-05-11 14:43:14,26.31,58.31,42.13,0.0,0
1778499795224,2026-05-11 14:43:15,25.95,58.24,42.08,0.0,0
1778499796230,2026-05-11 14:43:16,26.13,57.57,42.06,0.0,0
1778499797234,2026-05-11 14:43:17,26.06,57.2,42.04,0.0,0
1778499798236,2026-05-11 14:43:18,26.49,58.01,41.98,0.0,0
1778499799242,2026-05-11 14:43:19,26.6,57.27,41.91,0.0,0
1778499800245,2026-05-11 14:43:20,26.66,57.08,41.88,0.0,0
1778499801250,2026-05-11 14:43:21,26.42,57.41,41.83,0.0,0
1778499802252,2026-05-11 14:43:22,26.53,56.76,41.78,0.0,0
1778499803257,2026-05-11 14:43:23,26.78,56.48,41.73,0.0,0
1778499804263,2026-05-11 14:43:24,26.56,56.27,41.68,0.0,0
1778499805268,2026-05-11 14:43:25,26.98,55.95,41.61,0.0,0
1778499806273,2026-05-11 14:43:26,26.69,56.63,41.53,0.0,0
1778499807278,2026-05-11 14:43:27,27.16,55.79,41.44,0.0,0
1778499808282,2026-05-11 14:43:28,26.85,56.18,41.4,0.0,0
1778499809288,2026-05-11 14:43:29,27.13,56.06,41.32,0.0,0
1778499810293,2026-05-11 14:43:30,27.17,55.46,41.25,0.0,0
1778499811299,2026-05-11 14:43:31,27.25,55.4,41.16,0.0,0
1778499812304,2026-05-11 14:43:32,27.38,55.17,41.08,0.0,0
1778499813310,2026-05-11 14:43:33,27.39,55.24,40.98,0.0,0
1778499814316,2026-05-11 14:43:34,27.19,55.31,40.9,0.0,0
1778499815319,2026-05-11 14:43:35,27.19,54.77,40.8,0.0,0
1778499816322,2026-05-11 14:43:36,27.29,55.0,40.74,0.0,0
1778499817325,2026-05-11 14:43:37,27.23,54.6,40.62,0.0,0
1778499818327,2026-05-11 14:43:38,27.44,54.19,40.57,0.0,0
1778499819331,2026-05-11 14:43:39,27.59,54.52,40.52,0.0,0
1778499820334,2026-05-11 14:43:40,27.34,54.84,40.41,0.0,0
1778499821336,2026-05-11 14:43:41,27.53,53.83,40.34,0.0,0
1778499822338,2026-05-11 14:43:42,27.51,54.23,40.28,0.0,0
1778499823341,2026-05-11 14:43:43,27.47,53.69,40.17,0.0,0
1778499824344,2026-05-11 14:43:44,27.77,54.42,40.05,0.0,0
1778499825346,2026-05-11 14:43:45,27.7,53.43,39.95,0.0,0
1778499826348,2026-05-11 14:43:46,27.59,53.86,39.87,1.56,1
1778499827350,2026-05-11 14:43:47,27.58,53.75,39.94,1.98,1
1778499828352,2026-05-11 14:43:48,27.91,53.74,40.04,2.42,1
1778499829355,2026-05-11 14:43:49,27.63,53.45,40.2,2.07,1
1778499830357,2026-05-11 14:43:50,28.06,52.88,40.37,1.82,1
1778499831359,2026-05-11 14:43:51,27.94,53.19,40.45,1.73,1
1778499832362,2026-05-11 14:43:52,28.05,53.53,40.55,2.08,1
1778499833365,2026-05-11 14:43:53,28.11,52.93,40.72,1.67,1
1778499834367,2026-05-11 14:43:54,28.03,52.96,40.79,1.95,1
1778499835370,2026-05-11 14:43:55,28.08,53.0,40.94,2.19,1
1778499836372,2026-05-11 14:43:56,27.86,52.83,41.11,1.92,1
1778499837373,2026-05-11 14:43:57,27.83,52.54,41.24,2.29,1
1778499838375,2026-05-11 14:43:58,28.22,53.04,41.42,1.82,1
1778499839377,2026-05-11 14:43:59,28.19,52.14,41.56,1.6,1
1778499840379,2026-05-11 14:44:00,27.75,52.87,41.65,1.59,1
1778499841381,2026-05-11 14:44:01,27.82,52.63,41.7,2.02,1
1778499842383,2026-05-11 14:44:02,27.95,52.75,41.84,2.15,1
1778499843385,2026-05-11 14:44:03,28.18,52.67,41.97,1.89,1
1778499844388,2026-05-11 14:44:04,27.84,52.61,42.13,1.65,1
1778499845390,2026-05-11 14:44:05,28.05,52.75,42.23,2.07,1
1778499846392,2026-05-11 14:44:06,27.99,52.29,42.33,2.09,1
1778499847394,2026-05-11 14:44:07,27.95,52.08,42.49,1.56,1
1778499848396,2026-05-11 14:44:08,27.81,51.77,42.58,1.58,1
1778499849398,2026-05-11 14:44:09,28.06,52.44,42.65,2.36,1
1778499850400,2026-05-11 14:44:10,27.85,52.33,42.81,2.17,1
1778499851402,2026-05-11 14:44:11,28.02,51.71,43.0,1.65,1
1778499852404,2026-05-11 14:44:12,28.12,51.85,43.06,1.77,1
1778499853407,2026-05-11 14:44:13,27.79,51.93,43.2,1.92,1
1778499854409,2026-05-11 14:44:14,28.13,52.07,43.35,2.45,1
1778499855411,2026-05-11 14:44:15,27.73,52.02,43.51,2.19,1
1778499856414,2026-05-11 14:44:16,27.93,52.38,43.39,0.0,0
1778499857416,2026-05-11 14:44:17,27.64,52.07,43.28,0.0,0
1778499858418,2026-05-11 14:44:18,27.66,52.16,43.21,0.0,0
1778499859421,2026-05-11 14:44:19,27.66,51.68,43.1,0.0,0
1778499860423,2026-05-11 14:44:20,27.84,51.97,43.01,0.0,0
1778499861425,2026-05-11 14:44:21,27.53,51.87,42.94,0.0,0
1778499862427,2026-05-11 14:44:22,27.69,51.57,42.86,0.0,0
1778499863429,2026-05-11 14:44:23,27.66,52.52,42.8,0.0,0
1778499864432,2026-05-11 14:44:24,27.86,51.94,42.75,0.0,0
1778499865434,2026-05-11 14:44:25,27.77,51.64,42.7,0.0,0
1778499866436,2026-05-11 14:44:26,27.4,52.35,42.6,0.0,0
1778499867437,2026-05-11 14:44:27,27.43,52.19,42.5,0.0,0
1778499868440,2026-05-11 14:44:28,27.48,51.76,42.41,0.0,0
1778499869443,2026-05-11 14:44:29,27.33,52.35,42.33,0.0,0
1778499870445,2026-05-11 14:44:30,27.43,52.51,42.25,0.0,0
1778499871447,2026-05-11 14:44:31,27.15,52.55,42.18,0.0,0
1778499872450,2026-05-11 14:44:32,27.38,52.15,42.09,0.0,0
1778499873452,2026-05-11 14:44:33,27.17,52.15,42.01,0.0,0
1778499874454,2026-05-11 14:44:34,27.32,51.95,41.96,0.0,0
1778499875456,2026-05-11 14:44:35,27.37,52.61,41.88,0.0,0
1778499876458,2026-05-11 14:44:36,26.89,52.72,41.82,0.0,0
1778499877461,2026-05-11 14:44:37,27.13,52.82,41.75,0.0,0
1778499878463,2026-05-11 14:44:38,27.2,52.47,41.66,0.0,0
1778499879465,2026-05-11 14:44:39,27.14,52.53,41.56,0.0,0
1778499880472,2026-05-11 14:44:40,26.96,52.52,41.51,0.0,0
1778499881474,2026-05-11 14:44:41,26.62,52.47,41.44,0.0,0
1778499882476,2026-05-11 14:44:42,26.74,53.45,41.34,0.0,0
1778499883478,2026-05-11 14:44:43,26.7,53.22,41.24,0.0,0
1778499884480,2026-05-11 14:44:44,26.45,52.93,41.2,0.0,0
1778499885500,2026-05-11 14:44:45,26.77,52.91,41.08,0.0,0
1778499886506,2026-05-11 14:44:46,26.61,53.68,40.98,0.0,0
1778499887507,2026-05-11 14:44:47,26.29,53.32,40.87,0.0,0
1778499888509,2026-05-11 14:44:48,26.5,53.61,40.84,0.0,0
1778499889512,2026-05-11 14:44:49,26.13,53.85,40.75,0.0,0
1778499890514,2026-05-11 14:44:50,26.15,54.07,40.65,0.0,0
1778499891516,2026-05-11 14:44:51,26.18,54.28,40.59,0.0,0
1778499892518,2026-05-11 14:44:52,26.07,53.5,40.55,0.0,0
1778499893520,2026-05-11 14:44:53,26.14,54.4,40.51,0.0,0
1778499894522,2026-05-11 14:44:54,25.83,54.46,40.42,0.0,0
1778499895524,2026-05-11 14:44:55,25.66,53.92,40.32,0.0,0
1778499896526,2026-05-11 14:44:56,25.83,54.69,40.23,0.0,0
1778499897528,2026-05-11 14:44:57,25.71,54.09,40.14,0.0,0
1778499898530,2026-05-11 14:44:58,25.67,54.52,40.04,0.0,0
1778499899532,2026-05-11 14:44:59,25.67,54.85,39.93,0.0,0
1778499900534,2026-05-11 14:45:00,25.5,54.68,39.84,2.16,1
1778499901536,2026-05-11 14:45:01,25.2,54.99,40.02,2.13,1
1778499902537,2026-05-11 14:45:02,25.43,54.94,40.23,2.31,1
1778499903540,2026-05-11 14:45:03,25.32,55.73,40.38,2.3,1
1778499904541,2026-05-11 14:45:04,25.4,55.14,40.55,2.33,1
1778499905544,2026-05-11 14:45:05,25.06,55.32,40.72,2.3,1
1778499906546,2026-05-11 14:45:06,25.22,55.99,40.92,2.04,1
1778499907548,2026-05-11 14:45:07,24.71,55.67,41.07,1.87,1
1778499908549,2026-05-11 14:45:08,24.88,55.73,41.18,1.68,1
1778499909551,2026-05-11 14:45:09,24.68,56.23,41.32,2.04,1
1778499910553,2026-05-11 14:45:10,24.87,56.14,41.53,1.61,1
1778499911555,2026-05-11 14:45:11,24.7,56.37,41.69,2.09,1
1778499912557,2026-05-11 14:45:12,24.57,56.56,41.85,2.05,1
1778499913558,2026-05-11 14:45:13,24.6,57.22,42.0,2.12,1
1778499914561,2026-05-11 14:45:14,24.19,56.83,42.15,2.32,1
1778499915563,2026-05-11 14:45:15,24.12,57.26,42.39,1.55,1
1778499916564,2026-05-11 14:45:16,24.19,57.61,42.49,1.56,1
1778499917567,2026-05-11 14:45:17,24.0,57.0,42.65,2.17,1
1778499918568,2026-05-11 14:45:18,23.94,57.39,42.87,1.63,1
1778499919571,2026-05-11 14:45:19,23.86,57.72,43.04,2.39,1
1778499920573,2026-05-11 14:45:20,23.61,57.64,43.26,1.69,1
1778499921574,2026-05-11 14:45:21,23.77,58.19,43.43,2.33,1
1778499922577,2026-05-11 14:45:22,23.49,58.61,43.65,1.64,1
1778499923579,2026-05-11 14:45:23,23.36,58.79,43.77,2.46,1
1778499924581,2026-05-11 14:45:24,23.4,58.79,43.97,2.19,1
1778499925584,2026-05-11 14:45:25,23.45,58.51,44.17,1.49,1
1778499926587,2026-05-11 14:45:26,23.45,58.86,44.33,2.49,1
1778499927589,2026-05-11 14:45:27,23.27,59.44,44.54,2.03,1
1778499928594,2026-05-11 14:45:28,23.18,59.41,44.76,1.86,1
1778499929598,2026-05-11 14:45:29,23.15,59.45,44.91,2.31,1
1778499930600,2026-05-11 14:45:30,22.85,59.48,44.88,0.0,0
1778499931602,2026-05-11 14:45:31,22.76,59.77,44.87,0.0,0
1778499932607,2026-05-11 14:45:32,23.07,59.87,44.83,0.0,0
1778499933608,2026-05-11 14:45:33,22.69,59.64,44.78,0.0,0
1778499934610,2026-05-11 14:45:34,22.73,60.67,44.76,0.0,0
1778499935613,2026-05-11 14:45:35,22.72,60.49,44.69,0.0,0
1778499936614,2026-05-11 14:45:36,22.29,60.7,44.69,0.0,0
1778499937616,2026-05-11 14:45:37,22.61,60.26,44.68,0.0,0
1778499938618,2026-05-11 14:45:38,22.53,60.37,44.68,0.0,0
1778499939622,2026-05-11 14:45:39,22.06,61.5,44.62,0.0,0
1778499940627,2026-05-11 14:45:40,22.32,61.55,44.62,0.0,0
1778499941629,2026-05-11 14:45:41,21.96,61.15,44.56,0.0,0
1778499942631,2026-05-11 14:45:42,22.24,61.2,44.53,0.0,0
1778499943636,2026-05-11 14:45:43,22.02,61.98,44.51,0.0,0
1778499944642,2026-05-11 14:45:44,21.76,62.31,44.5,0.0,0
1778499945644,2026-05-11 14:45:45,21.71,62.01,44.51,0.0,0
1778499946649,2026-05-11 14:45:46,21.94,62.53,44.48,0.0,0
1778499947656,2026-05-11 14:45:47,21.55,62.28,44.44,0.0,0
1778499948658,2026-05-11 14:45:48,21.44,62.37,44.4,0.0,0
1778499949665,2026-05-11 14:45:49,21.68,63.08,44.39,0.0,0
1778499950668,2026-05-11 14:45:50,21.64,62.33,44.32,0.0,0
1778499951671,2026-05-11 14:45:51,21.6,62.88,44.31,0.0,0
1778499952676,2026-05-11 14:45:52,21.37,63.31,44.28,0.0,0
1778499953679,2026-05-11 14:45:53,21.14,62.99,44.29,0.0,0
1778499954684,2026-05-11 14:45:54,21.35,63.39,44.28,0.0,0
1778499955690,2026-05-11 14:45:55,21.3,63.88,44.27,0.0,0
1778499956696,2026-05-11 14:45:56,21.13,63.59,44.23,0.0,0
1778499957699,2026-05-11 14:45:57,21.25,63.68,44.21,0.0,0
1778499958701,2026-05-11 14:45:58,20.81,64.11,44.21,0.0,0
1778499959708,2026-05-11 14:45:59,20.98,64.02,44.15,0.0,0
1778499960711,2026-05-11 14:46:00,20.95,64.51,44.15,0.0,0
1778499961718,2026-05-11 14:46:01,20.78,64.77,44.11,0.0,0
1778499962723,2026-05-11 14:46:02,20.62,64.32,44.09,0.0,0
1778499963730,2026-05-11 14:46:03,20.72,65.06,44.08,0.0,0
1778499964733,2026-05-11 14:46:04,20.87,65.31,44.07,0.0,0
1778499965738,2026-05-11 14:46:05,20.65,64.5,44.06,0.0,0
1778499966743,2026-05-11 14:46:06,20.54,65.08,44.03,0.0,0
1778499967746,2026-05-11 14:46:07,20.45,64.98,44.01,0.0,0
1778499968751,2026-05-11 14:46:08,20.63,65.06,43.95,0.0,0
1778499969760,2026-05-11 14:46:09,20.69,65.55,43.9,0.0,0
1778499970763,2026-05-11 14:46:10,20.49,65.15,43.83,0.0,0
1778499971766,2026-05-11 14:46:11,20.37,65.34,43.82,0.0,0
1778499972770,2026-05-11 14:46:12,20.18,66.05,43.76,0.0,0
1778499973772,2026-05-11 14:46:13,20.2,65.84,43.73,0.0,0
1778499974775,2026-05-11 14:46:14,20.44,65.68,43.69,0.0,0
1778499975778,2026-05-11 14:46:15,20.27,65.99,43.69,0.0,0
1778499976783,2026-05-11 14:46:16,20.01,66.32,43.62,0.0,0
1778499977785,2026-05-11 14:46:17,20.43,66.05,43.59,0.0,0
1778499978791,2026-05-11 14:46:18,20.04,66.28,43.51,0.0,0
1778499979796,2026-05-11 14:46:19,20.29,66.46,43.44,0.0,0
1778499980802,2026-05-11 14:46:20,20.07,66.36,43.38,0.0,0
1778499981804,2026-05-11 14:46:21,19.95,66.85,43.39,0.0,0
1778499982809,2026-05-11 14:46:22,20.16,67.32,43.38,0.0,0
1778499983814,2026-05-11 14:46:23,20.16,66.66,43.3,0.0,0
1778499984821,2026-05-11 14:46:24,20.25,67.03,43.25,0.0,0
1778499985823,2026-05-11 14:46:25,19.98,67.16,43.2,0.0,0
1778499986829,2026-05-11 14:46:26,20.1,67.15,43.2,0.0,0
1778499987835,2026-05-11 14:46:27,19.97,66.78,43.14,0.0,0
1778499988838,2026-05-11 14:46:28,20.05,67.7,43.09,0.0,0
1778499989841,2026-05-11 14:46:29,19.88,67.82,43.06,0.0,0
1778499990846,2026-05-11 14:46:30,19.82,67.23,43.04,0.0,0
1778499991852,2026-05-11 14:46:31,20.19,67.71,42.98,0.0,0
1778499992858,2026-05-11 14:46:32,20.15,67.32,42.97,0.0,0
1778499993864,2026-05-11 14:46:33,20.19,67.9,42.93,0.0,0
1778499994870,2026-05-11 14:46:34,19.85,67.75,42.91,0.0,0
1778499995875,2026-05-11 14:46:35,19.88,67.52,42.9,0.0,0
1778499996876,2026-05-11 14:46:36,20.19,67.63,42.83,0.0,0
1778499997878,2026-05-11 14:46:37,20.06,67.39,42.77,0.0,0
1778499998883,2026-05-11 14:46:38,20.0,67.51,42.75,0.0,0
1778499999885,2026-05-11 14:46:39,19.93,68.32,42.7,0.0,0
1778500000888,2026-05-11 14:46:40,20.01,68.11,42.66,0.0,0
1778500001891,2026-05-11 14:46:41,20.01,68.29,42.66,0.0,0
1778500002894,2026-05-11 14:46:42,20.28,68.39,42.63,0.0,0
1778500003896,2026-05-11 14:46:43,20.19,68.31,42.62,0.0,0
1778500004898,2026-05-11 14:46:44,20.02,68.3,42.55,0.0,0
1778500005904,2026-05-11 14:46:45,20.1,68.15,42.51,0.0,0
1778500006908,2026-05-11 14:46:46,20.13,67.88,42.45,0.0,0
1778500007914,2026-05-11 14:46:47,19.96,68.11,42.38,0.0,0
1778500008919,2026-05-11 14:46:48,20.42,67.89,42.33,0.0,0
1778500009925,2026-05-11 14:46:49,20.19,67.93,42.29,0.0,0
1778500010930,2026-05-11 14:46:50,20.34,67.52,42.29,0.0,0
1778500011937,2026-05-11 14:46:51,20.13,67.5,42.24,0.0,0
1778500012940,2026-05-11 14:46:52,20.3,68.03,42.23,0.0,0
1778500013946,2026-05-11 14:46:53,20.31,68.16,42.22,0.0,0
1778500014952,2026-05-11 14:46:54,20.29,67.61,42.2,0.0,0
1778500015956,2026-05-11 14:46:55,20.44,67.75,42.15,0.0,0
1778500016960,2026-05-11 14:46:56,20.68,67.94,42.11,0.0,0
1778500017965,2026-05-11 14:46:57,20.28,67.83,42.09,0.0,0
1778500018968,2026-05-11 14:46:58,20.78,68.11,42.07,0.0,0
1778500019973,2026-05-11 14:46:59,20.61,68.21,42.04,0.0,0
1778500020978,2026-05-11 14:47:00,20.46,68.11,42.01,0.0,0
1778500021980,2026-05-11 14:47:01,20.69,67.66,42.0,0.0,0
1778500022982,2026-05-11 14:47:02,20.91,67.78,41.93,0.0,0
1778500023984,2026-05-11 14:47:03,20.66,68.0,41.9,0.0,0
1778500024988,2026-05-11 14:47:04,20.97,67.78,41.9,0.0,0
1778500025994,2026-05-11 14:47:05,20.8,67.79,41.83,0.0,0
1778500027001,2026-05-11 14:47:07,20.85,67.75,41.8,0.0,0
1778500028005,2026-05-11 14:47:08,21.16,67.05,41.75,0.0,0
1778500029010,2026-05-11 14:47:09,20.78,67.73,41.68,0.0,0
1778500030017,2026-05-11 14:47:10,21.07,67.47,41.64,0.0,0
1778500031019,2026-05-11 14:47:11,21.14,67.14,41.61,0.0,0
1778500032024,2026-05-11 14:47:12,21.12,66.91,41.59,0.0,0
1778500033030,2026-05-11 14:47:13,21.25,67.31,41.53,0.0,0
1778500034036,2026-05-11 14:47:14,21.21,66.72,41.47,0.0,0
1778500035040,2026-05-11 14:47:15,21.63,66.49,41.42,0.0,0
1778500036046,2026-05-11 14:47:16,21.62,66.51,41.4,0.0,0
1778500037048,2026-05-11 14:47:17,21.71,66.3,41.34,0.0,0
1778500038050,2026-05-11 14:47:18,21.53,66.69,41.27,0.0,0
1778500039054,2026-05-11 14:47:19,21.88,66.85,41.25,0.0,0
1778500040057,2026-05-11 14:47:20,21.66,66.28,41.18,0.0,0
1778500041059,2026-05-11 14:47:21,21.94,66.45,41.11,0.0,0
1778500042064,2026-05-11 14:47:22,21.82,66.42,41.04,0.0,0
1778500043070,2026-05-11 14:47:23,21.83,65.57,41.01,0.0,0
1778500044076,2026-05-11 14:47:24,21.87,65.71,40.97,0.0,0
1778500045083,2026-05-11 14:47:25,22.04,65.84,40.92,0.0,0
1778500046087,2026-05-11 14:47:26,22.13,65.3,40.85,0.0,0
1778500047092,2026-05-11 14:47:27,22.06,65.8,40.8,0.0,0
1778500048097,2026-05-11 14:47:28,22.21,65.23,40.73,0.0,0
1778500049101,2026-05-11 14:47:29,22.48,65.02,40.71,0.0,0
